Date,HomeTeam,AwayTeam,FTHG,FTAG
03/10/2010,NO,CAR,16,14
26/09/2010,CAR,CIN,7,20
19/09/2010,CAR,TB,7,20
12/09/2010,NYG,CAR,31,18
03/01/2010,CAR,NO,23,10
27/12/2009,NYG,CAR,9,41
20/12/2009,CAR,MIN,26,7
13/12/2009,NE,CAR,20,10
06/12/2009,CAR,TB,16,6
29/11/2009,NYJ,CAR,17,6
19/11/2009,CAR,MIA,17,24
15/11/2009,CAR,ATL,28,19
08/11/2009,NO,CAR,30,20
01/11/2009,ARI,CAR,21,34
25/10/2009,CAR,BUF,9,20
18/10/2009,TB,CAR,21,28
11/10/2009,CAR,WSH,20,17
28/09/2009,DAL,CAR,21,7
20/09/2009,ATL,CAR,28,20
13/09/2009,CAR,PHI,10,38
10/01/2009,CAR,ARI,13,33
28/12/2008,NO,CAR,31,33
21/12/2008,NYG,CAR,34,28
14/12/2008,CAR,DEN,30,10
08/12/2008,CAR,TB,38,23
30/11/2008,GB,CAR,31,35
23/11/2008,ATL,CAR,45,28
16/11/2008,CAR,DET,31,22
09/11/2008,LV,CAR,6,17
26/10/2008,CAR,ARI,27,23
19/10/2008,CAR,NO,30,7
12/10/2008,TB,CAR,27,3
05/10/2008,CAR,KC,34,0
06/01/2024,IND,HOU,19,23
31/12/2023,IND,LV,23,20
24/12/2023,ATL,IND,29,10
10/12/2023,CIN,IND,34,14
03/12/2023,TEN,IND,28,31
26/11/2023,IND,TB,27,20
12/11/2023,NE,IND,6,10
29/10/2023,IND,NO,27,38
22/10/2023,IND,CLE,38,39
15/10/2023,JAX,IND,37,20
08/10/2023,IND,TEN,23,16
01/10/2023,IND,LAR,23,29
24/09/2023,BAL,IND,19,22
17/09/2023,HOU,IND,20,31
10/09/2023,IND,JAX,21,31
08/01/2023,IND,HOU,31,32
01/01/2023,NYG,IND,38,10
26/12/2022,IND,LAC,3,20
17/12/2022,MIN,IND,39,36
04/12/2022,DAL,IND,54,19
20/11/2022,IND,PHI,16,17
13/11/2022,LV,IND,20,25
06/11/2022,NE,IND,26,3
30/10/2022,IND,WSH,16,17
23/10/2022,TEN,IND,19,10
16/10/2022,IND,JAX,34,27
06/10/2022,DEN,IND,9,12
02/10/2022,IND,TEN,17,24
25/09/2022,IND,KC,20,17
18/09/2022,JAX,IND,24,0
11/09/2022,HOU,IND,20,20
09/01/2022,JAX,IND,26,11
02/01/2022,IND,LV,20,23
25/12/2021,ARI,IND,16,22
18/12/2021,IND,NE,27,17
05/12/2021,HOU,IND,0,31
28/11/2021,IND,TB,31,38
21/11/2021,BUF,IND,15,41
14/11/2021,IND,JAX,23,17
04/11/2021,IND,NYJ,45,30
31/10/2021,IND,TEN,31,34
24/10/2021,SF,IND,18,30
17/10/2021,IND,HOU,31,3
11/10/2021,BAL,IND,31,25
03/10/2021,MIA,IND,17,27
26/09/2021,TEN,IND,25,16
19/09/2021,IND,LAR,24,27
12/09/2021,IND,SEA,16,28
09/01/2021,BUF,IND,27,24
03/01/2021,IND,JAX,28,14
20/12/2020,IND,HOU,27,20
13/12/2020,LV,IND,27,44
06/12/2020,HOU,IND,20,26
29/11/2020,IND,TEN,26,45
22/11/2020,IND,GB,34,31
12/11/2020,TEN,IND,17,34
08/11/2020,IND,BAL,10,24
01/11/2020,DET,IND,21,41
18/10/2020,IND,CIN,31,27
11/10/2020,CLE,IND,32,23
27/09/2020,IND,NYJ,36,7
20/09/2020,IND,MIN,28,11
13/09/2020,JAX,IND,27,20
29/12/2019,JAX,IND,38,20
16/12/2019,NO,IND,34,7
08/12/2019,TB,IND,38,35
01/12/2019,IND,TEN,17,31
21/11/2019,HOU,IND,20,17
17/11/2019,IND,JAX,33,13
10/11/2019,IND,MIA,12,16
27/10/2019,IND,DEN,15,13
20/10/2019,IND,HOU,30,23
06/10/2019,KC,IND,13,19
29/09/2019,IND,LV,24,31
22/09/2019,IND,ATL,27,24
15/09/2019,TEN,IND,17,19
08/09/2019,LAC,IND,30,24
12/01/2019,KC,IND,31,13
05/01/2019,HOU,IND,7,21
30/12/2018,TEN,IND,17,33
23/12/2018,IND,NYG,28,27
16/12/2018,IND,DAL,23,0
09/12/2018,HOU,IND,21,24
02/12/2018,JAX,IND,6,0
25/11/2018,IND,MIA,27,24
18/11/2018,IND,TEN,38,10
11/11/2018,IND,JAX,29,26
28/10/2018,LV,IND,28,42
21/10/2018,IND,BUF,37,5
14/10/2018,NYJ,IND,42,34
04/10/2018,NE,IND,38,24
30/09/2018,IND,HOU,34,37
23/09/2018,PHI,IND,20,16
16/09/2018,WSH,IND,9,21
09/09/2018,IND,CIN,23,34
31/12/2017,IND,HOU,22,13
23/12/2017,BAL,IND,23,16
14/12/2017,IND,DEN,13,25
10/12/2017,BUF,IND,13,7
03/12/2017,JAX,IND,30,10
26/11/2017,IND,TEN,16,20
05/11/2017,HOU,IND,14,20
29/10/2017,CIN,IND,24,23
22/10/2017,IND,JAX,0,27
16/10/2017,TEN,IND,36,22
08/10/2017,IND,SF,26,23
01/10/2017,SEA,IND,46,18
24/09/2017,IND,CLE,31,28
17/09/2017,IND,ARI,13,16
10/09/2017,LAR,IND,46,9
01/01/2017,IND,JAX,24,20
24/12/2016,LV,IND,33,25
18/12/2016,MIN,IND,6,34
11/12/2016,IND,HOU,17,22
05/12/2016,NYJ,IND,10,41
20/11/2016,IND,TEN,24,17
06/11/2016,GB,IND,26,31
30/10/2016,IND,KC,14,30
23/10/2016,TEN,IND,26,34
16/10/2016,HOU,IND,26,23
02/10/2016,JAX,IND,30,27
25/09/2016,IND,LAC,26,22
18/09/2016,DEN,IND,34,20
11/09/2016,IND,DET,35,39
03/01/2016,IND,TEN,30,24
27/12/2015,MIA,IND,12,18
20/12/2015,IND,HOU,10,16
13/12/2015,JAX,IND,51,16
29/11/2015,IND,TB,25,12
22/11/2015,ATL,IND,21,24
08/11/2015,IND,DEN,27,24
25/10/2015,IND,NO,21,27
18/10/2015,IND,NE,27,34
08/10/2015,HOU,IND,20,27
04/10/2015,IND,JAX,16,13
27/09/2015,TEN,IND,33,35
21/09/2015,IND,NYJ,7,20
13/09/2015,BUF,IND,27,14
18/01/2015,NE,IND,45,7
11/01/2015,DEN,IND,13,24
04/01/2015,IND,CIN,26,10
28/12/2014,TEN,IND,10,27
21/12/2014,DAL,IND,42,7
14/12/2014,IND,HOU,17,10
07/12/2014,CLE,IND,24,25
30/11/2014,IND,WSH,49,27
23/11/2014,IND,JAX,23,3
16/11/2014,IND,NE,20,42
03/11/2014,NYG,IND,24,40
19/10/2014,IND,CIN,27,0
09/10/2014,HOU,IND,28,33
05/10/2014,IND,BAL,20,13
28/09/2014,IND,TEN,41,17
21/09/2014,JAX,IND,17,44
15/09/2014,IND,PHI,27,30
07/09/2014,DEN,IND,31,24
11/01/2014,NE,IND,43,22
04/01/2014,IND,KC,45,44
29/12/2013,IND,JAX,30,10
22/12/2013,KC,IND,7,23
15/12/2013,IND,HOU,25,3
08/12/2013,CIN,IND,42,28
01/12/2013,IND,TEN,22,14
24/11/2013,ARI,IND,40,11
14/11/2013,TEN,IND,27,30
10/11/2013,IND,LAR,8,38
03/11/2013,HOU,IND,24,27
20/10/2013,IND,DEN,39,33
14/10/2013,LAC,IND,19,9
06/10/2013,IND,SEA,34,28
29/09/2013,JAX,IND,3,37
22/09/2013,SF,IND,7,27
15/09/2013,IND,MIA,20,24
08/09/2013,IND,LV,21,17
06/01/2013,BAL,IND,24,9
30/12/2012,IND,HOU,28,16
23/12/2012,KC,IND,13,20
16/12/2012,HOU,IND,29,17
09/12/2012,IND,TEN,27,23
02/12/2012,DET,IND,33,35
25/11/2012,IND,BUF,20,13
18/11/2012,NE,IND,59,24
08/11/2012,JAX,IND,10,27
04/11/2012,IND,MIA,23,20
28/10/2012,TEN,IND,13,19
21/10/2012,IND,CLE,17,13
14/10/2012,NYJ,IND,35,9
07/10/2012,IND,GB,30,27
23/09/2012,IND,JAX,17,22
16/09/2012,IND,MIN,23,20
01/01/2012,JAX,IND,19,13
22/12/2011,IND,HOU,19,16
18/12/2011,IND,TEN,27,13
11/12/2011,BAL,IND,24,10
04/12/2011,NE,IND,31,24
13/11/2011,IND,JAX,3,17
06/11/2011,IND,ATL,7,31
30/10/2011,TEN,IND,27,10
23/10/2011,NO,IND,62,7
16/10/2011,CIN,IND,27,17
09/10/2011,IND,KC,24,28
03/10/2011,TB,IND,24,17
18/09/2011,IND,CLE,19,27
11/09/2011,HOU,IND,34,7
08/01/2011,IND,NYJ,16,17
02/01/2011,IND,TEN,23,20
26/12/2010,LV,IND,26,31
19/12/2010,IND,JAX,34,24
09/12/2010,TEN,IND,28,30
05/12/2010,IND,DAL,35,38
28/11/2010,IND,LAC,14,36
21/11/2010,NE,IND,31,28
14/11/2010,IND,CIN,23,17
07/11/2010,PHI,IND,26,24
01/11/2010,IND,HOU,30,17
17/10/2010,WSH,IND,24,27
10/10/2010,IND,KC,19,9
03/10/2010,JAX,IND,31,28
26/09/2010,DEN,IND,13,27
19/09/2010,IND,NYG,38,14
12/09/2010,HOU,IND,34,24
07/02/2010,IND,NO,17,31
24/01/2010,IND,NYJ,30,17
16/01/2010,IND,BAL,20,3
03/01/2010,BUF,IND,30,7
27/12/2009,IND,NYJ,15,29
17/12/2009,JAX,IND,31,35
13/12/2009,IND,DEN,28,16
06/12/2009,IND,TEN,27,17
29/11/2009,HOU,IND,27,35
22/11/2009,BAL,IND,15,17
15/11/2009,IND,NE,35,34
08/11/2009,IND,HOU,20,17
01/11/2009,IND,SF,18,14
25/10/2009,LAR,IND,6,42
11/10/2009,TEN,IND,9,31
04/10/2009,IND,SEA,34,17
27/09/2009,ARI,IND,10,31
21/09/2009,MIA,IND,23,27
13/09/2009,IND,JAX,14,12
28/12/2008,IND,TEN,23,0
18/12/2008,JAX,IND,24,31
14/12/2008,IND,DET,31,21
07/12/2008,IND,CIN,35,3
30/11/2008,CLE,IND,6,10
23/11/2008,LAC,IND,20,23
16/11/2008,IND,HOU,33,27
02/11/2008,IND,NE,18,15
27/10/2008,TEN,IND,31,21
19/10/2008,GB,IND,34,14
12/10/2008,IND,BAL,31,3
05/10/2008,HOU,IND,27,31
28/01/2024,SF,DET,34,31
21/01/2024,DET,TB,31,23
14/01/2024,DET,LAR,24,23
07/01/2024,DET,MIN,30,20
30/12/2023,DAL,DET,20,19
24/12/2023,MIN,DET,24,30
16/12/2023,DET,DEN,42,17
03/12/2023,NO,DET,28,33
23/11/2023,DET,GB,22,29
12/11/2023,LAC,DET,38,41
30/10/2023,DET,LV,26,14
22/10/2023,BAL,DET,38,6
15/10/2023,TB,DET,6,20
28/09/2023,GB,DET,20,34
24/09/2023,DET,ATL,20,6
17/09/2023,DET,SEA,31,37
07/09/2023,KC,DET,20,21
08/01/2023,GB,DET,16,20
18/12/2022,NYJ,DET,17,20
11/12/2022,DET,MIN,34,23
04/12/2022,DET,JAX,40,14
24/11/2022,DET,BUF,25,28
20/11/2022,NYG,DET,18,31
06/11/2022,DET,GB,15,9
30/10/2022,DET,MIA,27,31
23/10/2022,DAL,DET,24,6
09/10/2022,NE,DET,29,0
02/10/2022,DET,SEA,45,48
25/09/2022,MIN,DET,28,24
18/09/2022,DET,WSH,36,27
11/09/2022,DET,PHI,35,38
09/01/2022,DET,GB,37,30
02/01/2022,SEA,DET,51,29
26/12/2021,ATL,DET,20,16
19/12/2021,DET,ARI,30,12
12/12/2021,DEN,DET,38,10
05/12/2021,DET,MIN,29,27
21/11/2021,CLE,DET,13,10
31/10/2021,DET,PHI,6,44
24/10/2021,LAR,DET,28,19
17/10/2021,DET,CIN,11,34
10/10/2021,MIN,DET,19,17
26/09/2021,DET,BAL,17,19
20/09/2021,GB,DET,35,17
12/09/2021,DET,SF,33,41
03/01/2021,DET,MIN,35,37
26/12/2020,DET,TB,7,47
20/12/2020,TEN,DET,46,25
13/12/2020,DET,GB,24,31
26/11/2020,DET,HOU,25,41
15/11/2020,DET,WSH,30,27
08/11/2020,MIN,DET,34,20
25/10/2020,ATL,DET,22,23
18/10/2020,JAX,DET,16,34
04/10/2020,DET,NO,29,35
27/09/2020,ARI,DET,23,26
20/09/2020,GB,DET,42,21
29/12/2019,DET,GB,20,23
22/12/2019,DEN,DET,27,17
15/12/2019,DET,TB,17,38
08/12/2019,MIN,DET,20,7
24/11/2019,WSH,DET,19,16
17/11/2019,DET,DAL,27,35
03/11/2019,LV,DET,31,24
27/10/2019,DET,NYG,31,26
20/10/2019,DET,MIN,30,42
14/10/2019,GB,DET,23,22
29/09/2019,DET,KC,30,34
22/09/2019,PHI,DET,24,27
15/09/2019,DET,LAC,13,10
08/09/2019,ARI,DET,27,27
30/12/2018,GB,DET,0,31
23/12/2018,DET,MIN,9,27
16/12/2018,BUF,DET,14,13
09/12/2018,ARI,DET,3,17
02/12/2018,DET,LAR,16,30
04/11/2018,MIN,DET,24,9
28/10/2018,DET,SEA,14,28
21/10/2018,MIA,DET,21,32
07/10/2018,DET,GB,31,23
30/09/2018,DAL,DET,26,24
23/09/2018,DET,NE,26,10
16/09/2018,SF,DET,30,27
10/09/2018,DET,NYJ,17,48
31/12/2017,DET,GB,35,11
24/12/2017,CIN,DET,26,17
10/12/2017,TB,DET,21,24
03/12/2017,BAL,DET,44,20
23/11/2017,DET,MIN,23,30
12/11/2017,DET,CLE,38,24
06/11/2017,GB,DET,17,30
15/10/2017,NO,DET,52,38
01/10/2017,MIN,DET,7,14
24/09/2017,DET,ATL,26,30
18/09/2017,NYG,DET,10,24
10/09/2017,DET,ARI,35,23
07/01/2017,SEA,DET,26,6
01/01/2017,DET,GB,24,31
26/12/2016,DAL,DET,42,21
18/12/2016,NYG,DET,17,6
04/12/2016,NO,DET,13,28
24/11/2016,DET,MIN,16,13
20/11/2016,DET,JAX,26,19
06/11/2016,MIN,DET,16,22
30/10/2016,HOU,DET,20,13
23/10/2016,DET,WSH,20,17
16/10/2016,DET,LAR,31,28
09/10/2016,DET,PHI,24,23
25/09/2016,GB,DET,34,27
18/09/2016,DET,TEN,15,16
27/12/2015,DET,SF,32,17
21/12/2015,NO,DET,27,35
13/12/2015,LAR,DET,21,14
03/12/2015,DET,GB,23,27
26/11/2015,DET,PHI,45,14
22/11/2015,DET,LV,18,13
15/11/2015,GB,DET,16,18
01/11/2015,KC,DET,45,10
25/10/2015,DET,MIN,19,28
11/10/2015,DET,ARI,17,42
05/10/2015,SEA,DET,13,10
27/09/2015,DET,DEN,12,24
20/09/2015,MIN,DET,26,16
13/09/2015,LAC,DET,33,28
04/01/2015,DAL,DET,24,20
28/12/2014,GB,DET,30,20
14/12/2014,DET,MIN,16,14
07/12/2014,DET,TB,34,17
23/11/2014,NE,DET,34,9
16/11/2014,ARI,DET,14,6
09/11/2014,DET,MIA,20,16
26/10/2014,ATL,DET,21,22
19/10/2014,DET,NO,24,23
12/10/2014,MIN,DET,3,17
05/10/2014,DET,BUF,14,17
28/09/2014,NYJ,DET,17,24
21/09/2014,DET,GB,19,7
08/09/2014,DET,NYG,35,14
29/12/2013,MIN,DET,14,13
22/12/2013,DET,NYG,20,23
16/12/2013,DET,BAL,16,18
08/12/2013,PHI,DET,34,20
28/11/2013,DET,GB,40,10
24/11/2013,DET,TB,21,24
27/10/2013,DET,DAL,31,30
20/10/2013,DET,CIN,24,27
13/10/2013,CLE,DET,17,31
06/10/2013,GB,DET,22,9
22/09/2013,WSH,DET,20,27
15/09/2013,ARI,DET,25,21
08/09/2013,DET,MIN,34,24
22/12/2012,DET,ATL,18,31
16/12/2012,ARI,DET,38,10
09/12/2012,GB,DET,27,20
22/11/2012,DET,HOU,31,34
18/11/2012,DET,GB,20,24
11/11/2012,MIN,DET,34,24
04/11/2012,JAX,DET,14,31
28/10/2012,DET,SEA,28,24
14/10/2012,PHI,DET,23,26
30/09/2012,DET,MIN,13,20
23/09/2012,TEN,DET,44,41
16/09/2012,SF,DET,27,19
09/09/2012,DET,LAR,27,23
07/01/2012,NO,DET,45,28
01/01/2012,GB,DET,45,41
24/12/2011,DET,LAC,38,10
18/12/2011,LV,DET,27,28
11/12/2011,DET,MIN,34,28
04/12/2011,NO,DET,31,17
24/11/2011,DET,GB,15,27
30/10/2011,DEN,DET,10,45
23/10/2011,DET,ATL,16,23
16/10/2011,DET,SF,19,25
02/10/2011,DAL,DET,30,34
25/09/2011,MIN,DET,23,26
18/09/2011,DET,KC,48,3
11/09/2011,TB,DET,20,27
02/01/2011,DET,MIN,20,13
26/12/2010,MIA,DET,27,34
19/12/2010,TB,DET,20,23
12/12/2010,DET,GB,7,3
25/11/2010,DET,NE,24,45
21/11/2010,DAL,DET,35,19
14/11/2010,BUF,DET,14,12
07/11/2010,DET,NYJ,20,23
31/10/2010,DET,WSH,37,25
17/10/2010,NYG,DET,28,20
10/10/2010,DET,LAR,44,6
03/10/2010,GB,DET,28,26
26/09/2010,MIN,DET,24,10
19/09/2010,DET,PHI,32,35
27/12/2009,SF,DET,20,6
20/12/2009,DET,ARI,24,31
13/12/2009,BAL,DET,48,3
06/12/2009,CIN,DET,23,13
26/11/2009,DET,GB,12,34
22/11/2009,DET,CLE,38,37
15/11/2009,MIN,DET,27,10
08/11/2009,SEA,DET,32,20
01/11/2009,DET,LAR,10,17
18/10/2009,GB,DET,26,0
27/09/2009,DET,WSH,19,14
20/09/2009,DET,MIN,13,27
13/09/2009,NO,DET,45,27
28/12/2008,GB,DET,31,21
21/12/2008,DET,NO,7,42
07/12/2008,DET,MIN,16,20
27/11/2008,DET,TEN,10,47
23/11/2008,DET,TB,20,38
09/11/2008,DET,JAX,14,38
26/10/2008,DET,WSH,17,25
19/10/2008,HOU,DET,28,21
12/10/2008,MIN,DET,12,10
11/02/2024,KC,SF,25,22
28/01/2024,BAL,KC,10,17
21/01/2024,BUF,KC,24,27
13/01/2024,KC,MIA,26,7
07/01/2024,LAC,KC,12,13
31/12/2023,KC,CIN,25,17
25/12/2023,KC,LV,14,20
17/12/2023,NE,KC,17,27
10/12/2023,KC,BUF,17,20
03/12/2023,GB,KC,27,19
26/11/2023,LV,KC,17,31
20/11/2023,KC,PHI,17,21
05/11/2023,KC,MIA,21,14
29/10/2023,DEN,KC,24,9
22/10/2023,KC,LAC,31,17
12/10/2023,KC,DEN,19,8
08/10/2023,MIN,KC,20,27
01/10/2023,NYJ,KC,20,23
17/09/2023,JAX,KC,9,17
12/02/2023,PHI,KC,35,38
29/01/2023,KC,CIN,23,20
21/01/2023,KC,JAX,27,20
07/01/2023,LV,KC,13,31
01/01/2023,KC,DEN,27,24
24/12/2022,KC,SEA,24,10
18/12/2022,HOU,KC,24,30
11/12/2022,DEN,KC,28,34
04/12/2022,CIN,KC,27,24
27/11/2022,KC,LAR,26,10
20/11/2022,LAC,KC,27,30
13/11/2022,KC,JAX,27,17
06/11/2022,KC,TEN,20,17
23/10/2022,SF,KC,23,44
16/10/2022,KC,BUF,20,24
10/10/2022,KC,LV,30,29
02/10/2022,TB,KC,31,41
15/09/2022,KC,LAC,27,24
11/09/2022,ARI,KC,21,44
30/01/2022,KC,CIN,24,27
23/01/2022,KC,BUF,42,36
08/01/2022,DEN,KC,24,28
02/01/2022,CIN,KC,34,31
16/12/2021,LAC,KC,28,34
12/12/2021,KC,LV,48,9
05/12/2021,KC,DEN,22,9
21/11/2021,KC,DAL,19,9
14/11/2021,LV,KC,14,41
07/11/2021,KC,GB,13,7
01/11/2021,KC,NYG,20,17
24/10/2021,TEN,KC,27,3
17/10/2021,WSH,KC,13,31
10/10/2021,KC,BUF,20,38
03/10/2021,PHI,KC,30,42
26/09/2021,KC,LAC,24,30
19/09/2021,BAL,KC,36,35
12/09/2021,KC,CLE,33,29
07/02/2021,TB,KC,31,9
24/01/2021,KC,BUF,38,24
17/01/2021,KC,CLE,22,17
03/01/2021,KC,LAC,21,38
27/12/2020,KC,ATL,17,14
20/12/2020,NO,KC,29,32
13/12/2020,MIA,KC,27,33
06/12/2020,KC,DEN,22,16
29/11/2020,TB,KC,24,27
22/11/2020,LV,KC,31,35
01/11/2020,KC,NYJ,35,9
25/10/2020,DEN,KC,16,43
19/10/2020,BUF,KC,17,26
11/10/2020,KC,LV,32,40
05/10/2020,KC,NE,26,10
28/09/2020,BAL,KC,20,34
20/09/2020,LAC,KC,20,23
10/09/2020,KC,HOU,34,20
02/02/2020,KC,SF,31,20
19/01/2020,KC,TEN,35,24
12/01/2020,KC,HOU,51,31
29/12/2019,KC,LAC,31,21
15/12/2019,KC,DEN,23,3
08/12/2019,NE,KC,16,23
01/12/2019,KC,LV,40,9
18/11/2019,LAC,KC,17,24
10/11/2019,TEN,KC,35,32
03/11/2019,KC,MIN,26,23
27/10/2019,KC,GB,24,31
17/10/2019,DEN,KC,6,30
13/10/2019,KC,HOU,24,31
22/09/2019,KC,BAL,33,28
15/09/2019,LV,KC,10,28
08/09/2019,JAX,KC,26,40
20/01/2019,KC,NE,31,37
30/12/2018,KC,LV,35,3
23/12/2018,SEA,KC,38,31
13/12/2018,KC,LAC,28,29
09/12/2018,KC,BAL,27,24
02/12/2018,LV,KC,33,40
19/11/2018,LAR,KC,54,51
11/11/2018,KC,ARI,26,14
04/11/2018,CLE,KC,21,37
28/10/2018,KC,DEN,30,23
21/10/2018,KC,CIN,45,10
14/10/2018,NE,KC,43,40
07/10/2018,KC,JAX,30,14
01/10/2018,DEN,KC,23,27
23/09/2018,KC,SF,38,27
09/09/2018,LAC,KC,28,38
06/01/2018,KC,TEN,21,22
31/12/2017,DEN,KC,24,27
24/12/2017,KC,MIA,29,13
16/12/2017,KC,LAC,30,13
10/12/2017,KC,LV,26,15
03/12/2017,NYJ,KC,38,31
26/11/2017,KC,BUF,10,16
19/11/2017,NYG,KC,12,9
05/11/2017,DAL,KC,28,17
30/10/2017,KC,DEN,29,19
19/10/2017,LV,KC,31,30
08/10/2017,HOU,KC,34,42
02/10/2017,KC,WSH,29,20
24/09/2017,LAC,KC,10,24
17/09/2017,KC,PHI,27,20
07/09/2017,NE,KC,27,42
01/01/2017,LAC,KC,27,37
25/12/2016,KC,DEN,33,10
18/12/2016,KC,TEN,17,19
08/12/2016,KC,LV,21,13
04/12/2016,ATL,KC,28,29
27/11/2016,DEN,KC,27,30
20/11/2016,KC,TB,17,19
06/11/2016,KC,JAX,19,14
23/10/2016,KC,NO,27,21
16/10/2016,LV,KC,10,26
25/09/2016,KC,NYJ,24,3
18/09/2016,HOU,KC,19,12
11/09/2016,KC,LAC,33,27
16/01/2016,NE,KC,27,20
09/01/2016,HOU,KC,0,30
03/01/2016,KC,LV,23,17
27/12/2015,KC,CLE,17,13
20/12/2015,BAL,KC,14,34
13/12/2015,KC,LAC,10,3
06/12/2015,LV,KC,20,34
29/11/2015,KC,BUF,30,22
22/11/2015,LAC,KC,3,33
15/11/2015,DEN,KC,13,29
18/10/2015,MIN,KC,16,10
04/10/2015,CIN,KC,36,21
28/09/2015,GB,KC,38,28
17/09/2015,KC,DEN,24,31
13/09/2015,HOU,KC,20,27
28/12/2014,KC,LAC,19,7
14/12/2014,KC,LV,31,13
07/12/2014,ARI,KC,17,14
30/11/2014,KC,DEN,16,29
20/11/2014,LV,KC,24,20
16/11/2014,KC,SEA,24,20
09/11/2014,BUF,KC,13,17
02/11/2014,KC,NYJ,24,10
26/10/2014,KC,LAR,34,7
19/10/2014,LAC,KC,20,23
05/10/2014,SF,KC,22,17
29/09/2014,KC,NE,41,14
21/09/2014,MIA,KC,15,34
14/09/2014,DEN,KC,24,17
07/09/2014,KC,TEN,10,26
29/12/2013,LAC,KC,27,24
15/12/2013,LV,KC,31,56
08/12/2013,WSH,KC,10,45
01/12/2013,KC,DEN,28,35
24/11/2013,KC,LAC,38,41
17/11/2013,DEN,KC,27,17
03/11/2013,BUF,KC,13,23
27/10/2013,KC,CLE,23,17
20/10/2013,KC,HOU,17,16
13/10/2013,KC,LV,24,7
06/10/2013,TEN,KC,17,26
29/09/2013,KC,NYG,31,7
19/09/2013,PHI,KC,16,26
15/09/2013,KC,DAL,17,16
08/09/2013,JAX,KC,2,28
30/12/2012,DEN,KC,38,3
16/12/2012,LV,KC,15,0
09/12/2012,CLE,KC,30,7
25/11/2012,KC,DEN,9,17
18/11/2012,KC,CIN,6,28
01/11/2012,LAC,KC,31,13
28/10/2012,KC,LV,16,26
14/10/2012,TB,KC,38,10
07/10/2012,KC,BAL,6,9
30/09/2012,KC,LAC,20,37
23/09/2012,NO,KC,24,27
16/09/2012,BUF,KC,35,17
09/09/2012,KC,ATL,24,40
01/01/2012,DEN,KC,3,7
24/12/2011,KC,LV,13,16
18/12/2011,KC,GB,19,14
11/12/2011,NYJ,KC,37,10
21/11/2011,NE,KC,34,3
13/11/2011,KC,DEN,10,17
06/11/2011,KC,MIA,3,31
31/10/2011,KC,LAC,23,20
23/10/2011,LV,KC,0,28
02/10/2011,KC,MIN,22,17
25/09/2011,LAC,KC,20,17
11/09/2011,KC,BUF,7,41
09/01/2011,KC,BAL,7,30
02/01/2011,KC,LV,10,31
26/12/2010,KC,TEN,34,14
19/12/2010,LAR,KC,13,27
12/12/2010,LAC,KC,31,0
05/12/2010,KC,DEN,10,6
28/11/2010,SEA,KC,24,42
21/11/2010,KC,ARI,31,13
14/11/2010,DEN,KC,49,29
07/11/2010,LV,KC,23,20
31/10/2010,KC,BUF,13,10
24/10/2010,KC,JAX,42,20
17/10/2010,HOU,KC,35,31
26/09/2010,KC,SF,31,10
19/09/2010,CLE,KC,14,16
13/09/2010,KC,LAC,21,14
03/01/2010,DEN,KC,24,44
27/12/2009,CIN,KC,17,10
20/12/2009,KC,CLE,34,41
13/12/2009,KC,BUF,10,16
06/12/2009,KC,DEN,13,44
29/11/2009,LAC,KC,43,14
15/11/2009,LV,KC,10,16
08/11/2009,JAX,KC,24,21
25/10/2009,KC,LAC,7,37
18/10/2009,WSH,KC,6,14
11/10/2009,KC,DAL,20,26
04/10/2009,KC,NYG,16,27
27/09/2009,PHI,KC,34,14
20/09/2009,KC,LV,10,13
13/09/2009,BAL,KC,38,24
28/12/2008,CIN,KC,16,6
21/12/2008,KC,MIA,31,38
14/12/2008,KC,LAC,21,22
07/12/2008,DEN,KC,24,17
30/11/2008,LV,KC,13,20
23/11/2008,KC,BUF,31,54
16/11/2008,KC,NO,20,30
09/11/2008,LAC,KC,20,19
02/11/2008,KC,TB,27,30
26/10/2008,NYJ,KC,28,24
19/10/2008,KC,TEN,10,34
07/01/2024,NO,ATL,48,17
31/12/2023,TB,NO,13,23
21/12/2023,LAR,NO,30,22
17/12/2023,NO,NYG,24,6
26/11/2023,ATL,NO,24,15
12/11/2023,MIN,NO,27,19
19/10/2023,NO,JAX,24,31
15/10/2023,HOU,NO,20,13
08/10/2023,NE,NO,0,34
01/10/2023,NO,TB,9,26
24/09/2023,GB,NO,18,17
10/09/2023,NO,TEN,16,15
01/01/2023,PHI,NO,10,20
24/12/2022,CLE,NO,10,17
18/12/2022,NO,ATL,21,18
05/12/2022,TB,NO,17,16
27/11/2022,SF,NO,13,0
20/11/2022,NO,LAR,27,20
07/11/2022,NO,BAL,13,27
30/10/2022,NO,LV,24,0
20/10/2022,ARI,NO,42,34
16/10/2022,NO,CIN,26,30
09/10/2022,NO,SEA,39,32
02/10/2022,NO,MIN,25,28
18/09/2022,NO,TB,10,20
11/09/2022,ATL,NO,26,27
09/01/2022,ATL,NO,20,30
27/12/2021,NO,MIA,3,20
19/12/2021,TB,NO,0,9
12/12/2021,NYJ,NO,9,30
02/12/2021,NO,DAL,17,27
25/11/2021,NO,BUF,6,31
21/11/2021,PHI,NO,40,29
14/11/2021,TEN,NO,23,21
07/11/2021,NO,ATL,25,27
31/10/2021,NO,TB,36,27
25/10/2021,SEA,NO,10,13
10/10/2021,WSH,NO,22,33
