Date,HomeTeam,AwayTeam,FTHG,FTAG,Season
16/01/2020,GS,DEN,131,134,NBA_2020
14/01/2020,GS,DAL,97,124,NBA_2020
12/01/2020,MEM,GS,122,102,NBA_2020
10/01/2020,LAC,GS,109,100,NBA_2020
08/01/2020,GS,MIL,98,107,NBA_2020
06/01/2020,SAC,GS,111,98,NBA_2020
04/01/2020,GS,DET,104,111,NBA_2020
02/01/2020,MIN,GS,99,84,NBA_2020
31/12/2019,SA,GS,117,113,NBA_2020
28/12/2019,GS,DAL,121,141,NBA_2020
27/12/2019,GS,PHX,105,96,NBA_2020
25/12/2019,GS,HOU,116,104,NBA_2020
23/12/2019,GS,MIN,113,104,NBA_2020
20/12/2019,GS,NO,106,102,NBA_2020
18/12/2019,POR,GS,122,112,NBA_2020
15/12/2019,GS,SAC,79,100,NBA_2020
13/12/2019,UTAH,GS,114,106,NBA_2020
11/12/2019,GS,NY,122,124,NBA_2020
09/12/2019,GS,MEM,102,110,NBA_2020
06/12/2019,CHI,GS,98,100,NBA_2020
04/12/2019,CHA,GS,106,91,NBA_2020
02/12/2019,ATL,GS,104,79,NBA_2020
01/12/2019,ORL,GS,100,96,NBA_2020
29/11/2019,MIA,GS,122,105,NBA_2020
27/11/2019,GS,CHI,104,90,NBA_2020
25/11/2019,GS,OKC,97,100,NBA_2020
22/11/2019,UTAH,GS,113,109,NBA_2020
20/11/2019,DAL,GS,142,94,NBA_2020
19/11/2019,MEM,GS,95,114,NBA_2020
17/11/2019,NO,GS,108,100,NBA_2020
15/11/2019,GS,BOS,100,105,NBA_2020
13/11/2019,LAL,GS,120,94,NBA_2020
11/11/2019,GS,UTAH,108,122,NBA_2020
09/11/2019,OKC,GS,114,108,NBA_2020
08/11/2019,MIN,GS,125,119,NBA_2020
06/11/2019,HOU,GS,129,112,NBA_2020
04/11/2019,GS,POR,127,118,NBA_2020
02/11/2019,GS,CHA,87,93,NBA_2020
01/11/2019,GS,SA,110,127,NBA_2020
30/10/2019,GS,PHX,110,121,NBA_2020
28/10/2019,NO,GS,123,134,NBA_2020
27/10/2019,OKC,GS,120,92,NBA_2020
24/10/2019,GS,LAC,122,141,NBA_2020
13/06/2019,GS,TOR,110,114,NBA_2019
10/06/2019,TOR,GS,105,106,NBA_2019
07/06/2019,GS,TOR,92,105,NBA_2019
05/06/2019,GS,TOR,109,123,NBA_2019
02/06/2019,TOR,GS,104,109,NBA_2019
30/05/2019,TOR,GS,118,109,NBA_2019
20/05/2019,POR,GS,117,119,NBA_2019
18/05/2019,POR,GS,99,110,NBA_2019
16/05/2019,GS,POR,114,111,NBA_2019
14/05/2019,GS,POR,116,94,NBA_2019
10/05/2019,HOU,GS,113,118,NBA_2019
08/05/2019,GS,HOU,104,99,NBA_2019
06/05/2019,HOU,GS,112,108,NBA_2019
04/05/2019,HOU,GS,126,121,NBA_2019
30/04/2019,GS,HOU,115,109,NBA_2019
28/04/2019,GS,HOU,104,100,NBA_2019
26/04/2019,LAC,GS,110,129,NBA_2019
24/04/2019,GS,LAC,121,129,NBA_2019
21/04/2019,LAC,GS,105,113,NBA_2019
18/04/2019,LAC,GS,105,132,NBA_2019
15/04/2019,GS,LAC,131,135,NBA_2019
13/04/2019,GS,LAC,121,104,NBA_2019
10/04/2019,MEM,GS,132,117,NBA_2019
09/04/2019,NO,GS,103,112,NBA_2019
07/04/2019,GS,LAC,131,104,NBA_2019
05/04/2019,GS,CLE,120,114,NBA_2019
04/04/2019,LAL,GS,90,108,NBA_2019
02/04/2019,GS,DEN,116,102,NBA_2019
31/03/2019,GS,CHA,137,90,NBA_2019
29/03/2019,MIN,GS,131,130,NBA_2019
27/03/2019,MEM,GS,103,118,NBA_2019
24/03/2019,GS,DET,121,114,NBA_2019
23/03/2019,GS,DAL,91,126,NBA_2019
21/03/2019,GS,IND,112,89,NBA_2019
19/03/2019,MIN,GS,107,117,NBA_2019
18/03/2019,SA,GS,111,105,NBA_2019
16/03/2019,OKC,GS,88,110,NBA_2019
13/03/2019,HOU,GS,104,106,NBA_2019
10/03/2019,GS,PHX,111,115,NBA_2019
08/03/2019,GS,DEN,122,105,NBA_2019
05/03/2019,GS,BOS,95,128,NBA_2019
02/03/2019,PHI,GS,117,120,NBA_2019
28/02/2019,ORL,GS,103,96,NBA_2019
27/02/2019,MIA,GS,126,125,NBA_2019
25/02/2019,CHA,GS,110,121,NBA_2019
23/02/2019,GS,HOU,112,118,NBA_2019
21/02/2019,GS,SAC,125,123,NBA_2019
13/02/2019,POR,GS,129,107,NBA_2019
12/02/2019,GS,UTAH,115,108,NBA_2019
10/02/2019,GS,MIA,120,118,NBA_2019
08/02/2019,PHX,GS,107,117,NBA_2019
06/02/2019,GS,SA,141,102,NBA_2019
02/02/2019,GS,LAL,115,101,NBA_2019
31/01/2019,GS,PHI,104,113,NBA_2019
28/01/2019,IND,GS,100,132,NBA_2019
26/01/2019,BOS,GS,111,115,NBA_2019
24/01/2019,WSH,GS,118,126,NBA_2019
21/01/2019,LAL,GS,111,130,NBA_2019
18/01/2019,LAC,GS,94,112,NBA_2019
16/01/2019,GS,NO,147,140,NBA_2019
15/01/2019,DEN,GS,111,142,NBA_2019
13/01/2019,DAL,GS,114,119,NBA_2019
11/01/2019,GS,CHI,146,109,NBA_2019
08/01/2019,GS,NY,122,95,NBA_2019
05/01/2019,SAC,GS,123,127,NBA_2019
03/01/2019,GS,HOU,134,135,NBA_2019
31/12/2018,PHX,GS,109,132,NBA_2019
29/12/2018,POR,GS,105,115,NBA_2019
27/12/2018,GS,POR,109,110,NBA_2019
25/12/2018,GS,LAL,101,127,NBA_2019
23/12/2018,GS,LAC,129,127,NBA_2019
22/12/2018,GS,DAL,120,116,NBA_2019
19/12/2018,UTAH,GS,108,103,NBA_2019
17/12/2018,GS,MEM,110,93,NBA_2019
14/12/2018,SAC,GS,125,130,NBA_2019
12/12/2018,GS,TOR,93,113,NBA_2019
10/12/2018,GS,MIN,116,108,NBA_2019
07/12/2018,MIL,GS,95,105,NBA_2019
05/12/2018,CLE,GS,105,129,NBA_2019
03/12/2018,ATL,GS,111,128,NBA_2019
01/12/2018,DET,GS,111,102,NBA_2019
29/11/2018,TOR,GS,131,128,NBA_2019
26/11/2018,GS,ORL,116,110,NBA_2019
24/11/2018,GS,SAC,117,116,NBA_2019
23/11/2018,GS,POR,125,97,NBA_2019
21/11/2018,GS,OKC,95,123,NBA_2019
18/11/2018,SA,GS,104,92,NBA_2019
17/11/2018,DAL,GS,112,109,NBA_2019
15/11/2018,HOU,GS,107,86,NBA_2019
13/11/2018,GS,ATL,110,103,NBA_2019
12/11/2018,LAC,GS,121,116,NBA_2019
10/11/2018,GS,BKN,116,100,NBA_2019
08/11/2018,GS,MIL,111,134,NBA_2019
05/11/2018,GS,MEM,117,101,NBA_2019
02/11/2018,GS,MIN,116,99,NBA_2019
31/10/2018,GS,NO,131,121,NBA_2019
29/10/2018,CHI,GS,124,149,NBA_2019
28/10/2018,BKN,GS,114,120,NBA_2019
26/10/2018,NY,GS,100,128,NBA_2019
24/10/2018,GS,WSH,144,122,NBA_2019
22/10/2018,GS,PHX,123,103,NBA_2019
21/10/2018,DEN,GS,100,98,NBA_2019
19/10/2018,UTAH,GS,123,124,NBA_2019
16/10/2018,GS,OKC,108,100,NBA_2019
08/06/2018,CLE,GS,85,108,NBA_2018
06/06/2018,CLE,GS,102,110,NBA_2018
03/06/2018,GS,CLE,122,103,NBA_2018
31/05/2018,GS,CLE,124,114,NBA_2018
28/05/2018,HOU,GS,92,101,NBA_2018
26/05/2018,GS,HOU,115,86,NBA_2018
24/05/2018,HOU,GS,98,94,NBA_2018
22/05/2018,GS,HOU,92,95,NBA_2018
20/05/2018,GS,HOU,126,85,NBA_2018
16/05/2018,HOU,GS,127,105,NBA_2018
14/05/2018,HOU,GS,106,119,NBA_2018
08/05/2018,GS,NO,113,104,NBA_2018
06/05/2018,NO,GS,92,118,NBA_2018
04/05/2018,NO,GS,119,100,NBA_2018
01/05/2018,GS,NO,121,116,NBA_2018
28/04/2018,GS,NO,123,101,NBA_2018
24/04/2018,GS,SA,99,91,NBA_2018
22/04/2018,SA,GS,103,90,NBA_2018
19/04/2018,SA,GS,97,110,NBA_2018
16/04/2018,GS,SA,116,101,NBA_2018
14/04/2018,GS,SA,113,92,NBA_2018
10/04/2018,UTAH,GS,119,79,NBA_2018
08/04/2018,PHX,GS,100,117,NBA_2018
07/04/2018,GS,NO,120,126,NBA_2018
05/04/2018,IND,GS,126,106,NBA_2018
03/04/2018,OKC,GS,107,111,NBA_2018
01/04/2018,GS,PHX,117,107,NBA_2018
31/03/2018,SAC,GS,96,112,NBA_2018
29/03/2018,GS,MIL,107,116,NBA_2018
27/03/2018,GS,IND,81,92,NBA_2018
25/03/2018,GS,UTAH,91,110,NBA_2018
23/03/2018,GS,ATL,106,94,NBA_2018
19/03/2018,SA,GS,89,75,NBA_2018
17/03/2018,PHX,GS,109,124,NBA_2018
16/03/2018,GS,SAC,93,98,NBA_2018
14/03/2018,GS,LAL,117,106,NBA_2018
11/03/2018,MIN,GS,109,103,NBA_2018
09/03/2018,POR,GS,125,108,NBA_2018
08/03/2018,GS,SA,110,107,NBA_2018
06/03/2018,GS,BKN,114,101,NBA_2018
12/01/2018,MIL,GS,94,108,NBA_2018
10/01/2018,GS,LAC,106,125,NBA_2018
08/01/2018,GS,DEN,124,114,NBA_2018
06/01/2018,LAC,GS,105,121,NBA_2018
04/01/2018,HOU,GS,114,124,NBA_2018
03/01/2018,DAL,GS,122,125,NBA_2018
30/12/2017,GS,MEM,141,128,NBA_2018
29/12/2017,GS,CHA,100,111,NBA_2018
27/12/2017,GS,UTAH,126,101,NBA_2018
25/12/2017,GS,CLE,99,92,NBA_2018
23/12/2017,GS,DEN,81,96,NBA_2018
22/12/2017,GS,LAL,113,106,NBA_2018
20/12/2017,GS,MEM,97,84,NBA_2018
18/12/2017,LAL,GS,114,116,NBA_2018
14/12/2017,GS,DAL,112,97,NBA_2018
11/12/2017,GS,POR,111,104,NBA_2018
08/12/2017,DET,GS,98,102,NBA_2018
06/12/2017,CHA,GS,87,101,NBA_2018
04/12/2017,NO,GS,115,125,NBA_2018
03/12/2017,MIA,GS,95,123,NBA_2018
01/12/2017,ORL,GS,112,133,NBA_2018
29/11/2017,LAL,GS,123,127,NBA_2018
27/11/2017,GS,SAC,106,110,NBA_2018
25/11/2017,GS,NO,110,95,NBA_2018
24/11/2017,GS,CHI,143,94,NBA_2018
22/11/2017,OKC,GS,108,91,NBA_2018
19/11/2017,BKN,GS,111,118,NBA_2018
18/11/2017,PHI,GS,116,124,NBA_2018
16/11/2017,BOS,GS,92,88,NBA_2018
13/11/2017,GS,ORL,110,100,NBA_2018
11/11/2017,GS,PHI,135,114,NBA_2018
08/11/2017,GS,MIN,125,101,NBA_2018
06/11/2017,GS,MIA,97,80,NBA_2018
04/11/2017,DEN,GS,108,127,NBA_2018
02/11/2017,SA,GS,92,112,NBA_2018
30/10/2017,LAC,GS,113,141,NBA_2018
29/10/2017,GS,DET,107,115,NBA_2018
27/10/2017,GS,WSH,120,117,NBA_2018
25/10/2017,GS,TOR,117,112,NBA_2018
23/10/2017,DAL,GS,103,133,NBA_2018
21/10/2017,MEM,GS,111,101,NBA_2018
20/10/2017,NO,GS,120,128,NBA_2018
17/10/2017,GS,HOU,121,122,NBA_2018
12/06/2017,GS,CLE,129,120,NBA_2017
09/06/2017,CLE,GS,137,116,NBA_2017
07/06/2017,CLE,GS,113,118,NBA_2017
04/06/2017,GS,CLE,132,113,NBA_2017
01/06/2017,GS,CLE,113,91,NBA_2017
22/05/2017,SA,GS,115,129,NBA_2017
20/05/2017,SA,GS,108,120,NBA_2017
16/05/2017,GS,SA,136,100,NBA_2017
14/05/2017,GS,SA,113,111,NBA_2017
08/05/2017,UTAH,GS,95,121,NBA_2017
06/05/2017,UTAH,GS,91,102,NBA_2017
04/05/2017,GS,UTAH,115,104,NBA_2017
02/05/2017,GS,UTAH,106,94,NBA_2017
24/04/2017,POR,GS,103,128,NBA_2017
22/04/2017,POR,GS,113,119,NBA_2017
19/04/2017,GS,POR,110,81,NBA_2017
16/04/2017,GS,POR,121,109,NBA_2017
12/04/2017,GS,LAL,109,94,NBA_2017
10/04/2017,GS,UTAH,99,105,NBA_2017
08/04/2017,GS,NO,123,101,NBA_2017
05/04/2017,PHX,GS,111,120,NBA_2017
04/04/2017,GS,MIN,121,107,NBA_2017
02/04/2017,GS,WSH,139,115,NBA_2017
31/03/2017,GS,HOU,107,98,NBA_2017
29/03/2017,SA,GS,98,110,NBA_2017
28/03/2017,HOU,GS,106,113,NBA_2017
26/03/2017,GS,MEM,106,94,NBA_2017
24/03/2017,GS,SAC,114,100,NBA_2017
21/03/2017,DAL,GS,87,112,NBA_2017
20/03/2017,OKC,GS,95,111,NBA_2017
18/03/2017,GS,MIL,117,92,NBA_2017
16/03/2017,GS,ORL,122,92,NBA_2017
14/03/2017,GS,PHI,106,104,NBA_2017
11/03/2017,SA,GS,107,85,NBA_2017
10/03/2017,MIN,GS,103,102,NBA_2017
08/03/2017,GS,BOS,86,99,NBA_2017
06/03/2017,ATL,GS,111,119,NBA_2017
05/03/2017,NY,GS,105,112,NBA_2017
02/03/2017,CHI,GS,94,87,NBA_2017
28/02/2017,WSH,GS,112,108,NBA_2017
27/02/2017,PHI,GS,108,119,NBA_2017
25/02/2017,GS,BKN,112,95,NBA_2017
23/02/2017,GS,LAC,123,113,NBA_2017
15/02/2017,GS,SAC,109,86,NBA_2017
13/02/2017,DEN,GS,132,110,NBA_2017
11/02/2017,OKC,GS,114,130,NBA_2017
10/02/2017,MEM,GS,107,122,NBA_2017
08/02/2017,GS,CHI,123,92,NBA_2017
04/02/2017,SAC,GS,109,106,NBA_2017
02/02/2017,LAC,GS,120,133,NBA_2017
01/02/2017,GS,CHA,126,111,NBA_2017
29/01/2017,POR,GS,111,113,NBA_2017
28/01/2017,GS,LAC,144,98,NBA_2017
25/01/2017,CHA,GS,103,113,NBA_2017
23/01/2017,MIA,GS,105,102,NBA_2017
22/01/2017,ORL,GS,98,118,NBA_2017
20/01/2017,HOU,GS,108,125,NBA_2017
18/01/2017,GS,OKC,121,100,NBA_2017
16/01/2017,GS,CLE,126,91,NBA_2017
12/01/2017,GS,DET,127,107,NBA_2017
10/01/2017,GS,MIA,107,95,NBA_2017
08/01/2017,SAC,GS,106,117,NBA_2017
06/01/2017,GS,MEM,119,128,NBA_2017
04/01/2017,GS,POR,125,117,NBA_2017
02/01/2017,GS,DEN,127,119,NBA_2017
30/12/2016,GS,DAL,108,99,NBA_2017
28/12/2016,GS,TOR,121,111,NBA_2017
25/12/2016,CLE,GS,109,108,NBA_2017
23/12/2016,DET,GS,113,119,NBA_2017
22/12/2016,BKN,GS,101,117,NBA_2017
20/12/2016,GS,UTAH,104,74,NBA_2017
17/12/2016,GS,POR,135,90,NBA_2017
15/12/2016,GS,NY,103,90,NBA_2017
13/12/2016,NO,GS,109,113,NBA_2017
11/12/2016,MIN,GS,108,116,NBA_2017
10/12/2016,MEM,GS,110,89,NBA_2017
08/12/2016,UTAH,GS,99,106,NBA_2017
07/12/2016,LAC,GS,98,115,NBA_2017
05/12/2016,GS,IND,142,106,NBA_2017
03/12/2016,GS,PHX,138,109,NBA_2017
01/12/2016,GS,HOU,127,132,NBA_2017
28/11/2016,GS,ATL,105,100,NBA_2017
26/11/2016,GS,MIN,115,102,NBA_2017
25/11/2016,LAL,GS,85,109,NBA_2017
23/11/2016,GS,LAL,149,106,NBA_2017
21/11/2016,IND,GS,83,120,NBA_2017
19/11/2016,MIL,GS,121,124,NBA_2017
18/11/2016,BOS,GS,88,104,NBA_2017
16/11/2016,TOR,GS,121,127,NBA_2017
13/11/2016,GS,PHX,133,120,NBA_2017
10/11/2016,DEN,GS,101,125,NBA_2017
09/11/2016,GS,DAL,116,95,NBA_2017
07/11/2016,GS,NO,116,106,NBA_2017
04/11/2016,LAL,GS,117,97,NBA_2017
03/11/2016,GS,OKC,122,96,NBA_2017
01/11/2016,POR,GS,104,127,NBA_2017
30/10/2016,PHX,GS,100,106,NBA_2017
28/10/2016,NO,GS,114,122,NBA_2017
25/10/2016,GS,SA,100,129,NBA_2017
19/06/2016,GS,CLE,89,93,NBA_2016
16/06/2016,CLE,GS,115,101,NBA_2016
13/06/2016,GS,CLE,97,112,NBA_2016
10/06/2016,CLE,GS,97,108,NBA_2016
08/06/2016,CLE,GS,120,90,NBA_2016
05/06/2016,GS,CLE,110,77,NBA_2016
02/06/2016,GS,CLE,104,89,NBA_2016
30/05/2016,GS,OKC,96,88,NBA_2016
28/05/2016,OKC,GS,101,108,NBA_2016
26/05/2016,GS,OKC,120,111,NBA_2016
24/05/2016,OKC,GS,118,94,NBA_2016
22/05/2016,OKC,GS,133,105,NBA_2016
18/05/2016,GS,OKC,118,91,NBA_2016
16/05/2016,GS,OKC,102,108,NBA_2016
11/05/2016,GS,POR,125,121,NBA_2016
09/05/2016,POR,GS,125,132,NBA_2016
07/05/2016,POR,GS,120,108,NBA_2016
03/05/2016,GS,POR,110,99,NBA_2016
01/05/2016,GS,POR,118,106,NBA_2016
27/04/2016,GS,HOU,114,81,NBA_2016
24/04/2016,HOU,GS,94,121,NBA_2016
21/04/2016,HOU,GS,97,96,NBA_2016
18/04/2016,GS,HOU,115,106,NBA_2016
16/04/2016,GS,HOU,104,78,NBA_2016
13/04/2016,GS,MEM,125,104,NBA_2016
10/04/2016,SA,GS,86,92,NBA_2016
09/04/2016,MEM,GS,99,100,NBA_2016
07/04/2016,GS,SA,112,101,NBA_2016
05/04/2016,GS,MIN,117,124,NBA_2016
03/04/2016,GS,POR,136,111,NBA_2016
01/04/2016,GS,BOS,106,109,NBA_2016
30/03/2016,UTAH,GS,96,103,NBA_2016
29/03/2016,GS,WSH,102,94,NBA_2016
27/03/2016,GS,PHI,117,105,NBA_2016
25/03/2016,GS,DAL,128,120,NBA_2016
23/03/2016,GS,LAC,114,98,NBA_2016
21/03/2016,MIN,GS,104,109,NBA_2016
19/03/2016,SA,GS,87,79,NBA_2016
18/03/2016,DAL,GS,112,130,NBA_2016
16/03/2016,GS,NY,121,85,NBA_2016
14/03/2016,GS,NO,125,107,NBA_2016
12/03/2016,GS,PHX,123,116,NBA_2016
11/03/2016,GS,POR,128,112,NBA_2016
09/03/2016,GS,UTAH,115,94,NBA_2016
07/03/2016,GS,ORL,119,113,NBA_2016
06/03/2016,LAL,GS,112,95,NBA_2016
03/03/2016,GS,OKC,121,106,NBA_2016
01/03/2016,GS,ATL,109,105,NBA_2016
27/02/2016,OKC,GS,118,121,NBA_2016
25/02/2016,ORL,GS,114,130,NBA_2016
24/02/2016,MIA,GS,112,118,NBA_2016
22/02/2016,ATL,GS,92,102,NBA_2016
20/02/2016,LAC,GS,112,115,NBA_2016
19/02/2016,POR,GS,137,105,NBA_2016
10/02/2016,PHX,GS,104,112,NBA_2016
09/02/2016,GS,HOU,123,110,NBA_2016
06/02/2016,GS,OKC,116,108,NBA_2016
03/02/2016,WSH,GS,121,134,NBA_2016
31/01/2016,NY,GS,95,116,NBA_2016
30/01/2016,PHI,GS,105,108,NBA_2016
27/01/2016,GS,DAL,127,107,NBA_2016
25/01/2016,GS,SA,120,90,NBA_2016
22/01/2016,GS,IND,122,110,NBA_2016
20/01/2016,CHI,GS,94,125,NBA_2016
18/01/2016,CLE,GS,98,132,NBA_2016
16/01/2016,DET,GS,113,95,NBA_2016
14/01/2016,GS,LAL,116,98,NBA_2016
13/01/2016,DEN,GS,112,110,NBA_2016
11/01/2016,GS,MIA,111,103,NBA_2016
09/01/2016,SAC,GS,116,128,NBA_2016
08/01/2016,POR,GS,108,128,NBA_2016
05/01/2016,LAL,GS,88,109,NBA_2016
04/01/2016,GS,CHA,111,101,NBA_2016
02/01/2016,GS,DEN,111,108,NBA_2016
31/12/2015,HOU,GS,110,114,NBA_2016
30/12/2015,DAL,GS,114,91,NBA_2016
28/12/2015,GS,SAC,122,103,NBA_2016
25/12/2015,GS,CLE,89,83,NBA_2016
23/12/2015,GS,UTAH,103,85,NBA_2016
18/12/2015,GS,MIL,121,112,NBA_2016
16/12/2015,GS,PHX,128,103,NBA_2016
12/12/2015,MIL,GS,108,95,NBA_2016
11/12/2015,BOS,GS,119,124,NBA_2016
08/12/2015,IND,GS,123,131,NBA_2016
06/12/2015,BKN,GS,98,114,NBA_2016
05/12/2015,TOR,GS,109,112,NBA_2016
02/12/2015,CHA,GS,99,116,NBA_2016
30/11/2015,UTAH,GS,103,106,NBA_2016
28/11/2015,GS,SAC,120,101,NBA_2016
27/11/2015,PHX,GS,116,135,NBA_2016
24/11/2015,GS,LAL,111,77,NBA_2016
22/11/2015,DEN,GS,105,118,NBA_2016
20/11/2015,GS,CHI,106,94,NBA_2016
19/11/2015,LAC,GS,117,124,NBA_2016
17/11/2015,GS,TOR,115,110,NBA_2016
14/11/2015,GS,BKN,107,99,NBA_2016
12/11/2015,MIN,GS,116,129,NBA_2016
11/11/2015,MEM,GS,84,100,NBA_2016
09/11/2015,GS,DET,109,95,NBA_2016
07/11/2015,SAC,GS,94,103,NBA_2016
06/11/2015,GS,DEN,119,104,NBA_2016
04/11/2015,GS,LAC,112,108,NBA_2016
02/11/2015,GS,MEM,119,69,NBA_2016
31/10/2015,NO,GS,120,134,NBA_2016
30/10/2015,HOU,GS,92,112,NBA_2016
27/10/2015,GS,NO,111,95,NBA_2016
16/06/2015,CLE,GS,97,105,NBA_2015
14/06/2015,GS,CLE,104,91,NBA_2015
11/06/2015,CLE,GS,82,103,NBA_2015
09/06/2015,CLE,GS,96,91,NBA_2015
07/06/2015,GS,CLE,93,95,NBA_2015
04/06/2015,GS,CLE,108,100,NBA_2015
27/05/2015,GS,HOU,104,90,NBA_2015
25/05/2015,HOU,GS,128,115,NBA_2015
23/05/2015,HOU,GS,80,115,NBA_2015
21/05/2015,GS,HOU,99,98,NBA_2015
19/05/2015,GS,HOU,110,106,NBA_2015
15/05/2015,MEM,GS,95,108,NBA_2015
13/05/2015,GS,MEM,98,78,NBA_2015
11/05/2015,MEM,GS,84,101,NBA_2015
09/05/2015,MEM,GS,99,89,NBA_2015
05/05/2015,GS,MEM,90,97,NBA_2015
03/05/2015,GS,MEM,101,86,NBA_2015
25/04/2015,NO,GS,98,109,NBA_2015
23/04/2015,NO,GS,119,123,NBA_2015
20/04/2015,GS,NO,97,87,NBA_2015
18/04/2015,GS,NO,106,99,NBA_2015
15/04/2015,GS,DEN,133,126,NBA_2015
13/04/2015,GS,MEM,111,107,NBA_2015
11/04/2015,GS,MIN,110,101,NBA_2015
09/04/2015,GS,POR,116,105,NBA_2015
07/04/2015,NO,GS,103,100,NBA_2015
05/04/2015,SA,GS,107,92,NBA_2015
04/04/2015,DAL,GS,110,123,NBA_2015
02/04/2015,GS,PHX,107,106,NBA_2015
31/03/2015,LAC,GS,106,110,NBA_2015
28/03/2015,MIL,GS,95,108,NBA_2015
27/03/2015,MEM,GS,84,107,NBA_2015
24/03/2015,POR,GS,108,122,NBA_2015
23/03/2015,GS,WSH,107,76,NBA_2015
21/03/2015,GS,UTAH,106,91,NBA_2015
20/03/2015,GS,NO,112,96,NBA_2015
18/03/2015,GS,ATL,114,95,NBA_2015
16/03/2015,GS,LAL,108,105,NBA_2015
14/03/2015,GS,NY,125,94,NBA_2015
13/03/2015,DEN,GS,114,103,NBA_2015
11/03/2015,GS,DET,105,98,NBA_2015
09/03/2015,PHX,GS,80,98,NBA_2015
08/03/2015,GS,LAC,106,98,NBA_2015
06/03/2015,GS,DAL,104,89,NBA_2015
04/03/2015,GS,MIL,102,93,NBA_2015
02/03/2015,BKN,GS,110,108,NBA_2015
01/03/2015,BOS,GS,101,106,NBA_2015
27/02/2015,TOR,GS,89,113,NBA_2015
26/02/2015,CLE,GS,110,99,NBA_2015
24/02/2015,WSH,GS,107,114,NBA_2015
22/02/2015,IND,GS,104,98,NBA_2015
20/02/2015,GS,SA,110,99,NBA_2015
11/02/2015,MIN,GS,91,94,NBA_2015
09/02/2015,PHI,GS,84,89,NBA_2015
07/02/2015,NY,GS,92,106,NBA_2015
06/02/2015,ATL,GS,124,116,NBA_2015
04/02/2015,GS,DAL,128,114,NBA_2015
03/02/2015,SAC,GS,96,121,NBA_2015
31/01/2015,GS,PHX,106,87,NBA_2015
30/01/2015,UTAH,GS,110,100,NBA_2015
27/01/2015,GS,CHI,111,113,NBA_2015
25/01/2015,GS,BOS,114,111,NBA_2015
23/01/2015,GS,SAC,126,101,NBA_2015
21/01/2015,GS,HOU,126,113,NBA_2015
19/01/2015,GS,DEN,122,79,NBA_2015
17/01/2015,HOU,GS,106,131,NBA_2015
16/01/2015,OKC,GS,127,115,NBA_2015
14/01/2015,GS,MIA,104,89,NBA_2015
13/01/2015,UTAH,GS,105,116,NBA_2015
09/01/2015,GS,CLE,112,94,NBA_2015
07/01/2015,GS,IND,117,102,NBA_2015
05/01/2015,GS,OKC,117,91,NBA_2015
02/01/2015,GS,TOR,126,105,NBA_2015
30/12/2014,GS,PHI,126,86,NBA_2015
27/12/2014,GS,MIN,110,97,NBA_2015
25/12/2014,LAC,GS,100,86,NBA_2015
23/12/2014,LAL,GS,115,105,NBA_2015
22/12/2014,GS,SAC,128,108,NBA_2015
18/12/2014,GS,OKC,114,109,NBA_2015
16/12/2014,MEM,GS,105,98,NBA_2015
14/12/2014,NO,GS,122,128,NBA_2015
13/12/2014,DAL,GS,98,105,NBA_2015
10/12/2014,GS,HOU,105,93,NBA_2015
08/12/2014,MIN,GS,86,102,NBA_2015
06/12/2014,CHI,GS,102,112,NBA_2015
04/12/2014,GS,NO,112,85,NBA_2015
02/12/2014,GS,ORL,98,97,NBA_2015
30/11/2014,DET,GS,93,104,NBA_2015
28/11/2014,CHA,GS,101,106,NBA_2015
26/11/2014,ORL,GS,96,111,NBA_2015
25/11/2014,MIA,GS,97,114,NBA_2015
23/11/2014,OKC,GS,86,91,NBA_2015
21/11/2014,GS,UTAH,101,88,NBA_2015
16/11/2014,LAL,GS,115,136,NBA_2015
15/11/2014,GS,CHA,112,87,NBA_2015
13/11/2014,GS,BKN,107,99,NBA_2015
11/11/2014,GS,SA,100,113,NBA_2015
09/11/2014,PHX,GS,107,95,NBA_2015
08/11/2014,HOU,GS,87,98,NBA_2015
05/11/2014,GS,LAC,121,104,NBA_2015
02/11/2014,POR,GS,90,95,NBA_2015
01/11/2014,GS,LAL,127,104,NBA_2015
29/10/2014,SAC,GS,77,95,NBA_2015
03/05/2014,LAC,GS,126,121,NBA_2014
01/05/2014,GS,LAC,100,99,NBA_2014
29/04/2014,LAC,GS,113,103,NBA_2014
27/04/2014,GS,LAC,118,97,NBA_2014
24/04/2014,GS,LAC,96,98,NBA_2014
21/04/2014,LAC,GS,138,98,NBA_2014
19/04/2014,LAC,GS,105,109,NBA_2014
16/04/2014,DEN,GS,112,116,NBA_2014
14/04/2014,GS,MIN,130,120,NBA_2014
13/04/2014,POR,GS,119,117,NBA_2014
11/04/2014,LAL,GS,95,112,NBA_2014
10/04/2014,GS,DEN,99,100,NBA_2014
06/04/2014,GS,UTAH,130,102,NBA_2014
04/04/2014,GS,SAC,102,69,NBA_2014
02/04/2014,SA,GS,111,90,NBA_2014
01/04/2014,DAL,GS,120,122,NBA_2014
30/03/2014,GS,NY,84,89,NBA_2014
28/03/2014,GS,MEM,100,93,NBA_2014
22/03/2014,GS,SA,90,99,NBA_2014
20/03/2014,GS,MIL,115,110,NBA_2014
18/03/2014,GS,ORL,103,89,NBA_2014
16/03/2014,POR,GS,112,113,NBA_2014
14/03/2014,GS,CLE,94,103,NBA_2014
12/03/2014,LAC,GS,111,98,NBA_2014
