Date,HomeTeam,AwayTeam,FTHG,FTAG
20/01/2024,CGY,EDM,1,3
18/01/2024,CGY,TOR,3,4
16/01/2024,CGY,ARI,3,2
13/01/2024,VGK,CGY,1,3
11/01/2024,ARI,CGY,2,6
09/01/2024,CGY,OTT,6,3
06/01/2024,PHI,CGY,3,2
04/01/2024,NSH,CGY,3,6
02/01/2024,MIN,CGY,1,3
31/12/2023,CGY,PHI,4,3
27/12/2023,CGY,SEA,1,2
18/12/2023,CGY,FLA,3,1
16/12/2023,CGY,TB,4,2
14/12/2023,MIN,CGY,3,2
12/12/2023,VGK,CGY,5,4
11/12/2023,COL,CGY,6,5
09/12/2023,CGY,NJ,2,4
05/12/2023,CGY,MIN,2,5
02/12/2023,CGY,VAN,3,4
30/11/2023,CGY,DAL,4,3
27/11/2023,CGY,VGK,2,1
25/11/2023,COL,CGY,3,1
24/11/2023,DAL,CGY,4,7
22/11/2023,NSH,CGY,4,2
20/11/2023,SEA,CGY,3,4
18/11/2023,CGY,NYI,4,5
16/11/2023,CGY,VAN,5,2
14/11/2023,MTL,CGY,1,2
11/11/2023,OTT,CGY,4,1
10/11/2023,TOR,CGY,5,4
07/11/2023,CGY,NSH,4,2
04/11/2023,SEA,CGY,3,6
01/11/2023,CGY,DAL,3,4
29/10/2023,EDM,CGY,5,2
24/10/2023,CGY,NYR,1,3
22/10/2023,DET,CGY,6,2
20/10/2023,CBJ,CGY,3,1
19/10/2023,BUF,CGY,3,4
16/10/2023,WSH,CGY,3,2
11/10/2023,CGY,WPG,5,3
10/04/2023,CGY,NSH,2,3
08/04/2023,VAN,CGY,3,2
05/04/2023,WPG,CGY,1,3
31/03/2023,VAN,CGY,4,5
23/03/2023,CGY,VGK,2,3
18/03/2023,CGY,DAL,5,6
16/03/2023,VGK,CGY,2,7
14/03/2023,ARI,CGY,4,3
12/03/2023,CGY,OTT,5,1
07/03/2023,MIN,CGY,0,1
06/03/2023,DAL,CGY,4,5
04/03/2023,CGY,MIN,0,3
02/03/2023,CGY,TOR,1,2
28/02/2023,CGY,BOS,3,4
25/02/2023,COL,CGY,4,1
23/02/2023,VGK,CGY,4,3
22/02/2023,ARI,CGY,3,6
20/02/2023,CGY,PHI,3,4
18/02/2023,CGY,NYR,3,2
16/02/2023,CGY,DET,2,5
13/02/2023,OTT,CGY,4,3
11/02/2023,BUF,CGY,2,7
09/02/2023,DET,CGY,2,1
06/02/2023,NYR,CGY,5,4
27/01/2023,SEA,CGY,2,5
23/01/2023,CGY,CBJ,4,3
21/01/2023,CGY,TB,6,3
18/01/2023,CGY,COL,1,4
16/01/2023,NSH,CGY,2,1
14/01/2023,DAL,CGY,5,6
06/01/2023,CGY,NYI,4,1
03/01/2023,WPG,CGY,3,2
31/12/2022,CGY,VAN,3,2
28/12/2022,SEA,CGY,2,3
27/12/2022,CGY,EDM,1,2
14/12/2022,CGY,VAN,3,4
12/12/2022,MTL,CGY,2,1
10/12/2022,TOR,CGY,5,4
09/12/2022,CBJ,CGY,3,1
07/12/2022,CGY,MIN,5,3
05/12/2022,CGY,ARI,3,2
03/12/2022,CGY,WSH,5,2
01/12/2022,CGY,MTL,1,2
29/11/2022,CGY,FLA,6,2
25/11/2022,WSH,CGY,3,0
21/11/2022,PHI,CGY,2,5
19/11/2022,FLA,CGY,4,5
17/11/2022,TB,CGY,4,1
12/11/2022,CGY,WPG,3,2
10/11/2022,BOS,CGY,3,1
08/11/2022,NJ,CGY,3,2
07/11/2022,NYI,CGY,4,3
05/11/2022,CGY,NJ,3,4
03/11/2022,CGY,NSH,1,4
01/11/2022,CGY,SEA,4,5
29/10/2022,CGY,EDM,2,3
20/10/2022,CGY,BUF,3,6
18/10/2022,CGY,VGK,3,2
15/10/2022,EDM,CGY,3,4
13/10/2022,CGY,COL,5,3
26/05/2022,CGY,EDM,4,5
24/05/2022,EDM,CGY,5,3
22/05/2022,EDM,CGY,4,1
20/05/2022,CGY,EDM,3,5
18/05/2022,CGY,EDM,9,6
15/05/2022,CGY,DAL,3,2
13/05/2022,DAL,CGY,4,2
11/05/2022,CGY,DAL,3,1
09/05/2022,DAL,CGY,1,4
07/05/2022,DAL,CGY,4,2
05/05/2022,CGY,DAL,0,2
03/05/2022,CGY,DAL,1,0
29/04/2022,WPG,CGY,3,1
28/04/2022,MIN,CGY,3,2
26/04/2022,NSH,CGY,4,5
23/04/2022,CGY,VAN,6,3
21/04/2022,CGY,DAL,4,2
19/04/2022,NSH,CGY,3,2
16/04/2022,CGY,ARI,9,1
14/04/2022,CGY,VGK,1,6
12/04/2022,CGY,SEA,5,3
09/04/2022,SEA,CGY,1,4
29/03/2022,CGY,COL,1,2
26/03/2022,CGY,EDM,9,5
25/03/2022,CGY,ARI,4,2
19/03/2022,VAN,CGY,2,5
18/03/2022,CGY,BUF,0,1
16/03/2022,CGY,NJ,6,3
13/03/2022,COL,CGY,3,0
12/03/2022,CGY,DET,3,0
10/03/2022,CGY,TB,4,1
08/03/2022,CGY,WSH,4,5
07/03/2022,CGY,EDM,3,1
05/03/2022,COL,CGY,3,4
03/03/2022,CGY,MTL,4,5
01/03/2022,MIN,CGY,1,5
26/02/2022,CGY,MIN,7,3
24/02/2022,VAN,CGY,7,1
21/02/2022,CGY,WPG,3,1
19/02/2022,CGY,SEA,2,1
15/02/2022,CGY,CBJ,6,2
12/02/2022,CGY,NYI,5,2
10/02/2022,CGY,TOR,5,2
09/02/2022,CGY,VGK,6,0
02/02/2022,ARI,CGY,2,4
01/02/2022,DAL,CGY,3,4
29/01/2022,CGY,VAN,1,0
26/01/2022,CBJ,CGY,0,6
22/01/2022,EDM,CGY,5,3
18/01/2022,CGY,FLA,5,1
13/01/2022,CGY,OTT,1,4
06/01/2022,TB,CGY,4,1
04/01/2022,FLA,CGY,6,2
30/12/2021,SEA,CGY,4,6
11/12/2021,CGY,BOS,2,4
05/12/2021,VGK,CGY,3,2
27/11/2021,CGY,WPG,2,4
21/11/2021,BOS,CGY,0,4
20/11/2021,NYI,CGY,2,5
18/11/2021,BUF,CGY,0,5
16/11/2021,PHI,CGY,2,1
14/11/2021,OTT,CGY,0,4
12/11/2021,TOR,CGY,2,1
11/11/2021,MTL,CGY,4,2
06/11/2021,CGY,NYR,6,0
04/11/2021,CGY,DAL,3,4
02/11/2021,CGY,NSH,2,3
30/10/2021,CGY,PHI,4,0
26/10/2021,NJ,CGY,3,5
25/10/2021,NYR,CGY,1,5
23/10/2021,WSH,CGY,3,4
21/10/2021,DET,CGY,0,3
16/10/2021,EDM,CGY,5,2
19/05/2021,CGY,VAN,6,2
18/05/2021,VAN,CGY,4,2
16/05/2021,VAN,CGY,5,6
13/05/2021,CGY,VAN,4,1
09/05/2021,CGY,OTT,6,1
05/05/2021,CGY,WPG,0,4
01/05/2021,EDM,CGY,4,1
29/04/2021,EDM,CGY,1,3
26/04/2021,CGY,MTL,1,2
24/04/2021,CGY,MTL,5,2
23/04/2021,CGY,MTL,4,2
19/04/2021,CGY,OTT,2,4
16/04/2021,MTL,CGY,2,1
14/04/2021,MTL,CGY,1,4
13/04/2021,TOR,CGY,2,3
10/04/2021,CGY,EDM,5,0
05/04/2021,CGY,TOR,3,5
04/04/2021,CGY,TOR,2,4
02/04/2021,EDM,CGY,3,2
29/03/2021,CGY,WPG,1,5
27/03/2021,CGY,WPG,4,2
26/03/2021,CGY,WPG,2,3
24/03/2021,OTT,CGY,3,1
22/03/2021,OTT,CGY,2,1
20/03/2021,TOR,CGY,2,0
19/03/2021,TOR,CGY,3,4
17/03/2021,CGY,EDM,3,7
15/03/2021,CGY,EDM,4,3
13/03/2021,CGY,MTL,3,1
11/03/2021,CGY,MTL,2,1
07/03/2021,CGY,OTT,3,4
06/03/2021,EDM,CGY,3,2
04/03/2021,CGY,OTT,7,3
01/03/2021,OTT,CGY,5,1
27/02/2021,OTT,CGY,3,6
25/02/2021,OTT,CGY,6,1
24/02/2021,TOR,CGY,2,1
22/02/2021,TOR,CGY,0,3
20/02/2021,EDM,CGY,7,1
19/02/2021,CGY,EDM,1,2
17/02/2021,CGY,VAN,1,5
15/02/2021,VAN,CGY,3,4
13/02/2021,VAN,CGY,3,1
11/02/2021,VAN,CGY,1,3
09/02/2021,CGY,WPG,3,2
06/02/2021,CGY,EDM,6,4
04/02/2021,WPG,CGY,4,1
02/02/2021,WPG,CGY,3,2
01/02/2021,WPG,CGY,3,4
30/01/2021,MTL,CGY,0,2
28/01/2021,MTL,CGY,4,2
26/01/2021,CGY,TOR,3,4
24/01/2021,CGY,TOR,2,3
18/01/2021,CGY,VAN,5,2
16/01/2021,CGY,VAN,3,0
14/01/2021,WPG,CGY,4,3
20/08/2020,CGY,DAL,3,7
18/08/2020,DAL,CGY,2,1
16/08/2020,CGY,DAL,4,5
14/08/2020,CGY,DAL,2,0
13/08/2020,DAL,CGY,5,4
11/08/2020,DAL,CGY,2,3
06/08/2020,WPG,CGY,0,4
04/08/2020,WPG,CGY,2,6
03/08/2020,CGY,WPG,2,3
01/08/2020,CGY,WPG,4,1
28/07/2020,CGY,EDM,1,4
08/03/2020,CGY,VGK,3,5
06/03/2020,CGY,ARI,3,2
04/03/2020,CGY,CBJ,3,2
01/03/2020,FLA,CGY,0,3
29/02/2020,TB,CGY,4,3
27/02/2020,NSH,CGY,4,3
25/02/2020,BOS,CGY,2,5
23/02/2020,DET,CGY,2,4
21/02/2020,CGY,BOS,3,4
08/02/2020,VAN,CGY,2,6
06/02/2020,CGY,NSH,2,3
01/02/2020,CGY,EDM,3,8
29/01/2020,EDM,CGY,3,4
18/01/2020,OTT,CGY,5,2
16/01/2020,TOR,CGY,1,2
13/01/2020,MTL,CGY,2,0
11/01/2020,CGY,EDM,4,3
09/01/2020,CGY,MIN,2,1
05/01/2020,MIN,CGY,4,5
02/01/2020,CGY,NYR,4,3
29/12/2019,CGY,VAN,2,5
27/12/2019,EDM,CGY,1,5
23/12/2019,MIN,CGY,3,0
22/12/2019,DAL,CGY,1,5
19/12/2019,CGY,MTL,3,4
12/12/2019,CGY,TOR,4,2
10/12/2019,ARI,CGY,2,5
09/12/2019,COL,CGY,4,5
05/12/2019,CGY,BUF,4,3
30/11/2019,CGY,OTT,3,1
27/11/2019,BUF,CGY,2,3
23/11/2019,PHI,CGY,2,3
19/11/2019,CGY,COL,2,3
17/11/2019,VGK,CGY,6,0
16/11/2019,ARI,CGY,3,0
13/11/2019,CGY,DAL,1,3
07/11/2019,CGY,NJ,5,2
05/11/2019,CGY,ARI,4,3
03/11/2019,WSH,CGY,4,2
02/11/2019,CBJ,CGY,0,3
31/10/2019,NSH,CGY,5,6
26/10/2019,WPG,CGY,2,1
24/10/2019,CGY,FLA,6,5
22/10/2019,CGY,WSH,3,5
17/10/2019,CGY,DET,5,1
15/10/2019,CGY,PHI,3,1
12/10/2019,VGK,CGY,6,2
10/10/2019,DAL,CGY,2,3
05/10/2019,CGY,VAN,3,0
03/10/2019,COL,CGY,5,3
19/04/2019,CGY,COL,1,5
17/04/2019,COL,CGY,3,2
15/04/2019,COL,CGY,6,2
13/04/2019,CGY,COL,2,3
11/04/2019,CGY,COL,4,0
06/04/2019,CGY,EDM,1,3
27/03/2019,CGY,DAL,1,2
23/03/2019,VAN,CGY,1,3
21/03/2019,CGY,OTT,5,1
19/03/2019,CGY,CBJ,4,2
16/03/2019,WPG,CGY,2,1
15/03/2019,CGY,NYR,5,1
12/03/2019,CGY,NJ,9,4
10/03/2019,CGY,VGK,6,3
07/03/2019,ARI,CGY,2,0
06/03/2019,VGK,CGY,2,1
04/03/2019,CGY,TOR,2,6
02/03/2019,CGY,MIN,2,4
27/02/2019,NJ,CGY,1,2
26/02/2019,NYI,CGY,1,3
24/02/2019,OTT,CGY,1,2
20/02/2019,CGY,NYI,4,2
18/02/2019,CGY,ARI,5,2
14/02/2019,FLA,CGY,3,2
12/02/2019,TB,CGY,6,3
09/02/2019,VAN,CGY,4,3
01/02/2019,WSH,CGY,4,3
19/01/2019,EDM,CGY,2,5
18/01/2019,CGY,DET,6,4
16/01/2019,CGY,BUF,3,4
13/01/2019,CGY,ARI,7,1
11/01/2019,CGY,FLA,4,3
09/01/2019,CGY,COL,5,3
05/01/2019,PHI,CGY,2,3
03/01/2019,BOS,CGY,6,4
02/01/2019,DET,CGY,3,5
29/12/2018,CGY,VAN,2,3
27/12/2018,WPG,CGY,1,4
20/12/2018,CGY,TB,4,5
18/12/2018,DAL,CGY,2,0
15/12/2018,MIN,CGY,1,2
12/12/2018,CGY,PHI,6,5
09/12/2018,EDM,CGY,1,0
08/12/2018,CGY,NSH,5,2
06/12/2018,CGY,MIN,2,0
04/12/2018,CBJ,CGY,6,9
28/11/2018,CGY,DAL,3,4
25/11/2018,ARI,CGY,1,6
23/11/2018,VGK,CGY,2,0
21/11/2018,CGY,WPG,6,3
19/11/2018,CGY,VGK,7,2
17/11/2018,CGY,EDM,4,2
15/11/2018,CGY,MTL,2,3
01/11/2018,CGY,COL,6,5
30/10/2018,BUF,CGY,1,2
29/10/2018,TOR,CGY,1,3
27/10/2018,CGY,WSH,3,4
23/10/2018,MTL,CGY,3,2
21/10/2018,NYR,CGY,1,4
19/10/2018,CGY,NSH,3,5
17/10/2018,CGY,BOS,5,2
13/10/2018,COL,CGY,2,3
09/10/2018,NSH,CGY,0,3
06/10/2018,CGY,VAN,7,4
03/10/2018,VAN,CGY,5,2
07/04/2018,CGY,VGK,7,1
05/04/2018,WPG,CGY,2,1
03/04/2018,CGY,ARI,1,4
31/03/2018,CGY,EDM,3,2
29/03/2018,CGY,CBJ,1,5
19/03/2018,ARI,CGY,5,2
18/03/2018,VGK,CGY,4,0
13/03/2018,CGY,EDM,1,0
11/03/2018,CGY,NYI,2,5
09/03/2018,OTT,CGY,1,2
07/03/2018,BUF,CGY,1,5
02/03/2018,CGY,NYR,1,3
28/02/2018,COL,CGY,5,2
27/02/2018,DAL,CGY,2,0
24/02/2018,CGY,COL,5,1
22/02/2018,ARI,CGY,2,5
21/02/2018,VGK,CGY,7,3
19/02/2018,CGY,BOS,1,2
17/02/2018,CGY,FLA,3,6
15/02/2018,NSH,CGY,3,4
13/02/2018,BOS,CGY,5,2
11/02/2018,NYI,CGY,2,3
09/02/2018,NYR,CGY,4,3
08/02/2018,NJ,CGY,2,3
01/02/2018,CGY,TB,4,7
30/01/2018,CGY,VGK,2,4
25/01/2018,EDM,CGY,4,3
22/01/2018,CGY,BUF,1,2
20/01/2018,CGY,WPG,1,2
12/01/2018,FLA,CGY,2,4
11/01/2018,TB,CGY,1,5
09/01/2018,MIN,CGY,2,3
22/12/2017,CGY,MTL,2,3
17/12/2017,VAN,CGY,1,6
16/12/2017,CGY,NSH,0,2
12/12/2017,MIN,CGY,2,1
09/12/2017,CGY,VAN,4,2
07/12/2017,MTL,CGY,2,3
06/12/2017,TOR,CGY,2,1
04/12/2017,CGY,PHI,2,5
02/12/2017,CGY,EDM,5,7
30/11/2017,CGY,ARI,3,0
28/11/2017,CGY,TOR,1,4
25/11/2017,COL,CGY,2,3
24/11/2017,DAL,CGY,6,4
22/11/2017,CBJ,CGY,1,0
20/11/2017,WSH,CGY,1,4
18/11/2017,PHI,CGY,4,5
15/11/2017,DET,CGY,8,2
09/11/2017,CGY,DET,6,3
07/11/2017,CGY,VAN,3,5
05/11/2017,CGY,NJ,5,4
29/10/2017,CGY,WSH,2,1
27/10/2017,CGY,DAL,1,2
24/10/2017,NSH,CGY,2,3
21/10/2017,CGY,MIN,2,4
14/10/2017,VAN,CGY,2,5
13/10/2017,CGY,OTT,0,6
07/10/2017,CGY,WPG,6,3
04/10/2017,EDM,CGY,3,0
27/03/2017,CGY,COL,4,2
23/03/2017,NSH,CGY,3,1
21/03/2017,WSH,CGY,4,2
17/03/2017,CGY,DAL,3,1
15/03/2017,CGY,BOS,2,5
11/03/2017,WPG,CGY,0,3
09/03/2017,CGY,MTL,5,0
05/03/2017,CGY,NYI,5,2
03/03/2017,CGY,DET,3,2
24/02/2017,FLA,CGY,2,4
23/02/2017,TB,CGY,2,3
21/02/2017,NSH,CGY,5,6
18/02/2017,VAN,CGY,2,1
15/02/2017,CGY,PHI,3,1
13/02/2017,CGY,ARI,0,5
05/02/2017,NYR,CGY,4,3
03/02/2017,NJ,CGY,3,4
01/02/2017,CGY,MIN,5,1
26/01/2017,OTT,CGY,2,3
24/01/2017,MTL,CGY,5,1
23/01/2017,TOR,CGY,4,0
21/01/2017,CGY,EDM,3,7
19/01/2017,CGY,NSH,3,4
17/01/2017,CGY,FLA,5,2
14/01/2017,EDM,CGY,2,1
13/01/2017,CGY,NJ,1,2
09/01/2017,WPG,CGY,2,0
07/01/2017,CGY,VAN,3,1
06/01/2017,VAN,CGY,4,2
04/01/2017,CGY,COL,4,1
31/12/2016,CGY,ARI,4,2
27/12/2016,COL,CGY,3,6
23/12/2016,CGY,VAN,4,1
19/12/2016,ARI,CGY,2,4
16/12/2016,CGY,CBJ,1,4
14/12/2016,CGY,TB,3,6
10/12/2016,CGY,WPG,6,2
08/12/2016,ARI,CGY,1,2
06/12/2016,DAL,CGY,1,2
02/12/2016,CGY,MIN,3,2
30/11/2016,CGY,TOR,3,0
28/11/2016,NYI,CGY,2,1
27/11/2016,PHI,CGY,5,3
25/11/2016,BOS,CGY,1,2
23/11/2016,CBJ,CGY,0,2
21/11/2016,BUF,CGY,4,2
20/11/2016,DET,CGY,2,3
16/11/2016,CGY,ARI,2,1
15/11/2016,MIN,CGY,0,1
12/11/2016,CGY,NYR,1,4
10/11/2016,CGY,DAL,2,4
30/10/2016,CGY,WSH,1,3
28/10/2016,CGY,OTT,5,2
18/10/2016,CGY,BUF,4,3
15/10/2016,VAN,CGY,2,1
14/10/2016,CGY,EDM,3,5
12/10/2016,EDM,CGY,7,4
09/04/2016,MIN,CGY,1,2
07/04/2016,CGY,VAN,7,3
02/04/2016,EDM,CGY,0,5
28/03/2016,ARI,CGY,2,5
24/03/2016,MIN,CGY,6,2
21/03/2016,TOR,CGY,5,2
20/03/2016,MTL,CGY,1,4
18/03/2016,CGY,COL,3,4
16/03/2016,CGY,WPG,4,1
11/03/2016,CGY,ARI,1,4
09/03/2016,CGY,NSH,3,2
03/03/2016,BUF,CGY,6,3
01/03/2016,BOS,CGY,2,1
29/02/2016,PHI,CGY,5,3
27/02/2016,CGY,OTT,4,6
25/02/2016,CGY,NYI,1,2
19/02/2016,CGY,VAN,5,2
17/02/2016,CGY,MIN,3,5
12/02/2016,ARI,CGY,4,1
09/02/2016,CGY,TOR,4,3
06/02/2016,VAN,CGY,1,4
05/02/2016,CGY,CBJ,1,2
27/01/2016,CGY,NSH,1,2
25/01/2016,DAL,CGY,2,1
21/01/2016,CBJ,CGY,2,4
19/01/2016,NJ,CGY,4,2
16/01/2016,EDM,CGY,2,1
13/01/2016,CGY,FLA,6,0
07/01/2016,CGY,ARI,1,2
05/01/2016,CGY,TB,3,1
02/01/2016,COL,CGY,0,4
27/12/2015,CGY,EDM,5,3
22/12/2015,CGY,WPG,4,1
20/12/2015,DET,CGY,4,2
17/12/2015,DAL,CGY,1,3
15/12/2015,NSH,CGY,1,2
12/12/2015,CGY,NYR,5,4
10/12/2015,CGY,BUF,4,3
04/12/2015,CGY,BOS,5,4
01/12/2015,CGY,DAL,4,3
27/11/2015,ARI,CGY,2,1
17/11/2015,CGY,NJ,3,2
13/11/2015,WSH,CGY,2,3
12/11/2015,TB,CGY,3,1
10/11/2015,FLA,CGY,4,3
05/11/2015,CGY,PHI,2,1
03/11/2015,COL,CGY,6,3
31/10/2015,EDM,CGY,4,5
30/10/2015,CGY,MTL,2,6
28/10/2015,OTT,CGY,5,4
26/10/2015,NYI,CGY,4,0
25/10/2015,NYR,CGY,4,1
23/10/2015,CGY,DET,3,2
20/10/2015,CGY,WSH,2,6
17/10/2015,CGY,EDM,2,5
16/10/2015,WPG,CGY,3,1
10/10/2015,VAN,CGY,2,3
07/10/2015,CGY,VAN,1,5
25/04/2015,CGY,VAN,7,4
23/04/2015,VAN,CGY,2,1
21/04/2015,CGY,VAN,3,1
19/04/2015,CGY,VAN,4,2
17/04/2015,VAN,CGY,4,1
15/04/2015,VAN,CGY,1,2
11/04/2015,WPG,CGY,5,1
07/04/2015,CGY,ARI,3,2
04/04/2015,EDM,CGY,0,4
30/03/2015,DAL,CGY,3,5
29/03/2015,NSH,CGY,2,5
27/03/2015,MIN,CGY,4,2
25/03/2015,CGY,DAL,3,4
23/03/2015,CGY,COL,3,2
21/03/2015,CGY,CBJ,2,3
19/03/2015,CGY,PHI,4,1
14/03/2015,COL,CGY,3,2
13/03/2015,CGY,TOR,6,3
08/03/2015,OTT,CGY,5,4
06/03/2015,DET,CGY,2,5
05/03/2015,BOS,CGY,3,4
03/03/2015,PHI,CGY,2,3
27/02/2015,NYI,CGY,2,1
25/02/2015,NJ,CGY,1,3
24/02/2015,NYR,CGY,1,0
18/02/2015,CGY,MIN,2,3
16/02/2015,CGY,BOS,4,3
14/02/2015,CGY,VAN,3,2
02/02/2015,CGY,WPG,5,2
31/01/2015,CGY,EDM,4,2
29/01/2015,CGY,MIN,0,1
27/01/2015,CGY,BUF,4,1
15/01/2015,ARI,CGY,1,4
10/01/2015,VAN,CGY,0,1
09/01/2015,CGY,FLA,5,6
07/01/2015,CGY,DET,2,3
02/01/2015,CGY,NYI,1,2
31/12/2014,CGY,EDM,4,3
27/12/2014,CGY,EDM,4,1
20/12/2014,VAN,CGY,3,2
19/12/2014,CGY,DAL,1,2
16/12/2014,CGY,NYR,2,5
11/12/2014,BUF,CGY,4,3
09/12/2014,TOR,CGY,4,1
04/12/2014,CGY,COL,4,3
02/12/2014,CGY,ARI,5,2
29/11/2014,ARI,CGY,0,3
22/11/2014,CGY,NJ,5,4
15/11/2014,CGY,OTT,4,2
13/11/2014,CGY,ARI,5,3
08/11/2014,FLA,CGY,4,6
06/11/2014,TB,CGY,5,2
04/11/2014,WSH,CGY,3,4
02/11/2014,MTL,CGY,2,6
31/10/2014,CGY,NSH,4,3
28/10/2014,CGY,MTL,1,2
25/10/2014,CGY,WSH,1,3
21/10/2014,CGY,TB,1,2
19/10/2014,WPG,CGY,1,4
17/10/2014,CBJ,CGY,3,2
14/10/2014,NSH,CGY,2,3
09/10/2014,EDM,CGY,2,5
08/10/2014,CGY,VAN,2,4
13/04/2014,VAN,CGY,5,1
11/04/2014,CGY,WPG,3,5
07/04/2014,NJ,CGY,0,1
04/04/2014,FLA,CGY,1,2
03/04/2014,TB,CGY,1,4
01/04/2014,TOR,CGY,3,2
30/03/2014,OTT,CGY,6,3
28/03/2014,CGY,NYR,4,3
22/03/2014,EDM,CGY,1,8
21/03/2014,CGY,NSH,5,6
18/03/2014,CGY,BUF,3,1
15/03/2014,ARI,CGY,3,2
14/03/2014,DAL,CGY,3,4
08/03/2014,VAN,CGY,2,1
07/03/2014,CGY,NYI,4,3
05/03/2014,CGY,OTT,4,1
03/03/2014,MIN,CGY,3,2
01/03/2014,EDM,CGY,1,2
08/02/2014,PHI,CGY,2,1
06/02/2014,NYI,CGY,2,4
04/02/2014,MTL,CGY,2,0
01/02/2014,CGY,MIN,4,3
24/01/2014,CGY,NSH,5,4
22/01/2014,CGY,ARI,3,2
18/01/2014,VAN,CGY,3,2
16/01/2014,CGY,WPG,2,5
14/01/2014,NSH,CGY,4,2
07/01/2014,ARI,CGY,6,0
06/01/2014,COL,CGY,3,4
03/01/2014,CGY,TB,0,2
31/12/2013,CGY,PHI,1,4
29/12/2013,CGY,VAN,0,2
27/12/2013,CGY,EDM,0,2
19/12/2013,DET,CGY,3,2
17/12/2013,BOS,CGY,2,0
15/12/2013,NYR,CGY,4,3
14/12/2013,BUF,CGY,1,2
10/12/2013,CGY,BOS,1,2
07/12/2013,EDM,CGY,1,2
06/12/2013,CGY,COL,2,3
04/12/2013,CGY,ARI,4,1
22/11/2013,CGY,FLA,4,3
20/11/2013,CGY,CBJ,1,2
18/11/2013,WPG,CGY,4,5
16/11/2013,CGY,EDM,2,4
14/11/2013,CGY,DAL,3,7
08/11/2013,COL,CGY,4,2
05/11/2013,MIN,CGY,5,1
01/11/2013,CGY,DET,3,4
30/10/2013,CGY,TOR,2,4
26/10/2013,CGY,WSH,5,2
24/10/2013,DAL,CGY,5,1
22/10/2013,ARI,CGY,4,2
11/10/2013,CGY,NJ,3,2
09/10/2013,CGY,MTL,3,2
06/10/2013,CGY,VAN,4,5
04/10/2013,CBJ,CGY,3,4
03/10/2013,WSH,CGY,5,4
23/04/2013,NSH,CGY,4,3
21/04/2013,MIN,CGY,1,4
17/04/2013,CGY,DET,3,2
15/04/2013,CGY,MIN,3,4
13/04/2013,EDM,CGY,1,4
12/04/2013,CGY,ARI,3,2
10/04/2013,CGY,VAN,1,4
08/04/2013,COL,CGY,1,3
06/04/2013,VAN,CGY,5,2
03/04/2013,CGY,EDM,2,8
01/04/2013,EDM,CGY,4,1
29/03/2013,CGY,CBJ,4,6
27/03/2013,CGY,COL,4,3
22/03/2013,CBJ,CGY,5,1
21/03/2013,NSH,CGY,5,3
18/03/2013,DAL,CGY,4,3
15/03/2013,CGY,NSH,6,3
13/03/2013,CGY,DET,5,2
03/03/2013,CGY,VAN,4,2
28/02/2013,COL,CGY,5,4
26/02/2013,MIN,CGY,2,1
24/02/2013,CGY,ARI,5,4
23/02/2013,CGY,MIN,3,1
18/02/2013,ARI,CGY,4,0
17/02/2013,DAL,CGY,3,4
13/02/2013,CGY,DAL,7,4
11/02/2013,CGY,MIN,1,2
09/02/2013,VAN,CGY,5,1
07/02/2013,CBJ,CGY,3,4
05/02/2013,DET,CGY,1,4
31/01/2013,CGY,COL,3,6
26/01/2013,CGY,EDM,4,3
23/01/2013,VAN,CGY,3,2
05/04/2012,CGY,VAN,3,2
31/03/2012,VAN,CGY,3,2
30/03/2012,CGY,COL,1,4
26/03/2012,CGY,DAL,5,4
24/03/2012,DAL,CGY,4,1
22/03/2012,MIN,CGY,3,2
20/03/2012,COL,CGY,2,1
18/03/2012,CGY,CBJ,1,2
16/03/2012,EDM,CGY,3,1
15/03/2012,CGY,ARI,4,1
11/03/2012,MIN,CGY,3,4
09/03/2012,CGY,WPG,5,3
06/03/2012,CGY,MTL,5,4
04/03/2012,CGY,DAL,2,3
01/03/2012,ARI,CGY,2,4
25/02/2012,CGY,PHI,4,5
23/02/2012,CGY,ARI,3,4
21/02/2012,CGY,EDM,1,6
16/02/2012,DAL,CGY,3,2
14/02/2012,CGY,TOR,5,1
11/02/2012,CGY,VAN,3,2
09/02/2012,ARI,CGY,2,1
31/01/2012,CGY,DET,1,3
21/01/2012,EDM,CGY,2,6
10/01/2012,CGY,NJ,6,3
07/01/2012,CGY,MIN,3,1
05/01/2012,BOS,CGY,9,0
03/01/2012,WSH,CGY,3,1
01/01/2012,NSH,CGY,5,3
30/12/2011,OTT,CGY,4,3
29/12/2011,NYI,CGY,3,1
27/12/2011,CBJ,CGY,1,2
23/12/2011,VAN,CGY,1,3
22/12/2011,CGY,DET,3,2
20/12/2011,CGY,MIN,2,1
16/12/2011,FLA,CGY,3,2
15/12/2011,TB,CGY,5,4
13/12/2011,NSH,CGY,2,1
10/12/2011,CGY,EDM,3,0
08/12/2011,CGY,COL,3,2
04/12/2011,VAN,CGY,5,1
03/12/2011,EDM,CGY,3,5
01/12/2011,CGY,CBJ,3,4
29/11/2011,CGY,NSH,1,0
27/11/2011,MIN,CGY,2,5
23/11/2011,DET,CGY,5,3
21/11/2011,CBJ,CGY,4,1
15/11/2011,CGY,OTT,1,3
12/11/2011,COL,CGY,3,4
08/11/2011,CGY,MIN,0,3
06/11/2011,COL,CGY,1,2
04/11/2011,BUF,CGY,2,1
03/11/2011,DET,CGY,1,4
01/11/2011,CGY,VAN,1,5
