date,team_1,team_2,score_1,score_2,result,tournament,game_url,avg_moneyline_1,avg_moneyline_2,high_moneyline_1,high_moneyline_2
26-09-2024,NYG,DAL,15,20,0,NFL,usa/nfl/new-york-giants-dallas-cowboys-CIpOBlzq/,201,-248,215,-233
22-09-2024,DAL,BAL,25,28,0,NFL,usa/nfl/dallas-cowboys-baltimore-ravens-xQ30lLxI/,100,-121,108,-114
15-09-2024,DAL,NO,19,44,0,NFL,usa/nfl/dallas-cowboys-new-orleans-saints-tGuxMvcc/,-284,226,-263,240
08-09-2024,CLE,DAL,17,33,0,NFL,usa/nfl/cleveland-browns-dallas-cowboys-zXF1lOW7/,-127,105,-116,116
24-08-2024,DAL,LAC,19,26,0,NFL,usa/nfl/dallas-cowboys-los-angeles-chargers-d4i4mC4c/,-197,159,-189,170
17-08-2024,LV,DAL,12,27,0,NFL,usa/nfl/las-vegas-raiders-dallas-cowboys-j5ZKKMUg/,-359,258,-333,273
11-08-2024,LAR,DAL,13,12,1,NFL,usa/nfl/los-angeles-rams-dallas-cowboys-CIUOdbLk/,189,-252,204,-222
14-01-2024,DAL,GB,32,48,0,NFL_2023/2024,usa/nfl-2023-2024/dallas-cowboys-green-bay-packers-zgm3m80s/,-348,274,-323,290
07-01-2024,WSH,DAL,10,38,0,NFL_2023/2024,usa/nfl-2023-2024/washington-commanders-dallas-cowboys-pGhAC8e2/,536,-795,600,-714
30-12-2023,DAL,DET,20,19,1,NFL_2023/2024,usa/nfl-2023-2024/dallas-cowboys-detroit-lions-C6jni1TO/,-228,186,-222,200
24-12-2023,MIA,DAL,22,20,1,NFL_2023/2024,usa/nfl-2023-2024/miami-dolphins-dallas-cowboys-rRbVfqUa/,-128,105,-120,112
17-12-2023,BUF,DAL,31,10,1,NFL_2023/2024,usa/nfl-2023-2024/buffalo-bills-dallas-cowboys-xfuEVS0l/,-138,115,-127,127
10-12-2023,DAL,PHI,33,13,1,NFL_2023/2024,usa/nfl-2023-2024/dallas-cowboys-philadelphia-eagles-MHVVIkHr/,-180,149,-137,163
30-11-2023,DAL,SEA,41,35,1,NFL_2023/2024,usa/nfl-2023-2024/dallas-cowboys-seattle-seahawks-n3eYD3Zo/,-465,350,-435,400
23-11-2023,DAL,WSH,45,10,1,NFL_2023/2024,usa/nfl-2023-2024/dallas-cowboys-washington-commanders-YyHzaz9C/,-743,511,-667,550
19-11-2023,CAR,DAL,10,33,0,NFL_2023/2024,usa/nfl-2023-2024/carolina-panthers-dallas-cowboys-n75K6RAL/,423,-603,490,-526
12-11-2023,DAL,NYG,49,17,1,NFL_2023/2024,usa/nfl-2023-2024/dallas-cowboys-new-york-giants-fDtsg8tM/,-1846,953,-1429,1125
