bin,n,favorite_roi,underdog_roi
0,2,0.06414391937039388,-1.0
1,89,-0.1130246594113331,0.3270786516853932
2,308,7.255207336576142e-05,-0.16188311688311685
3,507,-0.028407527772601693,-0.0692307692307692
4,598,-0.03879006262126139,-0.03510033444816052
5,726,-0.08700261727450165,0.023539944903581356
6,890,-0.08899631195940261,0.05605617977528099
7,786,-0.006903133313330034,-0.14035623409669207
8,328,-0.008890810194905008,-0.24365853658536585
9,24,0.007991106607390996,-0.5491666666666667
