season,log_loss
NBA_2009,0.562173847569342
NBA_2010,0.585760630195853
NBA_2011,0.5848450747626481
NBA_2012,0.5806716304180942
NBA_2013,0.5827269358905518
NBA_2014,0.5964054581633995
NBA_2015,0.5941622668330021
NBA_2016,0.586575069424119
NBA_2017,0.6241239086114192
NBA_2018,0.6012353767799973
NBA_2019,0.5994535393715478
NBA_2020,0.6224034199571263
NBA_2021,0.6246786148520399
NBA_2022,0.6062040141850545
NBA_2023,0.6300860630510294
NBA_2024,0.5834000504674095
