season,log_loss
NFL_2009,0.6013685188473779
NFL_2010,0.5997980878152022
NFL_2011,0.6339769909359614
NFL_2012,0.5932447042645225
NFL_2013,0.6178114299454992
NFL_2014,0.6042922329792413
NFL_2015,0.6131373466475863
NFL_2016,0.6506387664679578
NFL_2017,0.6332645394712231
NFL_2018,0.6136817436807632
NFL_2019,0.6298190495429657
NFL_2020,0.6315904639435929
NFL_2021,0.5908625059468021
NFL_2022,0.6187086557755362
NFL_2023,0.6101331538133992
NFL_2024,0.6325603816033185
