season,bin,n,favorite_roi,underdog_roi
NBA_2024,0,79,-0.08219265338845094,-0.1570332858255603
NBA_2024,1,105,-0.06653210455344605,0.005023092359898396
NBA_2024,2,133,0.06987107126080216,-0.27619875031815455
NBA_2024,3,149,-0.10591449742441461,0.009508284201187989
NBA_2024,4,177,0.005554785097383608,-0.06181908706406991
NBA_2024,5,198,-0.09116776210636823,0.011492187211447735
NBA_2024,6,145,-0.07949052240612542,-0.0026998912673543707
NBA_2024,7,129,-0.11371578108466607,0.10311481027357283
NBA_2024,8,109,-0.03340370642543766,-0.08680830516658622
NBA_2024,9,76,0.0034943772193680722,-0.40809359290553004
NBA_2023,0,40,-0.08316228941779447,0.10585534289422549
NBA_2023,1,46,-0.2724859439644802,0.37450095584998877
NBA_2023,2,134,-0.03544264974214051,0.04170358445222466
NBA_2023,3,178,-0.052458484400811356,-0.025452731688153873
NBA_2023,4,262,-0.08543176543947828,0.004452521712150048
NBA_2023,5,275,-0.03340384167336519,0.008929329784849172
NBA_2023,6,168,0.007139713625227584,-0.03896261380110699
NBA_2023,7,121,-0.06149103856517457,-0.05396379258214079
NBA_2023,8,53,-0.062272506812047546,0.18304630586355697
NBA_2023,9,26,-0.004975680485652667,-0.2541325695581014
NBA_2022,0,44,-0.08666251649374346,0.3256777002805944
NBA_2022,1,85,-0.05339224010373711,-0.06616954328258984
NBA_2022,2,132,0.13430032107398948,-0.2867580261624534
NBA_2022,3,174,-0.06543079513497119,-0.06213497542724178
NBA_2022,4,224,0.01746560516861262,-0.0959174958925062
NBA_2022,5,239,-0.05981972269859426,-0.033611993211072555
NBA_2022,6,142,-0.0958798926827289,0.1529690875035632
NBA_2022,7,130,-0.004976760793788171,-0.14743839235145506
NBA_2022,8,87,-0.06815725995519561,0.26019195789310734
NBA_2022,9,46,-0.15315046927315878,0.018191162896632918
NBA_2021,0,27,-0.11699983407711678,0.48277507968538313
NBA_2021,1,54,-0.09264715889164088,0.2754567721682819
NBA_2021,2,124,-0.043281354563051266,-0.052546906116663905
NBA_2021,3,174,-0.04914775787850423,0.004468188794140016
NBA_2021,4,198,-0.022166511596506733,-0.056940239454579045
NBA_2021,5,208,-0.036516477554261906,-0.011710064938192932
NBA_2021,6,172,-0.00427276376055874,-0.10296158790673804
NBA_2021,7,114,-0.008892512515888518,-0.037386620871042164
NBA_2021,8,58,-0.015244356514335977,-0.2504876555804938
NBA_2021,9,21,-0.248657108246366,-0.11051438931356017
NBA_2020,0,72,-0.010382584060808164,-0.040050657711124926
NBA_2020,1,107,-0.04835384733149284,0.016954705091658306
NBA_2020,2,118,0.04400894869452565,-0.2210927866254595
NBA_2020,3,138,-0.011906151637854467,-0.1411744852605733
NBA_2020,4,146,-0.049588616706282895,0.04200881810968693
NBA_2020,5,162,-0.15538317083177033,0.19831931047255447
NBA_2020,6,119,0.007721079570587763,-0.08548522805364966
NBA_2020,7,115,-0.11746073761249787,0.31768313225586153
NBA_2020,8,121,-0.025824879662665112,0.13856123171479107
NBA_2020,9,54,-0.007259506545330141,-0.3407647907647907
NBA_2019,0,60,-0.08481919229899904,0.07498171008727805
NBA_2019,1,89,-0.06203422263256442,-0.11410625588127121
NBA_2019,2,142,-0.05952843605421432,0.052734959489076916
NBA_2019,3,157,-0.05837126263290615,-0.014695543314757864
NBA_2019,4,198,-0.019241372915916877,-0.0364759851309443
NBA_2019,5,210,-0.027700703851533337,-0.07596213394828266
NBA_2019,6,178,-0.03970655719346816,0.06840021622247816
NBA_2019,7,110,0.027067668314783466,-0.10127272727272729
NBA_2019,8,105,2.533105383051293e-05,-0.14676190476190476
NBA_2019,9,39,-0.18378636081820432,0.2788644597283547
NBA_2018,0,47,-0.22277534359055684,0.10135813288849915
NBA_2018,1,67,-0.061403677630477826,-0.15117398224820489
NBA_2018,2,148,-0.11676924147528611,-0.01732348002822004
NBA_2018,3,171,0.1351221499755373,-0.19915445260907694
NBA_2018,4,182,-0.15429827043785183,0.05449397403692813
NBA_2018,5,199,0.004430130281884326,-0.09775734150983983
NBA_2018,6,175,0.01735263083629368,-0.23572812820707378
NBA_2018,7,161,-0.07457432364876493,-0.030575593339568496
NBA_2018,8,78,-0.027338942621271234,-0.018396880943986726
NBA_2018,9,41,-0.11266666396566416,0.43622071963293885
NBA_2017,0,60,-0.1825235144352746,0.2962753290276865
NBA_2017,1,86,-0.10376190666652585,0.14203859422314924
NBA_2017,2,127,-0.06945501913874119,0.010937212684446695
NBA_2017,3,189,-0.06055701428434912,0.012546660576438828
