season,bin,n,favorite_roi,underdog_roi
NFL_2016,2,18,0.1467233323290731,-0.15055555555555555
NFL_2016,3,16,-0.1685607045970674,0.4212499999999999
NFL_2016,4,29,-0.2847434047873446,0.5024137931034482
NFL_2016,5,23,-0.2923093572957045,0.507391304347826
NFL_2016,6,22,-0.009544486964794818,-0.08636363636363631
NFL_2016,7,19,-0.13584204683702106,0.3363157894736841
NFL_2016,8,13,0.09893611273972347,-0.4261538461538461
NFL_2016,9,41,-0.11082154155343504,0.09951219512195131
NFL_2015,0,44,-0.17574759037723608,0.4906818181818182
NFL_2015,1,21,0.016874477842675928,0.11952380952380959
NFL_2015,2,19,-0.12894023763881157,0.3794736842105264
NFL_2015,3,23,0.229529399461865,-0.30000000000000004
NFL_2015,4,13,-0.579181092879723,1.3207692307692307
NFL_2015,5,24,0.02703622308143694,-0.0970833333333333
NFL_2015,6,20,-0.35836516460883827,0.6819999999999999
NFL_2015,7,19,0.06940291097796814,-0.4257894736842105
NFL_2015,8,27,0.1434970604493464,-0.3740740740740741
NFL_2015,9,37,-0.07287998378065474,-0.12702702702702706
NFL_2014,0,46,-0.039476852676244456,-0.10065217391304349
NFL_2014,1,19,-0.6932942560257982,1.0115789473684211
NFL_2014,2,22,-0.23453153439485297,0.6618181818181819
NFL_2014,3,20,-0.22636692641046052,0.762
NFL_2014,4,17,0.03685748225287022,0.020588235294117574
NFL_2014,5,28,0.008742512855518969,0.07285714285714295
NFL_2014,6,22,0.12450685883142287,-0.1936363636363636
NFL_2014,7,18,0.028865585261453885,-0.05277777777777781
NFL_2014,8,20,-0.3321989312361051,0.31000000000000005
NFL_2014,9,31,-0.030958821357685906,-0.1758064516129032
NFL_2013,0,40,-0.15809325551794318,0.23524999999999996
NFL_2013,1,19,-0.0282460269146938,-0.016315789473684172
NFL_2013,2,21,-0.26470041928473975,0.421904761904762
NFL_2013,3,22,0.019327288522063002,0.08227272727272728
NFL_2013,4,27,-0.17714457330761502,0.7451851851851852
NFL_2013,5,21,-0.06831529397815062,0.18285714285714283
NFL_2013,6,25,-0.1734171494088912,0.10559999999999992
NFL_2013,7,16,0.019170420472035987,-0.35124999999999995
NFL_2013,8,25,0.006329621012120867,-0.12160000000000004
NFL_2013,9,30,-0.06717729760820645,-0.2753333333333333
NFL_2012,0,47,-0.11748201804115332,0.32000000000000006
NFL_2012,1,25,-0.10582161171305382,0.1724000000000001
NFL_2012,2,14,-0.4121520308182185,0.6985714285714286
NFL_2012,3,15,-0.25382941451052843,0.43133333333333335
NFL_2012,4,19,-0.08595688736124474,0.4247368421052631
NFL_2012,5,25,-0.0899906513274138,-0.10440000000000005
NFL_2012,6,20,-0.11529134937317631,-0.09299999999999997
NFL_2012,7,18,-0.37393349088270444,0.3422222222222222
NFL_2012,8,25,-0.2272199258003198,0.5528
NFL_2012,9,38,0.08130242935456922,-0.6326315789473684
NFL_2011,0,46,-0.10980497526594224,0.32369565217391294
NFL_2011,1,17,-0.01452745734172256,-0.09176470588235297
NFL_2011,2,25,-0.17356642664191402,0.40080000000000005
NFL_2011,3,20,-0.34243549727862244,1.045
NFL_2011,4,25,-0.1438899679010578,0.6652
NFL_2011,5,21,0.11313935963769994,-0.3833333333333333
NFL_2011,6,23,-0.21696038952240648,0.423913043478261
NFL_2011,7,21,-0.3501039674748979,0.7066666666666668
NFL_2011,8,21,-0.2581922516284545,0.5266666666666666
NFL_2011,9,27,0.010210780452229784,-0.40296296296296297
NFL_2010,0,51,-0.10768010634999059,0.2178431372549019
NFL_2010,1,21,-0.3633901695578684,0.8661904761904762
NFL_2010,2,14,-0.14157845031066119,0.08214285714285707
NFL_2010,3,17,-0.3418404331713192,0.9917647058823529
NFL_2010,4,14,-0.43391374891751,1.1349999999999998
NFL_2010,5,22,-0.33730562678921294,0.27954545454545454
NFL_2010,6,14,-0.14929241975693197,0.49642857142857144
NFL_2010,7,13,0.09328689636887155,-0.5407692307692308
NFL_2010,8,23,-0.12173786637854112,0.3295652173913044
NFL_2010,9,55,-0.006409591418086613,-0.15654545454545454
NFL_2009,0,39,-0.15305768814301524,0.27564102564102555
NFL_2009,1,18,-0.24681448228634328,0.37444444444444436
NFL_2009,2,6,0.10995124038602277,-0.21666666666666667
NFL_2009,3,20,-0.34355215189101507,0.8035000000000001
NFL_2009,4,9,-0.28697150925928294,0.6755555555555555
NFL_2009,5,15,0.03758550493438184,-0.18933333333333335
NFL_2009,6,12,-0.39395769328679775,0.7925
NFL_2009,7,9,-0.20742334334229906,0.528888888888889
NFL_2009,8,21,-0.005259738763542465,-0.11428571428571432
NFL_2009,9,32,-0.056900114193043305,-0.41000000000000003
