bin,n,favorite_roi,underdog_roi
0,0,-2.0,-2.0
1,0,-2.0,-2.0
2,140,0.014930430139991069,-0.1529285714285714
3,2421,-0.040180569049546144,-0.023895084675753853
4,10310,-0.03388573360725755,-0.03328419010669248
5,16557,-0.028463199472064882,-0.04050311046687205
6,8119,-0.033281183286123506,-0.0429215420618303
7,994,-0.026834291530467125,-0.054798792756539205
8,5,-0.04696001890683188,0.008000000000000007
9,0,-2.0,-2.0
