season,bin,n,favorite_roi,underdog_roi
NBA_2024,0,3,0.05742410506381579,-1.0
NBA_2024,1,71,-0.06716783436014939,0.08028169014084496
NBA_2024,2,92,0.11367307344252531,-0.49043478260869566
NBA_2024,3,135,0.04208388946345876,-0.19992592592592595
NBA_2024,4,183,-0.05632412401134557,-0.011693989071038247
NBA_2024,5,231,-0.034537611856465866,-0.037445887445887394
NBA_2024,6,247,-0.08812596615854118,0.0480161943319839
NBA_2024,7,183,-0.02056365804140059,-0.09748633879781421
NBA_2024,8,150,-0.023890373692893263,-0.07073333333333331
NBA_2024,9,23,0.05685714681859655,-1.0
NBA_2023,0,1,0.06583278472679388,-1.0
NBA_2023,1,36,-0.07586600254041087,0.14222222222222225
NBA_2023,2,72,-0.07190843050033191,0.11138888888888898
NBA_2023,3,150,-0.15512213963842503,0.1677333333333333
NBA_2023,4,204,0.021526255401163263,-0.11558823529411766
NBA_2023,5,240,0.04587004595178157,-0.13870833333333332
NBA_2023,6,275,-0.027403791095895524,-0.06061818181818179
NBA_2023,7,227,-0.025199411785660875,-0.060704845814977926
NBA_2023,8,107,-0.06702556642558333,0.1442990654205607
NBA_2023,9,8,-0.210697361493412,1.96625
NBA_2022,0,1,0.0575043128234618,-1.0
NBA_2022,1,40,0.03053442898677239,-0.33999999999999997
NBA_2022,2,95,-0.030060845975730777,-0.04600000000000004
NBA_2022,3,151,0.054695387632617054,-0.20178807947019872
NBA_2022,4,201,0.02126518364651453,-0.0904975124378109
NBA_2022,5,230,-0.015724006360442133,-0.048826086956521686
NBA_2022,6,241,-0.012468358286776726,-0.07713692946058093
NBA_2022,7,191,-0.11171526388377118,0.19162303664921465
NBA_2022,8,150,-0.045315094883831675,-0.04579999999999995
NBA_2022,9,22,-0.08973143305074249,0.41636363636363627
NBA_2021,0,1,0.06301197227473221,-1.0
NBA_2021,1,46,-0.10254691406464067,0.3241304347826086
NBA_2021,2,99,-0.13240262386409385,0.19919191919191914
NBA_2021,3,146,-0.08150869519340642,0.05890410958904102
NBA_2021,4,198,0.031330084841036054,-0.12388888888888894
NBA_2021,5,194,-0.05419069208914129,-0.008814432989690757
NBA_2021,6,215,0.03249265370416876,-0.16316279069767436
NBA_2021,7,167,-0.12516753959351345,0.19347305389221559
NBA_2021,8,93,0.005504586051350513,-0.30032258064516126
NBA_2021,9,12,0.052527688926016225,-1.0
NBA_2020,0,0,-2.0,-2.0
NBA_2020,1,36,-0.11710519885097204,0.3308333333333333
NBA_2020,2,96,0.07991160601951397,-0.3726041666666666
NBA_2020,3,149,-0.07250185781691065,0.014765100671140896
NBA_2020,4,163,-0.03316120775767206,-0.03312883435582825
NBA_2020,5,200,-0.13553908779181345,0.08830000000000005
NBA_2020,6,197,-0.02008409401941258,-0.07548223350253802
NBA_2020,7,177,-0.06327214009304083,0.027966101694915313
NBA_2020,8,143,-0.08085816034279358,0.20405594405594396
NBA_2020,9,15,-0.15885519764037825,1.5213333333333332
NBA_2019,0,1,0.040000000000000036,-1.0
NBA_2019,1,41,0.012088289314119649,-0.23829268292682926
NBA_2019,2,94,-0.046150733449761394,-0.027021276595744714
NBA_2019,3,138,-0.08913449520174799,0.050724637681159424
NBA_2019,4,167,-0.1317231938420952,0.08227544910179652
NBA_2019,5,234,-0.1076606713219097,0.05769230769230771
NBA_2019,6,232,0.02444926179546303,-0.15900862068965516
NBA_2019,7,191,0.005470022220940285,-0.1572251308900524
NBA_2019,8,178,-0.06410763595238655,0.09825842696629206
NBA_2019,9,34,-0.10150875929989189,0.7044117647058823
NBA_2018,0,0,-2.0,-2.0
NBA_2018,1,24,0.04464633642456839,-0.5491666666666667
NBA_2018,2,88,-0.0502907967495273,-0.04931818181818182
NBA_2018,3,149,0.007477530519232278,-0.11369127516778521
NBA_2018,4,177,-0.07720508639990575,0.0048022598870056665
NBA_2018,5,204,-0.00641202828656251,-0.06303921568627446
NBA_2018,6,265,-0.008200894737273257,-0.09626415094339624
NBA_2018,7,195,-0.04563671651664314,-0.010564102564102562
NBA_2018,8,162,-0.016889488400779862,-0.20327160493827157
NBA_2018,9,25,-0.0791452613248439,0.24
NBA_2017,0,6,-0.12119012869583434,0.9566666666666668
NBA_2017,1,34,-0.16016192452495015,0.7785294117647059
NBA_2017,2,74,0.0035452373146045435,-0.18891891891891888
NBA_2017,3,136,-0.12481542041712224,0.10595588235294118
NBA_2017,4,188,-0.012339471197215013,-0.06515957446808507
NBA_2017,5,184,-0.05427498178472734,-0.010000000000000009
NBA_2017,6,274,-0.062255758539711215,-0.0033576642335766405
NBA_2017,7,200,-0.05441071354571925,-0.023950000000000027
NBA_2017,8,153,-0.0960190494433677,0.2612418300653594
NBA_2017,9,60,-0.027362803181672612,-0.2018333333333333
NBA_2016,0,16,-0.08910288585319304,0.9337500000000001
NBA_2016,1,51,-0.004799363964982595,-0.24098039215686273
NBA_2016,2,89,0.027465446003927196,-0.2547191011235955
NBA_2016,3,123,-0.1109579861158485,0.10764227642276425
NBA_2016,4,180,-0.08362188096099388,0.007333333333333414
NBA_2016,5,199,-0.0050726381202610415,-0.06331658291457287
NBA_2016,6,224,-0.018877655915248592,-0.07959821428571423
NBA_2016,7,203,-0.020258167156869678,-0.08576354679802956
NBA_2016,8,156,-0.0353689883792041,-0.08923076923076922
NBA_2016,9,75,-0.02924507191155712,-0.1922666666666667
NBA_2015,0,11,-0.05200154486362407,0.35545454545454547
NBA_2015,1,37,-0.04021603205560442,-0.13
NBA_2015,2,102,-0.0015738724913170188,-0.14
NBA_2015,3,149,0.016108570844921344,-0.13852348993288588
NBA_2015,4,140,-0.007045607468178172,-0.07157142857142862
NBA_2015,5,200,-0.0169775904484748,-0.059799999999999964
NBA_2015,6,223,-0.07117002203633072,0.028699551569506765
NBA_2015,7,212,-0.059888740536846896,0.010943396226415159
NBA_2015,8,177,-0.029894664927589742,-0.08711864406779657
NBA_2015,9,60,0.0034306202125800045,-0.6014999999999999
NBA_2014,0,4,0.052999543068144916,-1.0
NBA_2014,1,37,-0.032888499124346215,-0.06783783783783781
NBA_2014,2,61,0.05489814393649195,-0.30754098360655735
NBA_2014,3,146,-0.0880925847024785,0.07705479452054798
NBA_2014,4,188,0.034137634526805405,-0.1281914893617021
NBA_2014,5,200,-0.04450599213352091,-0.024499999999999966
NBA_2014,6,232,-0.11538027385282523,0.09413793103448276
NBA_2014,7,234,-0.041024186619557645,-0.034914529914529924
NBA_2014,8,166,-0.030106907875209088,-0.14048192771084334
NBA_2014,9,51,-0.021401570936004144,-0.31000000000000005
NBA_2013,0,2,0.04400382033562966,-1.0
NBA_2013,1,19,-0.08384006924237608,0.30947368421052635
NBA_2013,2,63,-0.03905953607307999,-0.080952380952381
NBA_2013,3,133,-0.06556755173720641,-0.01834586466165411
NBA_2013,4,175,-0.022189277290404874,-0.07314285714285718
NBA_2013,5,208,-0.09760072090082772,0.04158653846153837
NBA_2013,6,251,0.027652092339103262,-0.1725099601593626
NBA_2013,7,250,-0.021025188476272105,-0.09272000000000002
NBA_2013,8,162,-0.035275659709414264,-0.10728395061728391
NBA_2013,9,51,7.749268195333947e-05,-0.47568627450980394
NBA_2012,0,3,0.04999828121510563,-1.0
NBA_2012,1,22,-0.05857304938336649,0.026363636363636367
NBA_2012,2,62,0.04397197486246718,-0.29370967741935483
NBA_2012,3,113,-0.011756475864824978,-0.08858407079646013
NBA_2012,4,134,-0.015327388761020355,-0.04686567164179101
NBA_2012,5,152,-0.08043755255541962,0.026776315789473593
NBA_2012,6,209,-0.06986580094008354,0.031100478468899517
NBA_2012,7,182,-0.0024730539535702256,-0.17087912087912083
NBA_2012,8,159,-0.0376880838560123,-0.0861635220125786
NBA_2012,9,38,-0.038215033803780996,-0.10078947368421054
NBA_2011,0,2,-0.46749024707412223,4.875
NBA_2011,1,19,0.03157276269331555,-0.3447368421052631
NBA_2011,2,60,0.09932465103507782,-0.44299999999999995
NBA_2011,3,144,-0.022520843063587592,-0.07881944444444444
NBA_2011,4,160,-0.11039773384412899,0.04893750000000008
NBA_2011,5,211,-0.11778355062994916,0.049052132701421725
NBA_2011,6,224,-0.03049188213369003,-0.05629464285714281
NBA_2011,7,243,0.017825305735563957,-0.2081481481481482
NBA_2011,8,172,-0.03570772323689575,-0.09616279069767442
NBA_2011,9,53,-0.07974189756453876,0.2858490566037737
NBA_2010,0,2,0.06249225342408282,-1.0
NBA_2010,1,20,0.08814880529418012,-0.6605
NBA_2010,2,74,-0.07187007743644569,0.06918918918918915
NBA_2010,3,129,0.03675132194211894,-0.18813953488372093
NBA_2010,4,159,0.008070041841676145,-0.09861635220125786
NBA_2010,5,212,-0.022708716565030262,-0.06528301886792454
NBA_2010,6,250,-0.08309691871802771,0.054319999999999924
NBA_2010,7,222,-0.03076437563902834,-0.07198198198198202
NBA_2010,8,190,-0.019108793297558324,-0.13873684210526316
NBA_2010,9,52,-0.017498447284817087,-0.2761538461538462
