bin,n,favorite_roi,underdog_roi
0,0,-2.0,-2.0
1,0,-2.0,-2.0
2,152,-0.08672615032462794,0.10006578947368427
3,1249,-0.013978037679324706,-0.06332265812650117
4,4613,0.002875275567162605,-0.07481682202471274
5,8363,-0.03607073882058731,-0.032361592729881594
6,4940,-0.03563254706898322,-0.03650202429149796
7,866,0.011437180010272163,-0.16763279445727486
8,40,-0.056075444748808656,0.016750000000000043
9,0,-2.0,-2.0
