date,team_1,score_1,score_2,team_2,game_url
30/Dec,Arizona Coyotes,8,0,San Jose Sharks,usa/nhl-2006-2007/arizona-coyotes-san-jose-sharks-nus6S2yP/
28/Dec,San Jose Sharks,2,3,Arizona Coyotes,usa/nhl-2006-2007/san-jose-sharks-arizona-coyotes-W2FOppig/
26/Dec,Los Angeles Kings,4,3,Arizona Coyotes,usa/nhl-2006-2007/los-angeles-kings-arizona-coyotes-x4MFn6Mt/
23/Dec,Arizona Coyotes,2,0,Anaheim Ducks,usa/nhl-2006-2007/arizona-coyotes-anaheim-ducks-vyimGYo2/
21/Dec,Arizona Coyotes,2,3,Edmonton Oilers,usa/nhl-2006-2007/arizona-coyotes-edmonton-oilers-CKNaPxPF/
16/Dec,Arizona Coyotes,3,6,Calgary Flames,usa/nhl-2006-2007/arizona-coyotes-calgary-flames-QktFDuQ3/
11/Dec,San Jose Sharks,4,0,Arizona Coyotes,usa/nhl-2006-2007/san-jose-sharks-arizona-coyotes-QT4v12tb/
09/Dec,Arizona Coyotes,3,4,Dallas Stars,usa/nhl-2006-2007/arizona-coyotes-dallas-stars-AuXYqA56/
04/Dec,Arizona Coyotes,3,2,Nashville Predators,usa/nhl-2006-2007/arizona-coyotes-nashville-predators-INP8ueEK/
30/Nov,Arizona Coyotes,7,4,Los Angeles Kings,usa/nhl-2006-2007/arizona-coyotes-los-angeles-kings-4pVUTcF8/
24/Nov,Minnesota Wild,4,0,Arizona Coyotes,usa/nhl-2006-2007/minnesota-wild-arizona-coyotes-nsQQSdDH/
22/Nov,Arizona Coyotes,3,1,New Jersey Devils,usa/nhl-2006-2007/arizona-coyotes-new-jersey-devils-OKOcwLS7/
19/Nov,Anaheim Ducks,6,4,Arizona Coyotes,usa/nhl-2006-2007/anaheim-ducks-arizona-coyotes-vH0mFwqI/
18/Nov,Los Angeles Kings,5,3,Arizona Coyotes,usa/nhl-2006-2007/los-angeles-kings-arizona-coyotes-bLXDVbTb/
14/Nov,Arizona Coyotes,4,3,Minnesota Wild,usa/nhl-2006-2007/arizona-coyotes-minnesota-wild-OpfFg5Gs/
11/Nov,Arizona Coyotes,1,2,San Jose Sharks,usa/nhl-2006-2007/arizona-coyotes-san-jose-sharks-dtsmjW9k/
09/Nov,Arizona Coyotes,0,1,Dallas Stars,usa/nhl-2006-2007/arizona-coyotes-dallas-stars-IRad0GXd/
04/Nov,Arizona Coyotes,6,4,Los Angeles Kings,usa/nhl-2006-2007/arizona-coyotes-los-angeles-kings-IBBYpyY9/
03/Nov,Anaheim Ducks,6,2,Arizona Coyotes,usa/nhl-2006-2007/anaheim-ducks-arizona-coyotes-ddNPnc3c/
28/Oct,Arizona Coyotes,3,7,New York Rangers,usa/nhl-2006-2007/arizona-coyotes-new-york-rangers-z5DYh6R1/
26/Oct,Arizona Coyotes,6,2,Edmonton Oilers,usa/nhl-2006-2007/arizona-coyotes-edmonton-oilers-U7O9LK4b/
24/Oct,Calgary Flames,6,1,Arizona Coyotes,usa/nhl-2006-2007/calgary-flames-arizona-coyotes-MNl5MuYf/
23/Oct,Edmonton Oilers,5,2,Arizona Coyotes,usa/nhl-2006-2007/edmonton-oilers-arizona-coyotes-vaa0NLIl/
21/Oct,Arizona Coyotes,0,4,Dallas Stars,usa/nhl-2006-2007/arizona-coyotes-dallas-stars-S60MU3QE/
19/Oct,Arizona Coyotes,0,4,Los Angeles Kings,usa/nhl-2006-2007/arizona-coyotes-los-angeles-kings-jLZiFOQR/
14/Oct,Nashville Predators,4,1,Arizona Coyotes,usa/nhl-2006-2007/nashville-predators-arizona-coyotes-b7zBsp5d/
11/Oct,Detroit Red Wings,9,2,Arizona Coyotes,usa/nhl-2006-2007/detroit-red-wings-arizona-coyotes-M7rw2EjB/
07/Oct,Arizona Coyotes,1,2,Anaheim Ducks,usa/nhl-2006-2007/arizona-coyotes-anaheim-ducks-UDJaleMB/
05/Oct,Arizona Coyotes,6,3,New York Islanders,usa/nhl-2006-2007/arizona-coyotes-new-york-islanders-r7jSScjr/
15/Apr,Nashville Predators,5,1,Arizona Coyotes,usa/nhl-2005-2006/nashville-predators-arizona-coyotes-IVc1D3Y4/
13/Apr,Arizona Coyotes,3,0,Los Angeles Kings,usa/nhl-2005-2006/arizona-coyotes-los-angeles-kings-QwjZ9URC/
10/Apr,Arizona Coyotes,2,3,San Jose Sharks,usa/nhl-2005-2006/arizona-coyotes-san-jose-sharks-dxNs1Zrr/
08/Apr,Arizona Coyotes,2,3,Dallas Stars,usa/nhl-2005-2006/arizona-coyotes-dallas-stars-WtzMqYD7/
03/Apr,Edmonton Oilers,7,1,Arizona Coyotes,usa/nhl-2005-2006/edmonton-oilers-arizona-coyotes-MskrrLx3/
01/Apr,San Jose Sharks,3,4,Arizona Coyotes,usa/nhl-2005-2006/san-jose-sharks-arizona-coyotes-lWsCuSG4/
30/Mar,San Jose Sharks,2,5,Arizona Coyotes,usa/nhl-2005-2006/san-jose-sharks-arizona-coyotes-Sn0vqt6a/
28/Mar,Arizona Coyotes,5,3,Nashville Predators,usa/nhl-2005-2006/arizona-coyotes-nashville-predators-v3u1VMy0/
25/Mar,Arizona Coyotes,2,5,Anaheim Ducks,usa/nhl-2005-2006/arizona-coyotes-anaheim-ducks-0b1OH370/
16/Mar,Nashville Predators,2,0,Arizona Coyotes,usa/nhl-2005-2006/nashville-predators-arizona-coyotes-GpIv1KQi/
14/Mar,Los Angeles Kings,2,6,Arizona Coyotes,usa/nhl-2005-2006/los-angeles-kings-arizona-coyotes-0dlQscQT/
12/Mar,Anaheim Ducks,5,2,Arizona Coyotes,usa/nhl-2005-2006/anaheim-ducks-arizona-coyotes-rux4lssn/
11/Mar,Arizona Coyotes,3,5,Anaheim Ducks,usa/nhl-2005-2006/arizona-coyotes-anaheim-ducks-hA9sXuCB/
07/Mar,Detroit Red Wings,2,5,Arizona Coyotes,usa/nhl-2005-2006/detroit-red-wings-arizona-coyotes-UeYTH967/
04/Mar,Arizona Coyotes,3,7,Detroit Red Wings,usa/nhl-2005-2006/arizona-coyotes-detroit-red-wings-zZdYSZE8/
02/Mar,Arizona Coyotes,6,2,Dallas Stars,usa/nhl-2005-2006/arizona-coyotes-dallas-stars-Uc95V7J9/
12/Feb,Arizona Coyotes,4,5,San Jose Sharks,usa/nhl-2005-2006/arizona-coyotes-san-jose-sharks-fueNIUZ3/
09/Feb,Arizona Coyotes,1,5,Dallas Stars,usa/nhl-2005-2006/arizona-coyotes-dallas-stars-zD5ZJJEt/
04/Feb,Arizona Coyotes,4,6,Minnesota Wild,usa/nhl-2005-2006/arizona-coyotes-minnesota-wild-hEqVi1Vm/
02/Feb,Arizona Coyotes,2,1,Los Angeles Kings,usa/nhl-2005-2006/arizona-coyotes-los-angeles-kings-I1IaxMV0/
29/Jan,Arizona Coyotes,3,4,Edmonton Oilers,usa/nhl-2005-2006/arizona-coyotes-edmonton-oilers-WOStqXnG/
28/Jan,Arizona Coyotes,6,2,San Jose Sharks,usa/nhl-2005-2006/arizona-coyotes-san-jose-sharks-r3zUoZ2c/
24/Jan,Minnesota Wild,3,2,Arizona Coyotes,usa/nhl-2005-2006/minnesota-wild-arizona-coyotes-OxSSIzZA/
23/Jan,Dallas Stars,4,1,Arizona Coyotes,usa/nhl-2005-2006/dallas-stars-arizona-coyotes-Kjt32FlU/
21/Jan,Arizona Coyotes,4,3,Edmonton Oilers,usa/nhl-2005-2006/arizona-coyotes-edmonton-oilers-pYmj5H4B/
19/Jan,Arizona Coyotes,6,3,Florida Panthers,usa/nhl-2005-2006/arizona-coyotes-florida-panthers-hhY9HRF1/
14/Jan,Toronto Maple Leafs,3,4,Arizona Coyotes,usa/nhl-2005-2006/toronto-maple-leafs-arizona-coyotes-WMa4E13h/
12/Jan,Buffalo Sabres,1,2,Arizona Coyotes,usa/nhl-2005-2006/buffalo-sabres-arizona-coyotes-Cb4do3Z5/
10/Jan,Ottawa Senators,7,2,Arizona Coyotes,usa/nhl-2005-2006/ottawa-senators-arizona-coyotes-tGDGpWre/
05/Jan,Los Angeles Kings,4,0,Arizona Coyotes,usa/nhl-2005-2006/los-angeles-kings-arizona-coyotes-8jVbFtBL/
29/Dec,Arizona Coyotes,6,5,Los Angeles Kings,usa/nhl-2005-2006/arizona-coyotes-los-angeles-kings-bscuUrLj/
28/Dec,San Jose Sharks,4,5,Arizona Coyotes,usa/nhl-2005-2006/san-jose-sharks-arizona-coyotes-KjbyVO5p/
23/Dec,Dallas Stars,2,3,Arizona Coyotes,usa/nhl-2005-2006/dallas-stars-arizona-coyotes-fRBpqIUP/
22/Dec,Arizona Coyotes,2,1,San Jose Sharks,usa/nhl-2005-2006/arizona-coyotes-san-jose-sharks-h2RoOGh0/
17/Dec,Los Angeles Kings,4,1,Arizona Coyotes,usa/nhl-2005-2006/los-angeles-kings-arizona-coyotes-WAJLJ11E/
15/Dec,Arizona Coyotes,1,3,Tampa Bay Lightning,usa/nhl-2005-2006/arizona-coyotes-tampa-bay-lightning-vDUbtHi9/
05/Dec,Arizona Coyotes,5,2,Winnipeg Jets,usa/nhl-2005-2006/arizona-coyotes-winnipeg-jets-vFXwcoGR/
03/Dec,Arizona Coyotes,8,4,Carolina Hurricanes,usa/nhl-2005-2006/arizona-coyotes-carolina-hurricanes-xUyvv69k/
30/Nov,Anaheim Ducks,6,1,Arizona Coyotes,usa/nhl-2005-2006/anaheim-ducks-arizona-coyotes-Wlro7OH8/
25/Nov,Dallas Stars,1,4,Arizona Coyotes,usa/nhl-2005-2006/dallas-stars-arizona-coyotes-zsPw730B/
22/Nov,Arizona Coyotes,1,2,Anaheim Ducks,usa/nhl-2005-2006/arizona-coyotes-anaheim-ducks-hb7mdnng/
19/Nov,San Jose Sharks,3,4,Arizona Coyotes,usa/nhl-2005-2006/san-jose-sharks-arizona-coyotes-O8bVuR1C/
05/Nov,Detroit Red Wings,1,4,Arizona Coyotes,usa/nhl-2005-2006/detroit-red-wings-arizona-coyotes-IkhaDpMi/
03/Nov,Arizona Coyotes,4,0,Los Angeles Kings,usa/nhl-2005-2006/arizona-coyotes-los-angeles-kings-CUMQbo7b/
30/Oct,Anaheim Ducks,3,2,Arizona Coyotes,usa/nhl-2005-2006/anaheim-ducks-arizona-coyotes-GpIsaf1s/
29/Oct,Arizona Coyotes,3,5,Dallas Stars,usa/nhl-2005-2006/arizona-coyotes-dallas-stars-46lPtDoD/
27/Oct,Arizona Coyotes,3,2,Calgary Flames,usa/nhl-2005-2006/arizona-coyotes-calgary-flames-ptjyhwfE/
17/Oct,Calgary Flames,0,2,Arizona Coyotes,usa/nhl-2005-2006/calgary-flames-arizona-coyotes-jNbHWmCU/
15/Oct,Arizona Coyotes,0,2,Detroit Red Wings,usa/nhl-2005-2006/arizona-coyotes-detroit-red-wings-EuAmwYSn/
13/Oct,Arizona Coyotes,4,5,Nashville Predators,usa/nhl-2005-2006/arizona-coyotes-nashville-predators-CCmINhTa/
11/Oct,Dallas Stars,3,2,Arizona Coyotes,usa/nhl-2005-2006/dallas-stars-arizona-coyotes-EHLi7XrJ/
08/Oct,Arizona Coyotes,2,1,Minnesota Wild,usa/nhl-2005-2006/arizona-coyotes-minnesota-wild-fgWhJwxE/
06/Oct,Los Angeles Kings,3,2,Arizona Coyotes,usa/nhl-2005-2006/los-angeles-kings-arizona-coyotes-nVZdaIpr/
31/Mar,Calgary Flames,1,0,Arizona Coyotes,usa/nhl-2003-2004/calgary-flames-arizona-coyotes-jwuTceQF/
28/Mar,Edmonton Oilers,4,2,Arizona Coyotes,usa/nhl-2003-2004/edmonton-oilers-arizona-coyotes-Mq8wmvCc/
26/Mar,Arizona Coyotes,0,3,San Jose Sharks,usa/nhl-2003-2004/arizona-coyotes-san-jose-sharks-xELRcWPs/
24/Mar,Arizona Coyotes,0,4,Calgary Flames,usa/nhl-2003-2004/arizona-coyotes-calgary-flames-jqdYKLS4/
22/Mar,Minnesota Wild,2,3,Arizona Coyotes,usa/nhl-2003-2004/minnesota-wild-arizona-coyotes-rc5JQjaQ/
18/Mar,Arizona Coyotes,1,1,Detroit Red Wings,usa/nhl-2003-2004/arizona-coyotes-detroit-red-wings-nyJ9eprd/
16/Mar,Arizona Coyotes,2,3,Anaheim Ducks,usa/nhl-2003-2004/arizona-coyotes-anaheim-ducks-thwAukAD/
10/Mar,Arizona Coyotes,1,3,Los Angeles Kings,usa/nhl-2003-2004/arizona-coyotes-los-angeles-kings-fyybriQf/
09/Mar,Los Angeles Kings,3,2,Arizona Coyotes,usa/nhl-2003-2004/los-angeles-kings-arizona-coyotes-CCogqXAl/
07/Mar,Arizona Coyotes,1,1,Minnesota Wild,usa/nhl-2003-2004/arizona-coyotes-minnesota-wild-hvPMAMn7/
02/Mar,Edmonton Oilers,5,4,Arizona Coyotes,usa/nhl-2003-2004/edmonton-oilers-arizona-coyotes-bFYkiyjH/
29/Feb,Calgary Flames,4,2,Arizona Coyotes,usa/nhl-2003-2004/calgary-flames-arizona-coyotes-zylQduMu/
27/Feb,Arizona Coyotes,2,7,Edmonton Oilers,usa/nhl-2003-2004/arizona-coyotes-edmonton-oilers-IHGTevKl/
25/Feb,Arizona Coyotes,3,4,Pittsburgh Penguins,usa/nhl-2003-2004/arizona-coyotes-pittsburgh-penguins-Wnwmq1zq/
23/Feb,Arizona Coyotes,1,1,Anaheim Ducks,usa/nhl-2003-2004/arizona-coyotes-anaheim-ducks-8K4G4ssc/
21/Feb,Arizona Coyotes,2,8,Nashville Predators,usa/nhl-2003-2004/arizona-coyotes-nashville-predators-neZUxQD9/
18/Feb,Detroit Red Wings,5,2,Arizona Coyotes,usa/nhl-2003-2004/detroit-red-wings-arizona-coyotes-IsrGPFwg/
14/Feb,Arizona Coyotes,3,2,Dallas Stars,usa/nhl-2003-2004/arizona-coyotes-dallas-stars-dtybn0RS/
13/Feb,Arizona Coyotes,2,5,New York Islanders,usa/nhl-2003-2004/arizona-coyotes-new-york-islanders-KCatrIfD/
27/Sep,New York Islanders,5,1,New Jersey Devils,usa/nhl/new-york-islanders-new-jersey-devils-SrnqRgTb/
22/Sep,New Jersey Devils,2,4,New York Islanders,usa/nhl/new-jersey-devils-new-york-islanders-fVmyTFbn/
15/Apr,New Jersey Devils,1,4,New York Islanders,usa/nhl-2023-2024/new-jersey-devils-new-york-islanders-GYLiTWsF/
13/Apr,Philadelphia Flyers,1,0,New Jersey Devils,usa/nhl-2023-2024/philadelphia-flyers-new-jersey-devils-Sl1EFDDF/
11/Apr,Toronto Maple Leafs,5,6,New Jersey Devils,usa/nhl-2023-2024/toronto-maple-leafs-new-jersey-devils-Q5AXpd9H/
09/Apr,New Jersey Devils,2,5,Toronto Maple Leafs,usa/nhl-2023-2024/new-jersey-devils-toronto-maple-leafs-0bP7j0ut/
07/Apr,New Jersey Devils,2,3,Nashville Predators,usa/nhl-2023-2024/new-jersey-devils-nashville-predators-nakpga0o/
06/Apr,Ottawa Senators,3,4,New Jersey Devils,usa/nhl-2023-2024/ottawa-senators-new-jersey-devils-hYaUxsBt/
03/Apr,New York Rangers,4,3,New Jersey Devils,usa/nhl-2023-2024/new-york-rangers-new-jersey-devils-tpmxzQPs/
02/Apr,New Jersey Devils,3,6,Pittsburgh Penguins,usa/nhl-2023-2024/new-jersey-devils-pittsburgh-penguins-px81tSnE/
29/Mar,Buffalo Sabres,5,2,New Jersey Devils,usa/nhl-2023-2024/buffalo-sabres-new-jersey-devils-UNCkE93L/
26/Mar,Toronto Maple Leafs,3,6,New Jersey Devils,usa/nhl-2023-2024/toronto-maple-leafs-new-jersey-devils-ETZi9dYh/
24/Mar,New York Islanders,0,4,New Jersey Devils,usa/nhl-2023-2024/new-york-islanders-new-jersey-devils-AqJS2Lbh/
23/Mar,New Jersey Devils,2,5,Ottawa Senators,usa/nhl-2023-2024/new-jersey-devils-ottawa-senators-zPeFew4g/
21/Mar,New Jersey Devils,4,1,Winnipeg Jets,usa/nhl-2023-2024/new-jersey-devils-winnipeg-jets-GKShvxZI/
19/Mar,New Jersey Devils,5,2,Pittsburgh Penguins,usa/nhl-2023-2024/new-jersey-devils-pittsburgh-penguins-8MwxP5Gm/
17/Mar,Vegas Golden Knights,3,1,New Jersey Devils,usa/nhl-2023-2024/vegas-golden-knights-new-jersey-devils-0GUCOy57/
14/Mar,Dallas Stars,2,6,New Jersey Devils,usa/nhl-2023-2024/dallas-stars-new-jersey-devils-6RfkWS6G/
11/Mar,New York Rangers,3,1,New Jersey Devils,usa/nhl-2023-2024/new-york-rangers-new-jersey-devils-4SJGbloo/
09/Mar,New Jersey Devils,2,4,Carolina Hurricanes,usa/nhl-2023-2024/new-jersey-devils-carolina-hurricanes-hlE6jigO/
05/Mar,New Jersey Devils,3,5,Florida Panthers,usa/nhl-2023-2024/new-jersey-devils-florida-panthers-IkWz04QK/
03/Mar,Los Angeles Kings,5,1,New Jersey Devils,usa/nhl-2023-2024/los-angeles-kings-new-jersey-devils-M3nYuqZl/
01/Mar,Anaheim Ducks,4,3,New Jersey Devils,usa/nhl-2023-2024/anaheim-ducks-new-jersey-devils-8AgCnaaJ/
27/Feb,San Jose Sharks,2,7,New Jersey Devils,usa/nhl-2023-2024/san-jose-sharks-new-jersey-devils-YZkPmlvd/
25/Feb,New Jersey Devils,1,4,Tampa Bay Lightning,usa/nhl-2023-2024/new-jersey-devils-tampa-bay-lightning-YeJEsDHM/
22/Feb,New Jersey Devils,1,5,New York Rangers,usa/nhl-2023-2024/new-jersey-devils-new-york-rangers-bJ2KXylb/
17/Feb,New Jersey Devils,6,3,Philadelphia Flyers,usa/nhl-2023-2024/new-jersey-devils-philadelphia-flyers-SdPwP75Q/
15/Feb,New Jersey Devils,1,2,Los Angeles Kings,usa/nhl-2023-2024/new-jersey-devils-los-angeles-kings-KWa0BlyR/
13/Feb,Nashville Predators,2,4,New Jersey Devils,usa/nhl-2023-2024/nashville-predators-new-jersey-devils-h652jma1/
12/Feb,New Jersey Devils,3,1,Seattle Kraken,usa/nhl-2023-2024/new-jersey-devils-seattle-kraken-bqU61D72/
10/Feb,Carolina Hurricanes,1,0,New Jersey Devils,usa/nhl-2023-2024/carolina-hurricanes-new-jersey-devils-ANmCuWpq/
08/Feb,New Jersey Devils,3,5,Calgary Flames,usa/nhl-2023-2024/new-jersey-devils-calgary-flames-bVSKdDc7/
27/Jan,Tampa Bay Lightning,6,3,New Jersey Devils,usa/nhl-2023-2024/tampa-bay-lightning-new-jersey-devils-fkWGjyxm/
25/Jan,Carolina Hurricanes,3,2,New Jersey Devils,usa/nhl-2023-2024/carolina-hurricanes-new-jersey-devils-YuqGLGxD/
22/Jan,New Jersey Devils,6,5,Vegas Golden Knights,usa/nhl-2023-2024/new-jersey-devils-vegas-golden-knights-hlYeUmPF/
20/Jan,New Jersey Devils,2,6,Dallas Stars,usa/nhl-2023-2024/new-jersey-devils-dallas-stars-UZUytUGb/
13/Jan,Florida Panthers,1,4,New Jersey Devils,usa/nhl-2023-2024/florida-panthers-new-jersey-devils-02k61srq/
11/Jan,Tampa Bay Lightning,4,3,New Jersey Devils,usa/nhl-2023-2024/tampa-bay-lightning-new-jersey-devils-bZtw2gHd/
29/Dec,Ottawa Senators,2,6,New Jersey Devils,usa/nhl-2023-2024/ottawa-senators-new-jersey-devils-Ozwfz1ZF/
23/Dec,New Jersey Devils,3,2,Detroit Red Wings,usa/nhl-2023-2024/new-jersey-devils-detroit-red-wings-UNChCqvB/
21/Dec,New Jersey Devils,3,6,Edmonton Oilers,usa/nhl-2023-2024/new-jersey-devils-edmonton-oilers-tlTWMjaa/
19/Dec,New Jersey Devils,2,3,Philadelphia Flyers,usa/nhl-2023-2024/new-jersey-devils-philadelphia-flyers-nPjlpRfI/
17/Dec,New Jersey Devils,1,5,Anaheim Ducks,usa/nhl-2023-2024/new-jersey-devils-anaheim-ducks-QsYhBg0m/
10/Dec,Edmonton Oilers,4,1,New Jersey Devils,usa/nhl-2023-2024/edmonton-oilers-new-jersey-devils-xQkKDIo5/
09/Dec,Calgary Flames,2,4,New Jersey Devils,usa/nhl-2023-2024/calgary-flames-new-jersey-devils-dCHcdHGU/
07/Dec,Seattle Kraken,1,2,New Jersey Devils,usa/nhl-2023-2024/seattle-kraken-new-jersey-devils-IFHnw9l4/
01/Dec,New Jersey Devils,3,6,San Jose Sharks,usa/nhl-2023-2024/new-jersey-devils-san-jose-sharks-MXsWBBY7/
30/Nov,Philadelphia Flyers,3,4,New Jersey Devils,usa/nhl-2023-2024/philadelphia-flyers-new-jersey-devils-lQfqLFBL/
28/Nov,New Jersey Devils,5,4,New York Islanders,usa/nhl-2023-2024/new-jersey-devils-new-york-islanders-raxb9IC9/
25/Nov,New Jersey Devils,7,2,Buffalo Sabres,usa/nhl-2023-2024/new-jersey-devils-buffalo-sabres-v7JBcLDc/
22/Nov,Detroit Red Wings,4,0,New Jersey Devils,usa/nhl-2023-2024/detroit-red-wings-new-jersey-devils-nuH5rk8g/
18/Nov,New Jersey Devils,3,5,New York Rangers,usa/nhl-2023-2024/new-jersey-devils-new-york-rangers-YDCmxEoK/
16/Nov,Pittsburgh Penguins,2,5,New Jersey Devils,usa/nhl-2023-2024/pittsburgh-penguins-new-jersey-devils-GGQHOfHK/
14/Nov,Winnipeg Jets,6,3,New Jersey Devils,usa/nhl-2023-2024/winnipeg-jets-new-jersey-devils-h4nB4K7b/
02/Nov,Minnesota Wild,3,5,New Jersey Devils,usa/nhl-2023-2024/minnesota-wild-new-jersey-devils-G4MLY7mk/
29/Oct,New Jersey Devils,4,3,Minnesota Wild,usa/nhl-2023-2024/new-jersey-devils-minnesota-wild-WxlaVYtc/
27/Oct,New Jersey Devils,5,4,Buffalo Sabres,usa/nhl-2023-2024/new-jersey-devils-buffalo-sabres-fiwLHFCc/
20/Oct,New York Islanders,4,5,New Jersey Devils,usa/nhl-2023-2024/new-york-islanders-new-jersey-devils-dOV0eSaQ/
16/Oct,New Jersey Devils,3,4,Florida Panthers,usa/nhl-2023-2024/new-jersey-devils-florida-panthers-0INGOTOl/
12/Oct,New Jersey Devils,4,3,Detroit Red Wings,usa/nhl-2023-2024/new-jersey-devils-detroit-red-wings-x2mCPlho/
06/Oct,New York Islanders,0,3,New Jersey Devils,usa/nhl-2023-2024/new-york-islanders-new-jersey-devils-z3MMHlR6/
04/Oct,New Jersey Devils,5,2,New York Rangers,usa/nhl-2023-2024/new-jersey-devils-new-york-rangers-QyyHpVsR/
02/Oct,New Jersey Devils,6,5,New York Islanders,usa/nhl-2023-2024/new-jersey-devils-new-york-islanders-dCNIIUB0/
30/Sep,Philadelphia Flyers,2,3,New Jersey Devils,usa/nhl-2023-2024/philadelphia-flyers-new-jersey-devils-2kOEJAdf/
28/Sep,New York Rangers,2,3,New Jersey Devils,usa/nhl-2023-2024/new-york-rangers-new-jersey-devils-U9s8niDE/
25/Sep,New Jersey Devils,6,0,Philadelphia Flyers,usa/nhl-2023-2024/new-jersey-devils-philadelphia-flyers-jFKAKjsl/
11/May,Carolina Hurricanes,3,2,New Jersey Devils,usa/nhl-2022-2023/carolina-hurricanes-new-jersey-devils-2JFL7bSj/
09/May,New Jersey Devils,1,6,Carolina Hurricanes,usa/nhl-2022-2023/new-jersey-devils-carolina-hurricanes-fJaHJCJj/
07/May,New Jersey Devils,8,4,Carolina Hurricanes,usa/nhl-2022-2023/new-jersey-devils-carolina-hurricanes-dYtEKh4p/
05/May,Carolina Hurricanes,6,1,New Jersey Devils,usa/nhl-2022-2023/carolina-hurricanes-new-jersey-devils-ji4oPYeT/
03/May,Carolina Hurricanes,5,1,New Jersey Devils,usa/nhl-2022-2023/carolina-hurricanes-new-jersey-devils-C05sQEtN/
01/May,New Jersey Devils,4,0,New York Rangers,usa/nhl-2022-2023/new-jersey-devils-new-york-rangers-4dweQgrb/
29/Apr,New York Rangers,5,2,New Jersey Devils,usa/nhl-2022-2023/new-york-rangers-new-jersey-devils-nHSdMHek/
27/Apr,New Jersey Devils,4,0,New York Rangers,usa/nhl-2022-2023/new-jersey-devils-new-york-rangers-0IowAL2c/
24/Apr,New York Rangers,1,3,New Jersey Devils,usa/nhl-2022-2023/new-york-rangers-new-jersey-devils-IoGwHN8F/
22/Apr,New York Rangers,1,2,New Jersey Devils,usa/nhl-2022-2023/new-york-rangers-new-jersey-devils-veHZH3g9/
20/Apr,New Jersey Devils,1,5,New York Rangers,usa/nhl-2022-2023/new-jersey-devils-new-york-rangers-dbnEIM4f/
18/Apr,New Jersey Devils,1,5,New York Rangers,usa/nhl-2022-2023/new-jersey-devils-new-york-rangers-bwmtloZj/
11/Apr,New Jersey Devils,6,2,Buffalo Sabres,usa/nhl-2022-2023/new-jersey-devils-buffalo-sabres-4O1ZX0Su/
04/Apr,New Jersey Devils,5,1,Pittsburgh Penguins,usa/nhl-2022-2023/new-jersey-devils-pittsburgh-penguins-xbymCPlM/
02/Apr,Winnipeg Jets,6,1,New Jersey Devils,usa/nhl-2022-2023/winnipeg-jets-new-jersey-devils-phxWMPeB/
30/Mar,New Jersey Devils,2,1,New York Rangers,usa/nhl-2022-2023/new-jersey-devils-new-york-rangers-EsNhXTLN/
27/Mar,New York Islanders,5,1,New Jersey Devils,usa/nhl-2022-2023/new-york-islanders-new-jersey-devils-E3dDYI00/
25/Mar,New Jersey Devils,5,3,Ottawa Senators,usa/nhl-2022-2023/new-jersey-devils-ottawa-senators-CbOVGcTK/
24/Mar,Buffalo Sabres,5,4,New Jersey Devils,usa/nhl-2022-2023/buffalo-sabres-new-jersey-devils-nZmiTNOK/
21/Mar,New Jersey Devils,1,2,Minnesota Wild,usa/nhl-2022-2023/new-jersey-devils-minnesota-wild-4jW0I6A2/
19/Mar,Tampa Bay Lightning,2,5,New Jersey Devils,usa/nhl-2022-2023/tampa-bay-lightning-new-jersey-devils-zFtn15uS/
18/Mar,Florida Panthers,4,2,New Jersey Devils,usa/nhl-2022-2023/florida-panthers-new-jersey-devils-MgR70YlH/
16/Mar,New Jersey Devils,3,4,Tampa Bay Lightning,usa/nhl-2022-2023/new-jersey-devils-tampa-bay-lightning-p8GTnFKH/
14/Mar,New Jersey Devils,1,4,Tampa Bay Lightning,usa/nhl-2022-2023/new-jersey-devils-tampa-bay-lightning-MB0ljT9C/
12/Mar,New Jersey Devils,3,0,Carolina Hurricanes,usa/nhl-2022-2023/new-jersey-devils-carolina-hurricanes-27L6vHhA/
07/Mar,New Jersey Devils,3,4,Toronto Maple Leafs,usa/nhl-2022-2023/new-jersey-devils-toronto-maple-leafs-xpSRnf3K/
03/Mar,Vegas Golden Knights,4,3,New Jersey Devils,usa/nhl-2022-2023/vegas-golden-knights-new-jersey-devils-nP46pkK7/
25/Feb,New Jersey Devils,7,0,Philadelphia Flyers,usa/nhl-2022-2023/new-jersey-devils-philadelphia-flyers-StDsPshU/
23/Feb,New Jersey Devils,4,3,Los Angeles Kings,usa/nhl-2022-2023/new-jersey-devils-los-angeles-kings-2JN3DpgI/
19/Feb,New Jersey Devils,4,2,Winnipeg Jets,usa/nhl-2022-2023/new-jersey-devils-winnipeg-jets-6PNEeUpa/
18/Feb,Pittsburgh Penguins,2,5,New Jersey Devils,usa/nhl-2022-2023/pittsburgh-penguins-new-jersey-devils-GMBqGRi2/
11/Feb,Minnesota Wild,3,2,New Jersey Devils,usa/nhl-2022-2023/minnesota-wild-new-jersey-devils-z9HS2HHo/
09/Feb,New Jersey Devils,3,1,Seattle Kraken,usa/nhl-2022-2023/new-jersey-devils-seattle-kraken-8fewrstJ/
27/Jan,Dallas Stars,2,3,New Jersey Devils,usa/nhl-2022-2023/dallas-stars-new-jersey-devils-riEeuDAn/
26/Jan,Nashville Predators,6,4,New Jersey Devils,usa/nhl-2022-2023/nashville-predators-new-jersey-devils-40gMQDeg/
