date,team_1,team_2,score_1,score_2,result,tournament,game_url,avg_moneyline_1,avg_moneyline_2,high_moneyline_1,high_moneyline_2
22-09-2024,TB,TOR,4,3,1,MLB,usa/mlb/tampa-bay-rays-toronto-blue-jays-AXGumd0k/,-133,114,-125,120
21-09-2024,TB,TOR,3,2,1,MLB,usa/mlb/tampa-bay-rays-toronto-blue-jays-4fGqnGFe/,-138,119,-133,124
20-09-2024,TB,TOR,1,0,1,MLB,usa/mlb/tampa-bay-rays-toronto-blue-jays-2uZnozV1/,102,-118,108,-115
19-09-2024,TB,BOS,2,0,1,MLB,usa/mlb/tampa-bay-rays-boston-red-sox-nXdZexRT/,-101,-114,100,-109
18-09-2024,TB,BOS,1,2,0,MLB,usa/mlb/tampa-bay-rays-boston-red-sox-p8bu5F3p/,-114,-102,-108,108
17-09-2024,TB,BOS,8,3,1,MLB,usa/mlb/tampa-bay-rays-boston-red-sox-K0V9wzA9/,110,-128,119,-109
15-09-2024,CLE,TB,2,0,1,MLB,usa/mlb/cleveland-guardians-tampa-bay-rays-fZTleayC/,-124,107,-119,110
14-09-2024,CLE,TB,6,1,1,MLB,usa/mlb/cleveland-guardians-tampa-bay-rays-GAe6Ydod/,-140,121,-135,125
13-09-2024,CLE,TB,1,3,0,MLB,usa/mlb/cleveland-guardians-tampa-bay-rays-ARZ0BWr7/,-188,161,-182,175
12-09-2024,CLE,TB,2,5,0,MLB,usa/mlb/cleveland-guardians-tampa-bay-rays-jaAZPVc0/,-138,119,-132,129
11-09-2024,PHI,TB,3,2,1,MLB,usa/mlb/philadelphia-phillies-tampa-bay-rays-CCTyr4Jo/,-226,191,-196,212
10-09-2024,PHI,TB,9,4,1,MLB,usa/mlb/philadelphia-phillies-tampa-bay-rays-C6QRja2G/,-178,154,-161,165
09-09-2024,PHI,TB,2,1,1,MLB,usa/mlb/philadelphia-phillies-tampa-bay-rays-6To15bH9/,-197,169,-185,181
