date,team_1,team_2,score_1,score_2,result,tournament,game_url,avg_moneyline_1,avg_moneyline_2,high_moneyline_1,high_moneyline_2
22-09-2024,TB,TOR,4,3,1,MLB,usa/mlb/tampa-bay-rays-toronto-blue-jays-AXGumd0k/,-133,114,-125,120
21-09-2024,TB,TOR,3,2,1,MLB,usa/mlb/tampa-bay-rays-toronto-blue-jays-4fGqnGFe/,-138,119,-133,124
20-09-2024,TB,TOR,1,0,1,MLB,usa/mlb/tampa-bay-rays-toronto-blue-jays-2uZnozV1/,102,-118,108,-115
19-09-2024,TEX,TOR,0,4,0,MLB,usa/mlb/texas-rangers-toronto-blue-jays-4pDV9J72/,-134,116,-130,122
18-09-2024,TEX,TOR,2,0,1,MLB,usa/mlb/texas-rangers-toronto-blue-jays-ryCZ8wN8/,-112,-103,-108,108
17-09-2024,TEX,TOR,13,8,1,MLB,usa/mlb/texas-rangers-toronto-blue-jays-CAGw8cxF/,-133,115,-127,129
15-09-2024,TOR,STL,3,2,1,MLB,usa/mlb/toronto-blue-jays-st-louis-cardinals-j1Fs7HiL/,-122,105,-116,108
14-09-2024,TOR,STL,7,2,1,MLB,usa/mlb/toronto-blue-jays-st-louis-cardinals-AodE1eFr/,-127,110,-120,114
13-09-2024,TOR,STL,4,3,1,MLB,usa/mlb/toronto-blue-jays-st-louis-cardinals-EmMyPJmm/,-133,114,-128,120
11-09-2024,TOR,NYM,2,6,0,MLB,usa/mlb/toronto-blue-jays-new-york-mets-dCBtOw3g/,115,-132,122,-122
10-09-2024,TOR,NYM,6,2,1,MLB,usa/mlb/toronto-blue-jays-new-york-mets-z3ApNcIa/,109,-127,114,-123
09-09-2024,TOR,NYM,2,3,0,MLB,usa/mlb/toronto-blue-jays-new-york-mets-rT9lMHX5/,112,-130,120,-125
08-09-2024,ATL,TOR,4,3,1,MLB,usa/mlb/atlanta-braves-toronto-blue-jays-MJ8hLymC/,-268,226,-250,249
