Date,HomeTeam,AwayTeam,FTHG,FTAG,Season
07/06/2012,NYY,TB,3,7,MLB_2012
06/06/2012,NYY,TB,4,1,MLB_2012
05/06/2012,NYY,TB,7,0,MLB_2012
30/05/2012,TB,CHW,3,4,MLB_2012
29/05/2012,TB,CHW,2,7,MLB_2012
28/05/2012,TB,CHW,1,2,MLB_2012
27/05/2012,BOS,TB,3,4,MLB_2012
26/05/2012,BOS,TB,3,2,MLB_2012
25/05/2012,BOS,TB,4,7,MLB_2012
23/05/2012,TB,TOR,5,4,MLB_2012
22/05/2012,TB,TOR,8,5,MLB_2012
21/05/2012,TB,TOR,2,6,MLB_2012
17/05/2012,TB,BOS,3,5,MLB_2012
16/05/2012,TB,BOS,2,1,MLB_2012
15/05/2012,TOR,TB,3,4,MLB_2012
14/05/2012,TOR,TB,1,7,MLB_2012
10/05/2012,NYY,TB,5,3,MLB_2012
09/05/2012,NYY,TB,1,4,MLB_2012
08/05/2012,NYY,TB,5,3,MLB_2012
03/05/2012,TB,SEA,4,3,MLB_2012
02/05/2012,TB,SEA,5,4,MLB_2012
01/05/2012,TB,SEA,3,1,MLB_2012
30/04/2012,TB,SEA,3,2,MLB_2012
26/04/2012,TB,LAA,4,3,MLB_2012
25/04/2012,TB,LAA,3,2,MLB_2012
24/04/2012,TB,LAA,5,0,MLB_2012
22/04/2012,TB,MIN,6,2,MLB_2012
21/04/2012,TB,MIN,4,1,MLB_2012
20/04/2012,TB,MIN,4,5,MLB_2012
19/04/2012,TOR,TB,4,9,MLB_2012
18/04/2012,TOR,TB,2,12,MLB_2012
17/04/2012,TOR,TB,7,3,MLB_2012
16/04/2012,BOS,TB,0,1,MLB_2012
15/04/2012,BOS,TB,6,4,MLB_2012
14/04/2012,BOS,TB,13,5,MLB_2012
13/04/2012,BOS,TB,12,2,MLB_2012
08/04/2012,TB,NYY,3,0,MLB_2012
07/04/2012,TB,NYY,8,6,MLB_2012
06/04/2012,TB,NYY,7,6,MLB_2012
28/09/2011,TB,NYY,8,7,MLB_2011
27/09/2011,TB,NYY,5,3,MLB_2011
26/09/2011,TB,NYY,5,2,MLB_2011
25/09/2011,TB,TOR,5,2,MLB_2011
24/09/2011,TB,TOR,6,2,MLB_2011
23/09/2011,TB,TOR,1,5,MLB_2011
22/09/2011,NYY,TB,8,15,MLB_2011
21/09/2011,NYY,TB,4,2,MLB_2011
21/09/2011,NYY,TB,4,2,MLB_2011
20/09/2011,NYY,TB,5,0,MLB_2011
18/09/2011,BOS,TB,5,8,MLB_2011
17/09/2011,BOS,TB,3,4,MLB_2011
16/09/2011,BOS,TB,4,3,MLB_2011
15/09/2011,BOS,TB,2,9,MLB_2011
11/09/2011,TB,BOS,9,1,MLB_2011
10/09/2011,TB,BOS,6,5,MLB_2011
09/09/2011,TB,BOS,7,2,MLB_2011
29/08/2011,TOR,TB,7,3,MLB_2011
28/08/2011,TOR,TB,0,12,MLB_2011
27/08/2011,TOR,TB,5,6,MLB_2011
26/08/2011,TOR,TB,1,6,MLB_2011
21/08/2011,TB,SEA,8,7,MLB_2011
20/08/2011,TB,SEA,8,0,MLB_2011
19/08/2011,TB,SEA,3,2,MLB_2011
17/08/2011,BOS,TB,0,4,MLB_2011
16/08/2011,BOS,TB,2,6,MLB_2011
16/08/2011,BOS,TB,3,1,MLB_2011
13/08/2011,NYY,TB,9,2,MLB_2011
12/08/2011,NYY,TB,1,5,MLB_2011
04/08/2011,TB,TOR,7,6,MLB_2011
03/08/2011,TB,TOR,9,1,MLB_2011
02/08/2011,TB,TOR,1,3,MLB_2011
31/07/2011,SEA,TB,1,8,MLB_2011
30/07/2011,SEA,TB,3,2,MLB_2011
29/07/2011,SEA,TB,0,8,MLB_2011
21/07/2011,TB,NYY,2,1,MLB_2011
20/07/2011,TB,NYY,0,4,MLB_2011
19/07/2011,TB,NYY,3,2,MLB_2011
18/07/2011,TB,NYY,4,5,MLB_2011
17/07/2011,TB,BOS,0,1,MLB_2011
16/07/2011,TB,BOS,5,9,MLB_2011
15/07/2011,TB,BOS,9,6,MLB_2011
10/07/2011,NYY,TB,1,0,MLB_2011
09/07/2011,NYY,TB,5,4,MLB_2011
07/07/2011,NYY,TB,1,5,MLB_2011
06/07/2011,MIN,TB,5,12,MLB_2011
05/07/2011,MIN,TB,3,2,MLB_2011
04/07/2011,MIN,TB,7,0,MLB_2011
03/07/2011,TB,STL,8,3,MLB_2011
02/07/2011,TB,STL,5,1,MLB_2011
01/07/2011,TB,STL,3,5,MLB_2011
29/06/2011,TB,CIN,3,4,MLB_2011
28/06/2011,TB,CIN,4,3,MLB_2011
27/06/2011,TB,CIN,0,5,MLB_2011
26/06/2011,HOU,TB,10,14,MLB_2011
25/06/2011,HOU,TB,2,7,MLB_2011
24/06/2011,HOU,TB,1,5,MLB_2011
22/06/2011,MIL,TB,3,6,MLB_2011
21/06/2011,MIL,TB,5,1,MLB_2011
20/06/2011,MIL,TB,4,8,MLB_2011
19/06/2011,TB,MIA,2,1,MLB_2011
18/06/2011,TB,MIA,7,4,MLB_2011
17/06/2011,TB,MIA,5,1,MLB_2011
16/06/2011,TB,BOS,2,4,MLB_2011
15/06/2011,TB,BOS,0,3,MLB_2011
14/06/2011,TB,BOS,4,0,MLB_2011
08/06/2011,LAA,TB,3,4,MLB_2011
07/06/2011,LAA,TB,1,4,MLB_2011
06/06/2011,LAA,TB,1,5,MLB_2011
05/06/2011,SEA,TB,9,6,MLB_2011
04/06/2011,SEA,TB,2,3,MLB_2011
03/06/2011,SEA,TB,7,0,MLB_2011
02/06/2011,SEA,TB,8,2,MLB_2011
29/05/2011,TB,CLE,7,0,MLB_2011
28/05/2011,TB,CLE,3,7,MLB_2011
27/05/2011,TB,CLE,5,0,MLB_2011
22/05/2011,MIA,TB,0,4,MLB_2011
21/05/2011,MIA,TB,5,3,MLB_2011
20/05/2011,MIA,TB,5,3,MLB_2011
19/05/2011,TOR,TB,3,2,MLB_2011
18/05/2011,TOR,TB,5,6,MLB_2011
17/05/2011,TB,NYY,2,6,MLB_2011
16/05/2011,TB,NYY,6,5,MLB_2011
12/05/2011,CLE,TB,4,7,MLB_2011
11/05/2011,CLE,TB,2,8,MLB_2011
10/05/2011,CLE,TB,5,4,MLB_2011
05/05/2011,TB,TOR,3,1,MLB_2011
04/05/2011,TB,TOR,2,3,MLB_2011
03/05/2011,TB,TOR,3,2,MLB_2011
01/05/2011,TB,LAA,5,6,MLB_2011
30/04/2011,TB,LAA,2,1,MLB_2011
29/04/2011,TB,LAA,5,8,MLB_2011
28/04/2011,MIN,TB,1,6,MLB_2011
28/04/2011,MIN,TB,3,15,MLB_2011
27/04/2011,MIN,TB,2,8,MLB_2011
24/04/2011,TOR,TB,0,2,MLB_2011
23/04/2011,TOR,TB,4,6,MLB_2011
22/04/2011,TOR,TB,6,4,MLB_2011
21/04/2011,TB,CHW,2,9,MLB_2011
20/04/2011,TB,CHW,4,1,MLB_2011
19/04/2011,TB,CHW,2,1,MLB_2011
18/04/2011,TB,CHW,5,0,MLB_2011
17/04/2011,TB,MIN,2,4,MLB_2011
15/04/2011,TB,MIN,5,2,MLB_2011
14/04/2011,TB,MIN,4,3,MLB_2011
12/04/2011,BOS,TB,2,3,MLB_2011
11/04/2011,BOS,TB,5,16,MLB_2011
10/04/2011,CHW,TB,6,1,MLB_2011
09/04/2011,CHW,TB,4,2,MLB_2011
08/04/2011,CHW,TB,7,9,MLB_2011
07/04/2011,CHW,TB,5,1,MLB_2011
06/04/2011,TB,LAA,1,5,MLB_2011
05/04/2011,TB,LAA,3,5,MLB_2011
26/09/2010,TB,SEA,2,6,MLB_2010
25/09/2010,TB,SEA,9,1,MLB_2010
24/09/2010,TB,SEA,5,3,MLB_2010
23/09/2010,NYY,TB,3,10,MLB_2010
22/09/2010,NYY,TB,2,7,MLB_2010
21/09/2010,NYY,TB,8,3,MLB_2010
20/09/2010,NYY,TB,8,6,MLB_2010
19/09/2010,TB,LAA,3,6,MLB_2010
18/09/2010,TB,LAA,4,3,MLB_2010
17/09/2010,TB,LAA,3,4,MLB_2010
15/09/2010,TB,NYY,4,3,MLB_2010
14/09/2010,TB,NYY,7,8,MLB_2010
13/09/2010,TB,NYY,1,0,MLB_2010
12/09/2010,TOR,TB,5,4,MLB_2010
11/09/2010,TOR,TB,1,13,MLB_2010
10/09/2010,TOR,TB,8,9,MLB_2010
08/09/2010,BOS,TB,11,5,MLB_2010
07/09/2010,BOS,TB,5,14,MLB_2010
06/09/2010,BOS,TB,12,5,MLB_2010
01/09/2010,TB,TOR,2,1,MLB_2010
31/08/2010,TB,TOR,5,13,MLB_2010
30/08/2010,TB,TOR,6,2,MLB_2010
29/08/2010,TB,BOS,5,3,MLB_2010
28/08/2010,TB,BOS,3,2,MLB_2010
27/08/2010,TB,BOS,1,3,MLB_2010
25/08/2010,LAA,TB,12,3,MLB_2010
24/08/2010,LAA,TB,3,10,MLB_2010
23/08/2010,LAA,TB,3,4,MLB_2010
08/08/2010,TOR,TB,1,0,MLB_2010
07/08/2010,TOR,TB,17,11,MLB_2010
06/08/2010,TOR,TB,2,1,MLB_2010
05/08/2010,TB,MIN,6,8,MLB_2010
04/08/2010,TB,MIN,1,2,MLB_2010
03/08/2010,TB,MIN,6,4,MLB_2010
02/08/2010,TB,MIN,4,2,MLB_2010
01/08/2010,TB,NYY,3,0,MLB_2010
31/07/2010,TB,NYY,4,5,MLB_2010
30/07/2010,TB,NYY,3,2,MLB_2010
25/07/2010,CLE,TB,2,4,MLB_2010
24/07/2010,CLE,TB,3,6,MLB_2010
23/07/2010,CLE,TB,3,1,MLB_2010
18/07/2010,NYY,TB,9,5,MLB_2010
17/07/2010,NYY,TB,5,10,MLB_2010
16/07/2010,NYY,TB,5,4,MLB_2010
11/07/2010,TB,CLE,6,5,MLB_2010
10/07/2010,TB,CLE,4,0,MLB_2010
09/07/2010,TB,CLE,3,9,MLB_2010
08/07/2010,TB,CLE,5,2,MLB_2010
07/07/2010,TB,BOS,6,4,MLB_2010
06/07/2010,TB,BOS,3,2,MLB_2010
05/07/2010,TB,BOS,6,5,MLB_2010
04/07/2010,MIN,TB,4,7,MLB_2010
03/07/2010,MIN,TB,6,8,MLB_2010
02/07/2010,MIN,TB,2,1,MLB_2010
01/07/2010,MIN,TB,4,5,MLB_2010
30/06/2010,BOS,TB,4,9,MLB_2010
29/06/2010,BOS,TB,8,5,MLB_2010
20/06/2010,MIA,TB,4,1,MLB_2010
19/06/2010,MIA,TB,8,9,MLB_2010
18/06/2010,MIA,TB,7,4,MLB_2010
13/06/2010,TB,MIA,1,6,MLB_2010
12/06/2010,TB,MIA,6,5,MLB_2010
11/06/2010,TB,MIA,9,14,MLB_2010
09/06/2010,TB,TOR,10,1,MLB_2010
08/06/2010,TB,TOR,9,0,MLB_2010
02/06/2010,TOR,TB,3,7,MLB_2010
01/06/2010,TOR,TB,6,7,MLB_2010
31/05/2010,TOR,TB,3,2,MLB_2010
30/05/2010,TB,CHW,5,8,MLB_2010
29/05/2010,TB,CHW,8,5,MLB_2010
28/05/2010,TB,CHW,2,4,MLB_2010
27/05/2010,TB,CHW,5,1,MLB_2010
26/05/2010,TB,BOS,3,11,MLB_2010
25/05/2010,TB,BOS,0,2,MLB_2010
24/05/2010,TB,BOS,1,6,MLB_2010
23/05/2010,HOU,TB,6,10,MLB_2010
22/05/2010,HOU,TB,2,4,MLB_2010
21/05/2010,HOU,TB,2,1,MLB_2010
20/05/2010,NYY,TB,6,8,MLB_2010
19/05/2010,NYY,TB,6,10,MLB_2010
18/05/2010,TB,CLE,6,2,MLB_2010
17/05/2010,TB,CLE,4,3,MLB_2010
16/05/2010,TB,SEA,2,1,MLB_2010
15/05/2010,TB,SEA,3,2,MLB_2010
14/05/2010,TB,SEA,3,4,MLB_2010
12/05/2010,LAA,TB,3,4,MLB_2010
11/05/2010,LAA,TB,2,7,MLB_2010
10/05/2010,LAA,TB,5,4,MLB_2010
06/05/2010,SEA,TB,0,8,MLB_2010
05/05/2010,SEA,TB,3,8,MLB_2010
04/05/2010,SEA,TB,2,5,MLB_2010
25/04/2010,TB,TOR,6,0,MLB_2010
24/04/2010,TB,TOR,9,3,MLB_2010
23/04/2010,TB,TOR,5,6,MLB_2010
22/04/2010,CHW,TB,2,10,MLB_2010
21/04/2010,CHW,TB,0,12,MLB_2010
20/04/2010,CHW,TB,4,1,MLB_2010
19/04/2010,BOS,TB,2,8,MLB_2010
18/04/2010,BOS,TB,1,7,MLB_2010
17/04/2010,BOS,TB,1,3,MLB_2010
11/04/2010,TB,NYY,3,7,MLB_2010
10/04/2010,TB,NYY,0,10,MLB_2010
09/04/2010,TB,NYY,9,3,MLB_2010
04/10/2009,TB,NYY,2,10,MLB_2009
03/10/2009,TB,NYY,5,3,MLB_2009
02/10/2009,TB,NYY,13,4,MLB_2009
23/09/2009,TB,SEA,5,4,MLB_2009
22/09/2009,TB,SEA,3,4,MLB_2009
20/09/2009,TB,TOR,3,1,MLB_2009
19/09/2009,TB,TOR,4,0,MLB_2009
18/09/2009,TB,TOR,11,4,MLB_2009
13/09/2009,BOS,TB,4,0,MLB_2009
13/09/2009,BOS,TB,3,1,MLB_2009
12/09/2009,BOS,TB,9,1,MLB_2009
09/09/2009,NYY,TB,4,2,MLB_2009
08/09/2009,NYY,TB,3,2,MLB_2009
07/09/2009,NYY,TB,11,1,MLB_2009
07/09/2009,NYY,TB,4,1,MLB_2009
03/09/2009,TB,BOS,3,6,MLB_2009
02/09/2009,TB,BOS,8,5,MLB_2009
01/09/2009,TB,BOS,4,8,MLB_2009
26/08/2009,TOR,TB,3,2,MLB_2009
25/08/2009,TOR,TB,3,7,MLB_2009
24/08/2009,TOR,TB,7,12,MLB_2009
16/08/2009,TB,TOR,5,2,MLB_2009
15/08/2009,TB,TOR,8,3,MLB_2009
14/08/2009,TB,TOR,2,5,MLB_2009
12/08/2009,LAA,TB,10,5,MLB_2009
11/08/2009,LAA,TB,6,0,MLB_2009
10/08/2009,LAA,TB,8,7,MLB_2009
09/08/2009,SEA,TB,11,2,MLB_2009
08/08/2009,SEA,TB,4,10,MLB_2009
07/08/2009,SEA,TB,7,6,MLB_2009
05/08/2009,TB,BOS,6,4,MLB_2009
04/08/2009,TB,BOS,4,2,MLB_2009
29/07/2009,TB,NYY,2,6,MLB_2009
28/07/2009,TB,NYY,6,2,MLB_2009
27/07/2009,TB,NYY,4,11,MLB_2009
26/07/2009,TOR,TB,5,1,MLB_2009
25/07/2009,TOR,TB,9,10,MLB_2009
24/07/2009,TOR,TB,2,4,MLB_2009
23/07/2009,CHW,TB,5,0,MLB_2009
22/07/2009,CHW,TB,4,3,MLB_2009
21/07/2009,CHW,TB,2,3,MLB_2009
20/07/2009,CHW,TB,4,3,MLB_2009
09/07/2009,TB,TOR,3,2,MLB_2009
08/07/2009,TB,TOR,10,9,MLB_2009
07/07/2009,TB,TOR,3,1,MLB_2009
01/07/2009,TOR,TB,5,0,MLB_2009
30/06/2009,TOR,TB,1,4,MLB_2009
29/06/2009,TOR,TB,1,4,MLB_2009
28/06/2009,TB,MIA,5,2,MLB_2009
27/06/2009,TB,MIA,3,2,MLB_2009
26/06/2009,TB,MIA,7,3,MLB_2009
25/06/2009,TB,PHI,10,4,MLB_2009
24/06/2009,TB,PHI,7,1,MLB_2009
23/06/2009,TB,PHI,1,10,MLB_2009
21/06/2009,NYM,TB,6,10,MLB_2009
20/06/2009,NYM,TB,1,3,MLB_2009
19/06/2009,NYM,TB,5,3,MLB_2009
18/06/2009,COL,TB,4,3,MLB_2009
17/06/2009,COL,TB,5,3,MLB_2009
16/06/2009,COL,TB,4,12,MLB_2009
14/06/2009,TB,WSH,5,4,MLB_2009
13/06/2009,TB,WSH,8,3,MLB_2009
12/06/2009,TB,WSH,4,3,MLB_2009
11/06/2009,TB,LAA,11,1,MLB_2009
10/06/2009,TB,LAA,9,5,MLB_2009
09/06/2009,TB,LAA,3,4,MLB_2009
08/06/2009,NYY,TB,5,3,MLB_2009
07/06/2009,NYY,TB,4,3,MLB_2009
06/06/2009,NYY,TB,7,9,MLB_2009
31/05/2009,TB,MIN,2,3,MLB_2009
30/05/2009,TB,MIN,5,2,MLB_2009
29/05/2009,TB,MIN,5,3,MLB_2009
28/05/2009,CLE,TB,2,1,MLB_2009
27/05/2009,CLE,TB,12,7,MLB_2009
26/05/2009,CLE,TB,5,1,MLB_2009
25/05/2009,CLE,TB,11,10,MLB_2009
24/05/2009,MIA,TB,5,4,MLB_2009
23/05/2009,MIA,TB,3,10,MLB_2009
22/05/2009,MIA,TB,2,15,MLB_2009
17/05/2009,TB,CLE,7,5,MLB_2009
16/05/2009,TB,CLE,4,2,MLB_2009
15/05/2009,TB,CLE,8,7,MLB_2009
14/05/2009,TB,CLE,7,11,MLB_2009
10/05/2009,BOS,TB,4,3,MLB_2009
09/05/2009,BOS,TB,5,14,MLB_2009
08/05/2009,BOS,TB,7,3,MLB_2009
07/05/2009,NYY,TB,6,8,MLB_2009
06/05/2009,NYY,TB,3,4,MLB_2009
03/05/2009,TB,BOS,5,3,MLB_2009
02/05/2009,TB,BOS,6,10,MLB_2009
01/05/2009,TB,BOS,6,2,MLB_2009
30/04/2009,TB,BOS,13,0,MLB_2009
29/04/2009,MIN,TB,8,3,MLB_2009
28/04/2009,MIN,TB,4,3,MLB_2009
27/04/2009,MIN,TB,1,7,MLB_2009
23/04/2009,SEA,TB,1,0,MLB_2009
22/04/2009,SEA,TB,3,9,MLB_2009
21/04/2009,SEA,TB,4,2,MLB_2009
19/04/2009,TB,CHW,2,12,MLB_2009
18/04/2009,TB,CHW,3,8,MLB_2009
17/04/2009,TB,CHW,6,5,MLB_2009
16/04/2009,TB,CHW,2,3,MLB_2009
15/04/2009,TB,NYY,3,4,MLB_2009
14/04/2009,TB,NYY,2,7,MLB_2009
13/04/2009,TB,NYY,15,5,MLB_2009
09/04/2009,BOS,TB,3,4,MLB_2009
08/04/2009,BOS,TB,2,7,MLB_2009
07/04/2009,BOS,TB,5,3,MLB_2009
29/10/2008,PHI,TB,4,3,MLB_2008
26/10/2008,PHI,TB,10,2,MLB_2008
25/10/2008,PHI,TB,5,4,MLB_2008
23/10/2008,TB,PHI,4,2,MLB_2008
22/10/2008,TB,PHI,2,3,MLB_2008
19/10/2008,TB,BOS,3,1,MLB_2008
18/10/2008,TB,BOS,2,4,MLB_2008
16/10/2008,BOS,TB,8,7,MLB_2008
14/10/2008,BOS,TB,4,13,MLB_2008
13/10/2008,BOS,TB,1,9,MLB_2008
11/10/2008,TB,BOS,9,8,MLB_2008
10/10/2008,TB,BOS,0,2,MLB_2008
06/10/2008,CHW,TB,2,6,MLB_2008
05/10/2008,CHW,TB,5,3,MLB_2008
02/10/2008,TB,CHW,6,4,MLB_2008
21/09/2008,TB,MIN,1,4,MLB_2008
20/09/2008,TB,MIN,7,2,MLB_2008
19/09/2008,TB,MIN,11,1,MLB_2008
18/09/2008,TB,MIN,8,11,MLB_2008
17/09/2008,TB,BOS,10,3,MLB_2008
16/09/2008,TB,BOS,2,1,MLB_2008
15/09/2008,TB,BOS,5,13,MLB_2008
14/09/2008,NYY,TB,8,4,MLB_2008
13/09/2008,NYY,TB,1,7,MLB_2008
10/09/2008,BOS,TB,2,4,MLB_2008
09/09/2008,BOS,TB,4,5,MLB_2008
08/09/2008,BOS,TB,3,0,MLB_2008
07/09/2008,TOR,TB,1,0,MLB_2008
06/09/2008,TOR,TB,7,4,MLB_2008
05/09/2008,TOR,TB,6,4,MLB_2008
04/09/2008,TB,NYY,7,5,MLB_2008
03/09/2008,TB,NYY,4,8,MLB_2008
02/09/2008,TB,NYY,2,7,MLB_2008
28/08/2008,TB,TOR,3,2,MLB_2008
27/08/2008,TB,TOR,1,0,MLB_2008
26/08/2008,TB,TOR,2,6,MLB_2008
24/08/2008,CHW,TB,6,5,MLB_2008
23/08/2008,CHW,TB,3,5,MLB_2008
22/08/2008,CHW,TB,4,9,MLB_2008
20/08/2008,TB,LAA,4,5,MLB_2008
19/08/2008,TB,LAA,4,2,MLB_2008
18/08/2008,TB,LAA,6,4,MLB_2008
10/08/2008,SEA,TB,3,11,MLB_2008
09/08/2008,SEA,TB,7,8,MLB_2008
08/08/2008,SEA,TB,3,5,MLB_2008
07/08/2008,SEA,TB,2,1,MLB_2008
06/08/2008,TB,CLE,10,7,MLB_2008
05/08/2008,TB,CLE,8,4,MLB_2008
04/08/2008,TB,CLE,2,5,MLB_2008
28/07/2008,TOR,TB,3,1,MLB_2008
19/07/2008,TB,TOR,6,4,MLB_2008
18/07/2008,TB,TOR,2,1,MLB_2008
13/07/2008,CLE,TB,5,2,MLB_2008
12/07/2008,CLE,TB,8,4,MLB_2008
11/07/2008,CLE,TB,5,0,MLB_2008
10/07/2008,CLE,TB,13,2,MLB_2008
09/07/2008,NYY,TB,2,1,MLB_2008
08/07/2008,NYY,TB,5,0,MLB_2008
02/07/2008,TB,BOS,7,6,MLB_2008
01/07/2008,TB,BOS,3,1,MLB_2008
30/06/2008,TB,BOS,5,4,MLB_2008
26/06/2008,MIA,TB,1,6,MLB_2008
25/06/2008,MIA,TB,3,15,MLB_2008
24/06/2008,MIA,TB,4,6,MLB_2008
22/06/2008,TB,HOU,2,3,MLB_2008
21/06/2008,TB,HOU,4,3,MLB_2008
20/06/2008,TB,HOU,3,4,MLB_2008
19/06/2008,TB,CHC,8,3,MLB_2008
18/06/2008,TB,CHC,5,4,MLB_2008
17/06/2008,TB,CHC,3,2,MLB_2008
14/06/2008,TB,MIA,4,1,MLB_2008
13/06/2008,TB,MIA,7,3,MLB_2008
10/06/2008,LAA,TB,6,1,MLB_2008
09/06/2008,LAA,TB,4,13,MLB_2008
05/06/2008,BOS,TB,7,1,MLB_2008
04/06/2008,BOS,TB,5,1,MLB_2008
03/06/2008,BOS,TB,7,4,MLB_2008
01/06/2008,TB,CHW,4,3,MLB_2008
31/05/2008,TB,CHW,2,0,MLB_2008
30/05/2008,TB,CHW,2,1,MLB_2008
29/05/2008,TB,CHW,1,5,MLB_2008
18/05/2008,STL,TB,5,4,MLB_2008
17/05/2008,STL,TB,9,8,MLB_2008
16/05/2008,STL,TB,1,3,MLB_2008
15/05/2008,TB,NYY,5,2,MLB_2008
14/05/2008,TB,NYY,1,2,MLB_2008
13/05/2008,TB,NYY,2,1,MLB_2008
12/05/2008,TB,NYY,7,1,MLB_2008
11/05/2008,TB,LAA,8,5,MLB_2008
10/05/2008,TB,LAA,2,0,MLB_2008
09/05/2008,TB,LAA,2,0,MLB_2008
08/05/2008,TOR,TB,3,8,MLB_2008
07/05/2008,TOR,TB,6,2,MLB_2008
06/05/2008,TOR,TB,4,5,MLB_2008
04/05/2008,BOS,TB,7,3,MLB_2008
03/05/2008,BOS,TB,12,4,MLB_2008
02/05/2008,BOS,TB,7,3,MLB_2008
27/04/2008,TB,BOS,3,0,MLB_2008
25/04/2008,TB,BOS,5,4,MLB_2008
24/04/2008,TB,TOR,5,3,MLB_2008
23/04/2008,TB,TOR,5,3,MLB_2008
22/04/2008,TB,TOR,6,4,MLB_2008
19/04/2008,TB,CHW,5,0,MLB_2008
18/04/2008,TB,CHW,2,9,MLB_2008
17/04/2008,MIN,TB,3,7,MLB_2008
16/04/2008,MIN,TB,6,5,MLB_2008
15/04/2008,TB,NYY,3,5,MLB_2008
14/04/2008,TB,NYY,7,8,MLB_2008
10/04/2008,TB,SEA,7,0,MLB_2008
09/04/2008,TB,SEA,1,7,MLB_2008
08/04/2008,TB,SEA,5,6,MLB_2008
07/04/2008,NYY,TB,6,1,MLB_2008
06/04/2008,NYY,TB,2,0,MLB_2008
05/04/2008,NYY,TB,3,6,MLB_2008
04/04/2008,NYY,TB,4,13,MLB_2008
29/09/2007,TOR,TB,5,3,MLB_2007
04/07/2007,BOS,TB,7,5,MLB_2007
01/07/2007,CLE,TB,3,2,MLB_2007
28/06/2007,TB,CHW,1,5,MLB_2007
27/06/2007,TB,CHW,3,5,MLB_2007
26/06/2007,TB,CHW,1,6,MLB_2007
25/06/2007,TB,CHW,4,5,MLB_2007
17/06/2007,COL,TB,4,7,MLB_2007
16/06/2007,COL,TB,10,5,MLB_2007
15/06/2007,COL,TB,12,2,MLB_2007
07/06/2007,TOR,TB,3,5,MLB_2007
05/06/2007,TOR,TB,12,11,MLB_2007
27/05/2007,CHW,TB,5,11,MLB_2007
24/05/2007,TB,SEA,13,12,MLB_2007
23/05/2007,TB,SEA,1,5,MLB_2007
22/05/2007,TB,SEA,2,5,MLB_2007
20/05/2007,TB,MIA,3,4,MLB_2007
19/05/2007,TB,MIA,2,7,MLB_2007
18/05/2007,TB,MIA,4,8,MLB_2007
13/05/2007,TOR,TB,1,2,MLB_2007
03/05/2007,TB,MIN,6,4,MLB_2007
02/05/2007,TB,MIN,4,3,MLB_2007
25/04/2007,LAA,TB,9,1,MLB_2007
22/04/2007,TB,CLE,4,6,MLB_2007
21/04/2007,TB,CLE,6,5,MLB_2007
15/04/2007,MIN,TB,4,6,MLB_2007
14/04/2007,MIN,TB,12,5,MLB_2007
12/04/2007,MIN,TB,3,2,MLB_2007
08/04/2007,TB,TOR,3,6,MLB_2007
07/04/2007,TB,TOR,5,8,MLB_2007
17/07/2006,MIN,TB,6,3,MLB_2006
01/10/2023,MIL,CHC,4,0,MLB_2023
30/09/2023,MIL,CHC,6,10,MLB_2023
29/09/2023,MIL,CHC,4,3,MLB_2023
28/09/2023,MIL,STL,3,0,MLB_2023
27/09/2023,MIL,STL,3,2,MLB_2023
26/09/2023,MIL,STL,1,4,MLB_2023
24/09/2023,MIA,MIL,6,1,MLB_2023
23/09/2023,MIA,MIL,5,4,MLB_2023
22/09/2023,MIA,MIL,1,16,MLB_2023
21/09/2023,STL,MIL,0,6,MLB_2023
20/09/2023,STL,MIL,2,8,MLB_2023
19/09/2023,STL,MIL,3,7,MLB_2023
18/09/2023,STL,MIL,1,0,MLB_2023
17/09/2023,MIL,WSH,1,2,MLB_2023
16/09/2023,MIL,WSH,9,5,MLB_2023
15/09/2023,MIL,WSH,5,3,MLB_2023
14/09/2023,MIL,MIA,4,2,MLB_2023
13/09/2023,MIL,MIA,0,2,MLB_2023
12/09/2023,MIL,MIA,3,1,MLB_2023
11/09/2023,MIL,MIA,12,0,MLB_2023
10/09/2023,NYY,MIL,4,3,MLB_2023
09/09/2023,NYY,MIL,2,9,MLB_2023
08/09/2023,NYY,MIL,2,8,MLB_2023
03/09/2023,MIL,PHI,2,4,MLB_2023
02/09/2023,MIL,PHI,7,5,MLB_2023
01/09/2023,MIL,PHI,7,5,MLB_2023
30/08/2023,CHC,MIL,3,2,MLB_2023
29/08/2023,CHC,MIL,1,0,MLB_2023
28/08/2023,CHC,MIL,2,6,MLB_2023
23/08/2023,MIL,MIN,8,7,MLB_2023
22/08/2023,MIL,MIN,7,3,MLB_2023
13/08/2023,CHW,MIL,3,7,MLB_2023
12/08/2023,CHW,MIL,2,3,MLB_2023
11/08/2023,CHW,MIL,6,7,MLB_2023
09/08/2023,MIL,COL,7,6,MLB_2023
08/08/2023,MIL,COL,3,7,MLB_2023
07/08/2023,MIL,COL,12,1,MLB_2023
02/08/2023,WSH,MIL,3,2,MLB_2023
01/08/2023,WSH,MIL,4,6,MLB_2023
31/07/2023,WSH,MIL,5,3,MLB_2023
26/07/2023,MIL,CIN,3,0,MLB_2023
25/07/2023,MIL,CIN,3,4,MLB_2023
24/07/2023,MIL,CIN,3,2,MLB_2023
20/07/2023,PHI,MIL,0,4,MLB_2023
19/07/2023,PHI,MIL,3,5,MLB_2023
18/07/2023,PHI,MIL,4,3,MLB_2023
16/07/2023,CIN,MIL,3,4,MLB_2023
15/07/2023,CIN,MIL,0,3,MLB_2023
