Date,HomeTeam,AwayTeam,FTHG,FTAG,Season
11/04/2013,SD,LAD,2,3,MLB_2013
10/04/2013,SD,LAD,3,4,MLB_2013
09/04/2013,SD,LAD,9,3,MLB_2013
07/04/2013,COL,SD,9,1,MLB_2013
06/04/2013,COL,SD,6,3,MLB_2013
05/04/2013,COL,SD,5,2,MLB_2013
04/04/2013,NYM,SD,1,2,MLB_2013
03/04/2013,NYM,SD,8,4,MLB_2013
01/04/2013,NYM,SD,11,2,MLB_2013
03/10/2012,MIL,SD,6,7,MLB_2012
02/10/2012,MIL,SD,4,3,MLB_2012
01/10/2012,MIL,SD,5,3,MLB_2012
30/09/2012,SD,SF,5,7,MLB_2012
29/09/2012,SD,SF,7,3,MLB_2012
28/09/2012,SD,SF,1,3,MLB_2012
27/09/2012,SD,LAD,4,8,MLB_2012
26/09/2012,SD,LAD,2,8,MLB_2012
25/09/2012,SD,LAD,2,1,MLB_2012
23/09/2012,SF,SD,4,6,MLB_2012
22/09/2012,SF,SD,8,4,MLB_2012
21/09/2012,SF,SD,5,1,MLB_2012
20/09/2012,ARI,SD,5,6,MLB_2012
19/09/2012,ARI,SD,6,2,MLB_2012
18/09/2012,ARI,SD,3,2,MLB_2012
16/09/2012,SD,COL,12,11,MLB_2012
15/09/2012,SD,COL,4,3,MLB_2012
14/09/2012,SD,COL,4,7,MLB_2012
12/09/2012,SD,STL,3,2,MLB_2012
11/09/2012,SD,STL,6,4,MLB_2012
10/09/2012,SD,STL,11,3,MLB_2012
09/09/2012,SD,ARI,8,2,MLB_2012
08/09/2012,SD,ARI,5,8,MLB_2012
07/09/2012,SD,ARI,6,5,MLB_2012
05/09/2012,LAD,SD,3,4,MLB_2012
04/09/2012,LAD,SD,3,6,MLB_2012
03/09/2012,LAD,SD,4,3,MLB_2012
02/09/2012,COL,SD,11,10,MLB_2012
01/09/2012,COL,SD,9,1,MLB_2012
31/08/2012,COL,SD,4,5,MLB_2012
29/08/2012,SD,ATL,8,2,MLB_2012
28/08/2012,SD,ATL,0,2,MLB_2012
27/08/2012,SD,ATL,3,0,MLB_2012
26/08/2012,ARI,SD,4,5,MLB_2012
25/08/2012,ARI,SD,3,9,MLB_2012
24/08/2012,ARI,SD,0,5,MLB_2012
19/08/2012,SD,SF,7,1,MLB_2012
18/08/2012,SD,SF,7,8,MLB_2012
17/08/2012,SD,SF,1,10,MLB_2012
16/08/2012,ATL,SD,6,0,MLB_2012
15/08/2012,ATL,SD,6,1,MLB_2012
14/08/2012,ATL,SD,6,0,MLB_2012
13/08/2012,ATL,SD,1,4,MLB_2012
08/08/2012,SD,CHC,2,0,MLB_2012
07/08/2012,SD,CHC,7,4,MLB_2012
06/08/2012,SD,CHC,2,0,MLB_2012
05/08/2012,SD,NYM,7,3,MLB_2012
04/08/2012,SD,NYM,2,6,MLB_2012
03/08/2012,SD,NYM,3,1,MLB_2012
02/08/2012,CIN,SD,9,4,MLB_2012
01/08/2012,CIN,SD,6,4,MLB_2012
31/07/2012,CIN,SD,7,6,MLB_2012
30/07/2012,CIN,SD,5,11,MLB_2012
29/07/2012,MIA,SD,5,4,MLB_2012
28/07/2012,MIA,SD,4,2,MLB_2012
27/07/2012,MIA,SD,2,7,MLB_2012
25/07/2012,SF,SD,3,6,MLB_2012
24/07/2012,SF,SD,3,2,MLB_2012
23/07/2012,SF,SD,7,1,MLB_2012
22/07/2012,SD,COL,3,2,MLB_2012
21/07/2012,SD,COL,6,8,MLB_2012
20/07/2012,SD,COL,9,5,MLB_2012
19/07/2012,SD,HOU,1,0,MLB_2012
18/07/2012,SD,HOU,8,4,MLB_2012
17/07/2012,SD,HOU,8,2,MLB_2012
16/07/2012,SD,HOU,0,2,MLB_2012
15/07/2012,LAD,SD,2,7,MLB_2012
14/07/2012,LAD,SD,6,7,MLB_2012
13/07/2012,LAD,SD,2,1,MLB_2012
08/07/2012,SD,CIN,2,4,MLB_2012
07/07/2012,SD,CIN,5,6,MLB_2012
06/07/2012,SD,CIN,0,6,MLB_2012
05/07/2012,SD,CIN,2,1,MLB_2012
04/07/2012,ARI,SD,6,8,MLB_2012
03/07/2012,ARI,SD,5,9,MLB_2012
02/07/2012,ARI,SD,2,6,MLB_2012
01/07/2012,COL,SD,0,2,MLB_2012
30/06/2012,COL,SD,4,8,MLB_2012
29/06/2012,COL,SD,10,2,MLB_2012
28/06/2012,HOU,SD,3,7,MLB_2012
27/06/2012,HOU,SD,1,0,MLB_2012
26/06/2012,HOU,SD,5,3,MLB_2012
25/06/2012,HOU,SD,7,8,MLB_2012
24/06/2012,SD,SEA,2,0,MLB_2012
23/06/2012,SD,SEA,1,5,MLB_2012
22/06/2012,SD,SEA,9,5,MLB_2012
20/06/2012,SD,TEX,2,4,MLB_2012
19/06/2012,SD,TEX,3,7,MLB_2012
18/06/2012,SD,TEX,1,2,MLB_2012
17/06/2012,OAK,SD,1,2,MLB_2012
16/06/2012,OAK,SD,6,4,MLB_2012
15/06/2012,OAK,SD,10,2,MLB_2012
14/06/2012,SEA,SD,2,6,MLB_2012
13/06/2012,SEA,SD,0,1,MLB_2012
12/06/2012,SEA,SD,4,5,MLB_2012
10/06/2012,MIL,SD,6,5,MLB_2012
09/06/2012,MIL,SD,2,5,MLB_2012
08/06/2012,MIL,SD,9,5,MLB_2012
07/06/2012,SD,SF,3,8,MLB_2012
06/06/2012,SD,SF,5,6,MLB_2012
05/06/2012,SD,SF,6,5,MLB_2012
03/06/2012,SD,ARI,0,6,MLB_2012
02/06/2012,SD,ARI,2,4,MLB_2012
01/06/2012,SD,ARI,7,1,MLB_2012
30/05/2012,CHC,SD,8,6,MLB_2012
29/05/2012,CHC,SD,5,3,MLB_2012
28/05/2012,CHC,SD,11,7,MLB_2012
27/05/2012,NYM,SD,2,0,MLB_2012
26/05/2012,NYM,SD,9,0,MLB_2012
25/05/2012,NYM,SD,6,1,MLB_2012
24/05/2012,NYM,SD,5,11,MLB_2012
23/05/2012,STL,SD,6,3,MLB_2012
22/05/2012,STL,SD,4,0,MLB_2012
21/05/2012,STL,SD,4,3,MLB_2012
20/05/2012,SD,LAA,3,2,MLB_2012
19/05/2012,SD,LAA,3,2,MLB_2012
18/05/2012,SD,LAA,2,7,MLB_2012
17/05/2012,SD,LAD,1,8,MLB_2012
16/05/2012,SD,LAD,4,2,MLB_2012
15/05/2012,WSH,SD,1,6,MLB_2012
14/05/2012,WSH,SD,8,5,MLB_2012
13/05/2012,PHI,SD,3,2,MLB_2012
12/05/2012,PHI,SD,1,2,MLB_2012
11/05/2012,PHI,SD,7,3,MLB_2012
09/05/2012,SD,COL,2,6,MLB_2012
08/05/2012,SD,COL,3,1,MLB_2012
07/05/2012,SD,COL,3,2,MLB_2012
06/05/2012,SD,MIA,3,6,MLB_2012
05/05/2012,SD,MIA,1,4,MLB_2012
04/05/2012,SD,MIA,8,9,MLB_2012
02/05/2012,SD,MIL,5,0,MLB_2012
01/05/2012,SD,MIL,2,0,MLB_2012
30/04/2012,SD,MIL,3,8,MLB_2012
29/04/2012,SF,SD,4,1,MLB_2012
28/04/2012,SF,SD,2,1,MLB_2012
27/04/2012,SF,SD,3,5,MLB_2012
26/04/2012,SD,WSH,2,1,MLB_2012
25/04/2012,SD,WSH,2,7,MLB_2012
24/04/2012,SD,WSH,1,3,MLB_2012
22/04/2012,SD,PHI,6,1,MLB_2012
21/04/2012,SD,PHI,5,1,MLB_2012
20/04/2012,SD,PHI,1,4,MLB_2012
19/04/2012,SD,PHI,0,2,MLB_2012
18/04/2012,COL,SD,8,4,MLB_2012
17/04/2012,COL,SD,5,3,MLB_2012
16/04/2012,COL,SD,1,7,MLB_2012
15/04/2012,LAD,SD,5,4,MLB_2012
14/04/2012,LAD,SD,6,1,MLB_2012
13/04/2012,LAD,SD,9,8,MLB_2012
12/04/2012,SD,ARI,1,3,MLB_2012
11/04/2012,SD,ARI,2,1,MLB_2012
10/04/2012,SD,ARI,2,4,MLB_2012
08/04/2012,SD,LAD,8,4,MLB_2012
07/04/2012,SD,LAD,5,6,MLB_2012
06/04/2012,SD,LAD,0,6,MLB_2012
05/04/2012,SD,LAD,3,5,MLB_2012
28/09/2011,SD,CHC,9,2,MLB_2011
27/09/2011,SD,CHC,2,6,MLB_2011
26/09/2011,SD,CHC,2,0,MLB_2011
25/09/2011,SD,LAD,2,6,MLB_2011
24/09/2011,SD,LAD,3,0,MLB_2011
23/09/2011,SD,LAD,0,2,MLB_2011
21/09/2011,COL,SD,0,4,MLB_2011
20/09/2011,COL,SD,1,2,MLB_2011
19/09/2011,COL,SD,2,8,MLB_2011
18/09/2011,SD,ARI,1,5,MLB_2011
17/09/2011,SD,ARI,3,1,MLB_2011
16/09/2011,SD,ARI,2,0,MLB_2011
14/09/2011,SF,SD,3,1,MLB_2011
13/09/2011,SF,SD,3,2,MLB_2011
12/09/2011,SF,SD,8,3,MLB_2011
11/09/2011,ARI,SD,6,7,MLB_2011
10/09/2011,ARI,SD,6,5,MLB_2011
09/09/2011,ARI,SD,3,2,MLB_2011
08/09/2011,ARI,SD,4,1,MLB_2011
07/09/2011,SD,SF,3,1,MLB_2011
06/09/2011,SD,SF,4,6,MLB_2011
05/09/2011,SD,SF,2,7,MLB_2011
04/09/2011,SD,COL,7,2,MLB_2011
03/09/2011,SD,COL,4,5,MLB_2011
02/09/2011,SD,COL,0,3,MLB_2011
31/08/2011,LAD,SD,4,2,MLB_2011
30/08/2011,LAD,SD,8,5,MLB_2011
29/08/2011,LAD,SD,4,1,MLB_2011
28/08/2011,ARI,SD,6,1,MLB_2011
27/08/2011,ARI,SD,3,1,MLB_2011
26/08/2011,ARI,SD,5,0,MLB_2011
24/08/2011,SF,SD,2,1,MLB_2011
23/08/2011,SF,SD,5,7,MLB_2011
21/08/2011,SD,MIA,4,3,MLB_2011
20/08/2011,SD,MIA,14,1,MLB_2011
19/08/2011,SD,MIA,4,3,MLB_2011
18/08/2011,SD,MIA,3,1,MLB_2011
17/08/2011,SD,NYM,3,7,MLB_2011
16/08/2011,SD,NYM,6,1,MLB_2011
15/08/2011,SD,NYM,4,5,MLB_2011
14/08/2011,CIN,SD,3,7,MLB_2011
13/08/2011,CIN,SD,13,1,MLB_2011
12/08/2011,CIN,SD,5,3,MLB_2011
11/08/2011,NYM,SD,2,3,MLB_2011
10/08/2011,NYM,SD,5,9,MLB_2011
09/08/2011,NYM,SD,5,4,MLB_2011
08/08/2011,NYM,SD,9,8,MLB_2011
03/08/2011,SD,LAD,3,0,MLB_2011
02/08/2011,SD,LAD,0,1,MLB_2011
01/08/2011,SD,LAD,2,6,MLB_2011
31/07/2011,SD,COL,8,3,MLB_2011
30/07/2011,SD,COL,6,10,MLB_2011
29/07/2011,SD,COL,2,3,MLB_2011
28/07/2011,SD,ARI,4,3,MLB_2011
27/07/2011,SD,ARI,3,4,MLB_2011
26/07/2011,SD,ARI,1,6,MLB_2011
25/07/2011,PHI,SD,4,5,MLB_2011
24/07/2011,PHI,SD,5,3,MLB_2011
23/07/2011,PHI,SD,8,6,MLB_2011
22/07/2011,PHI,SD,3,1,MLB_2011
21/07/2011,MIA,SD,3,5,MLB_2011
20/07/2011,MIA,SD,3,14,MLB_2011
19/07/2011,MIA,SD,0,4,MLB_2011
17/07/2011,SD,SF,3,4,MLB_2011
16/07/2011,SD,SF,11,3,MLB_2011
15/07/2011,SD,SF,1,6,MLB_2011
14/07/2011,SD,SF,2,6,MLB_2011
10/07/2011,LAD,SD,4,1,MLB_2011
09/07/2011,LAD,SD,1,0,MLB_2011
08/07/2011,LAD,SD,1,0,MLB_2011
07/07/2011,SF,SD,2,1,MLB_2011
06/07/2011,SF,SD,6,5,MLB_2011
05/07/2011,SF,SD,3,5,MLB_2011
04/07/2011,SF,SD,3,5,MLB_2011
03/07/2011,SEA,SD,3,1,MLB_2011
02/07/2011,SEA,SD,0,1,MLB_2011
01/07/2011,SEA,SD,6,0,MLB_2011
29/06/2011,SD,KC,4,1,MLB_2011
28/06/2011,SD,KC,4,2,MLB_2011
27/06/2011,SD,KC,4,3,MLB_2011
26/06/2011,SD,ATL,4,1,MLB_2011
25/06/2011,SD,ATL,1,10,MLB_2011
24/06/2011,SD,ATL,11,2,MLB_2011
22/06/2011,BOS,SD,1,5,MLB_2011
21/06/2011,BOS,SD,4,5,MLB_2011
20/06/2011,BOS,SD,14,5,MLB_2011
19/06/2011,MIN,SD,5,4,MLB_2011
18/06/2011,MIN,SD,1,0,MLB_2011
17/06/2011,MIN,SD,6,5,MLB_2011
15/06/2011,COL,SD,6,3,MLB_2011
14/06/2011,COL,SD,6,3,MLB_2011
13/06/2011,COL,SD,1,3,MLB_2011
12/06/2011,SD,WSH,0,2,MLB_2011
11/06/2011,SD,WSH,1,2,MLB_2011
10/06/2011,SD,WSH,1,2,MLB_2011
09/06/2011,SD,WSH,7,3,MLB_2011
08/06/2011,SD,COL,3,5,MLB_2011
07/06/2011,SD,COL,2,0,MLB_2011
06/06/2011,SD,COL,0,3,MLB_2011
05/06/2011,SD,HOU,7,2,MLB_2011
04/06/2011,SD,HOU,6,3,MLB_2011
03/06/2011,SD,HOU,3,1,MLB_2011
02/06/2011,SD,HOU,4,7,MLB_2011
01/06/2011,ATL,SD,4,3,MLB_2011
31/05/2011,ATL,SD,4,5,MLB_2011
30/05/2011,ATL,SD,2,3,MLB_2011
29/05/2011,WSH,SD,4,5,MLB_2011
28/05/2011,WSH,SD,1,2,MLB_2011
27/05/2011,WSH,SD,2,1,MLB_2011
25/05/2011,SD,STL,3,1,MLB_2011
24/05/2011,SD,STL,2,3,MLB_2011
23/05/2011,SD,STL,1,3,MLB_2011
22/05/2011,SD,SEA,1,6,MLB_2011
21/05/2011,SD,SEA,0,4,MLB_2011
20/05/2011,SD,SEA,1,4,MLB_2011
19/05/2011,SD,MIL,1,0,MLB_2011
18/05/2011,SD,MIL,2,5,MLB_2011
17/05/2011,ARI,SD,6,1,MLB_2011
16/05/2011,ARI,SD,4,8,MLB_2011
15/05/2011,COL,SD,2,8,MLB_2011
14/05/2011,COL,SD,7,9,MLB_2011
13/05/2011,COL,SD,12,7,MLB_2011
11/05/2011,MIL,SD,6,13,MLB_2011
10/05/2011,MIL,SD,8,6,MLB_2011
09/05/2011,MIL,SD,4,3,MLB_2011
08/05/2011,SD,ARI,4,3,MLB_2011
07/05/2011,SD,ARI,0,6,MLB_2011
06/05/2011,SD,ARI,4,3,MLB_2011
01/05/2011,LAD,SD,0,7,MLB_2011
30/04/2011,LAD,SD,2,5,MLB_2011
29/04/2011,LAD,SD,3,2,MLB_2011
27/04/2011,SD,ATL,0,7,MLB_2011
26/04/2011,SD,ATL,2,8,MLB_2011
25/04/2011,SD,ATL,5,3,MLB_2011
24/04/2011,SD,PHI,1,3,MLB_2011
23/04/2011,SD,PHI,2,4,MLB_2011
22/04/2011,SD,PHI,0,2,MLB_2011
21/04/2011,SD,PHI,0,3,MLB_2011
20/04/2011,CHC,SD,2,1,MLB_2011
18/04/2011,CHC,SD,1,0,MLB_2011
17/04/2011,HOU,SD,6,8,MLB_2011
16/04/2011,HOU,SD,5,3,MLB_2011
15/04/2011,HOU,SD,2,4,MLB_2011
14/04/2011,HOU,SD,1,0,MLB_2011
13/04/2011,SD,CIN,3,2,MLB_2011
12/04/2011,SD,CIN,2,8,MLB_2011
11/04/2011,SD,CIN,2,3,MLB_2011
10/04/2011,SD,LAD,7,2,MLB_2011
09/04/2011,SD,LAD,0,4,MLB_2011
06/04/2011,SD,SF,4,8,MLB_2011
05/04/2011,SD,SF,3,1,MLB_2011
03/04/2011,STL,SD,2,0,MLB_2011
02/04/2011,STL,SD,3,11,MLB_2011
31/03/2011,STL,SD,3,5,MLB_2011
03/10/2010,SF,SD,3,0,MLB_2010
02/10/2010,SF,SD,2,4,MLB_2010
01/10/2010,SF,SD,4,6,MLB_2010
30/09/2010,SD,CHC,0,1,MLB_2010
29/09/2010,SD,CHC,3,0,MLB_2010
28/09/2010,SD,CHC,2,5,MLB_2010
27/09/2010,SD,CHC,0,1,MLB_2010
26/09/2010,SD,CIN,2,12,MLB_2010
25/09/2010,SD,CIN,4,3,MLB_2010
24/09/2010,SD,CIN,4,3,MLB_2010
23/09/2010,LAD,SD,3,1,MLB_2010
22/09/2010,LAD,SD,1,3,MLB_2010
21/09/2010,LAD,SD,0,6,MLB_2010
19/09/2010,STL,SD,4,1,MLB_2010
18/09/2010,STL,SD,4,8,MLB_2010
17/09/2010,STL,SD,14,4,MLB_2010
16/09/2010,STL,SD,4,0,MLB_2010
15/09/2010,COL,SD,9,6,MLB_2010
14/09/2010,COL,SD,6,7,MLB_2010
13/09/2010,COL,SD,4,6,MLB_2010
12/09/2010,SD,SF,1,6,MLB_2010
11/09/2010,SD,SF,1,0,MLB_2010
10/09/2010,SD,SF,0,1,MLB_2010
09/09/2010,SD,SF,3,7,MLB_2010
08/09/2010,SD,LAD,4,0,MLB_2010
07/09/2010,SD,LAD,2,1,MLB_2010
06/09/2010,SD,LAD,4,2,MLB_2010
05/09/2010,SD,COL,2,4,MLB_2010
04/09/2010,SD,COL,2,6,MLB_2010
03/09/2010,SD,COL,3,4,MLB_2010
01/09/2010,ARI,SD,5,2,MLB_2010
31/08/2010,ARI,SD,7,4,MLB_2010
30/08/2010,ARI,SD,7,2,MLB_2010
29/08/2010,SD,PHI,0,5,MLB_2010
28/08/2010,SD,PHI,1,3,MLB_2010
27/08/2010,SD,PHI,2,3,MLB_2010
26/08/2010,SD,ARI,5,11,MLB_2010
25/08/2010,SD,ARI,9,3,MLB_2010
24/08/2010,SD,ARI,5,0,MLB_2010
22/08/2010,MIL,SD,3,7,MLB_2010
21/08/2010,MIL,SD,6,5,MLB_2010
20/08/2010,MIL,SD,10,6,MLB_2010
19/08/2010,CHC,SD,3,5,MLB_2010
18/08/2010,CHC,SD,1,5,MLB_2010
17/08/2010,CHC,SD,0,1,MLB_2010
16/08/2010,CHC,SD,5,9,MLB_2010
15/08/2010,SF,SD,2,8,MLB_2010
14/08/2010,SF,SD,3,2,MLB_2010
13/08/2010,SF,SD,2,3,MLB_2010
08/08/2010,ARI,SD,1,10,MLB_2010
07/08/2010,ARI,SD,6,5,MLB_2010
06/08/2010,ARI,SD,2,1,MLB_2010
05/08/2010,LAD,SD,0,5,MLB_2010
04/08/2010,LAD,SD,9,0,MLB_2010
03/08/2010,LAD,SD,2,1,MLB_2010
02/08/2010,LAD,SD,5,10,MLB_2010
01/08/2010,SD,MIA,5,4,MLB_2010
31/07/2010,SD,MIA,3,6,MLB_2010
30/07/2010,SD,MIA,2,4,MLB_2010
29/07/2010,SD,LAD,3,2,MLB_2010
28/07/2010,SD,LAD,6,1,MLB_2010
27/07/2010,SD,LAD,0,2,MLB_2010
22/07/2010,ATL,SD,8,0,MLB_2010
21/07/2010,ATL,SD,4,6,MLB_2010
20/07/2010,ATL,SD,4,1,MLB_2010
18/07/2010,SD,ARI,6,4,MLB_2010
17/07/2010,SD,ARI,8,5,MLB_2010
16/07/2010,SD,ARI,12,1,MLB_2010
11/07/2010,COL,SD,7,9,MLB_2010
10/07/2010,COL,SD,4,2,MLB_2010
09/07/2010,COL,SD,10,8,MLB_2010
08/07/2010,WSH,SD,1,7,MLB_2010
07/07/2010,WSH,SD,7,6,MLB_2010
06/07/2010,WSH,SD,6,5,MLB_2010
04/07/2010,SD,HOU,3,2,MLB_2010
03/07/2010,SD,HOU,1,0,MLB_2010
02/07/2010,SD,HOU,3,0,MLB_2010
01/07/2010,SD,HOU,3,6,MLB_2010
30/06/2010,SD,COL,13,3,MLB_2010
29/06/2010,SD,COL,3,6,MLB_2010
28/06/2010,SD,COL,6,10,MLB_2010
27/06/2010,MIA,SD,2,4,MLB_2010
26/06/2010,MIA,SD,1,2,MLB_2010
25/06/2010,MIA,SD,0,3,MLB_2010
24/06/2010,TB,SD,5,3,MLB_2010
23/06/2010,TB,SD,4,5,MLB_2010
22/06/2010,TB,SD,1,2,MLB_2010
20/06/2010,SD,BAL,9,4,MLB_2010
19/06/2010,SD,BAL,4,5,MLB_2010
18/06/2010,SD,BAL,3,2,MLB_2010
16/06/2010,SD,TOR,1,7,MLB_2010
15/06/2010,SD,TOR,8,2,MLB_2010
14/06/2010,SD,TOR,3,6,MLB_2010
13/06/2010,SD,SEA,2,4,MLB_2010
12/06/2010,SD,SEA,7,1,MLB_2010
11/06/2010,SD,SEA,4,3,MLB_2010
10/06/2010,NYM,SD,2,4,MLB_2010
08/06/2010,NYM,SD,2,1,MLB_2010
07/06/2010,PHI,SD,1,3,MLB_2010
06/06/2010,PHI,SD,5,6,MLB_2010
05/06/2010,PHI,SD,6,2,MLB_2010
04/06/2010,PHI,SD,3,2,MLB_2010
02/06/2010,SD,NYM,5,1,MLB_2010
01/06/2010,SD,NYM,2,4,MLB_2010
31/05/2010,SD,NYM,18,6,MLB_2010
30/05/2010,SD,WSH,3,2,MLB_2010
29/05/2010,SD,WSH,4,2,MLB_2010
28/05/2010,SD,WSH,3,5,MLB_2010
27/05/2010,SD,STL,3,8,MLB_2010
26/05/2010,SD,STL,2,1,MLB_2010
25/05/2010,SD,STL,1,0,MLB_2010
23/05/2010,SEA,SD,1,8,MLB_2010
22/05/2010,SEA,SD,1,2,MLB_2010
21/05/2010,SEA,SD,15,8,MLB_2010
20/05/2010,LAD,SD,4,1,MLB_2010
19/05/2010,LAD,SD,5,10,MLB_2010
18/05/2010,SD,SF,6,7,MLB_2010
17/05/2010,SD,SF,3,1,MLB_2010
16/05/2010,SD,LAD,0,1,MLB_2010
15/05/2010,SD,LAD,1,4,MLB_2010
14/05/2010,SD,LAD,3,4,MLB_2010
13/05/2010,SF,SD,0,1,MLB_2010
12/05/2010,SF,SD,2,5,MLB_2010
11/05/2010,SF,SD,2,3,MLB_2010
09/05/2010,HOU,SD,4,3,MLB_2010
08/05/2010,HOU,SD,1,2,MLB_2010
07/05/2010,HOU,SD,0,7,MLB_2010
05/05/2010,SD,COL,5,6,MLB_2010
04/05/2010,SD,COL,3,2,MLB_2010
03/05/2010,SD,COL,2,5,MLB_2010
02/05/2010,SD,MIL,8,0,MLB_2010
01/05/2010,SD,MIL,1,2,MLB_2010
30/04/2010,SD,MIL,3,0,MLB_2010
29/04/2010,SD,MIL,9,0,MLB_2010
28/04/2010,MIA,SD,4,6,MLB_2010
27/04/2010,MIA,SD,1,4,MLB_2010
26/04/2010,MIA,SD,10,1,MLB_2010
25/04/2010,CIN,SD,5,4,MLB_2010
24/04/2010,CIN,SD,0,5,MLB_2010
23/04/2010,CIN,SD,4,10,MLB_2010
21/04/2010,SD,SF,5,2,MLB_2010
20/04/2010,SD,SF,1,0,MLB_2010
19/04/2010,SD,SF,3,2,MLB_2010
18/04/2010,SD,ARI,5,3,MLB_2010
17/04/2010,SD,ARI,5,0,MLB_2010
16/04/2010,SD,ARI,6,3,MLB_2010
15/04/2010,SD,ATL,2,6,MLB_2010
14/04/2010,SD,ATL,1,6,MLB_2010
12/04/2010,SD,ATL,17,2,MLB_2010
11/04/2010,COL,SD,4,2,MLB_2010
10/04/2010,COL,SD,4,5,MLB_2010
09/04/2010,COL,SD,7,0,MLB_2010
07/04/2010,ARI,SD,5,3,MLB_2010
06/04/2010,ARI,SD,3,6,MLB_2010
05/04/2010,ARI,SD,6,3,MLB_2010
04/10/2009,SD,SF,3,4,MLB_2009
03/10/2009,SD,SF,2,0,MLB_2009
02/10/2009,SD,SF,2,7,MLB_2009
30/09/2009,SD,LAD,5,0,MLB_2009
29/09/2009,SD,LAD,3,1,MLB_2009
27/09/2009,ARI,SD,7,4,MLB_2009
26/09/2009,ARI,SD,8,5,MLB_2009
25/09/2009,ARI,SD,0,4,MLB_2009
24/09/2009,COL,SD,4,5,MLB_2009
23/09/2009,COL,SD,3,6,MLB_2009
22/09/2009,COL,SD,11,10,MLB_2009
16/09/2009,SD,ARI,6,5,MLB_2009
15/09/2009,SD,ARI,2,4,MLB_2009
14/09/2009,SD,ARI,2,4,MLB_2009
13/09/2009,SD,COL,7,3,MLB_2009
12/09/2009,SD,COL,3,2,MLB_2009
11/09/2009,SD,COL,1,4,MLB_2009
09/09/2009,SF,SD,2,4,MLB_2009
08/09/2009,SF,SD,3,4,MLB_2009
07/09/2009,SF,SD,9,4,MLB_2009
06/09/2009,LAD,SD,3,4,MLB_2009
05/09/2009,LAD,SD,7,4,MLB_2009
04/09/2009,LAD,SD,0,2,MLB_2009
02/09/2009,SD,WSH,7,0,MLB_2009
01/09/2009,SD,WSH,4,1,MLB_2009
31/08/2009,SD,WSH,3,1,MLB_2009
30/08/2009,MIA,SD,6,4,MLB_2009
29/08/2009,MIA,SD,4,7,MLB_2009
28/08/2009,MIA,SD,5,9,MLB_2009
27/08/2009,ATL,SD,9,1,MLB_2009
26/08/2009,ATL,SD,5,12,MLB_2009
25/08/2009,ATL,SD,1,2,MLB_2009
23/08/2009,SD,STL,2,5,MLB_2009
22/08/2009,SD,STL,0,7,MLB_2009
21/08/2009,SD,STL,4,0,MLB_2009
20/08/2009,SD,STL,1,5,MLB_2009
19/08/2009,SD,CHC,1,7,MLB_2009
18/08/2009,SD,CHC,6,3,MLB_2009
17/08/2009,SD,CHC,4,1,MLB_2009
16/08/2009,STL,SD,7,5,MLB_2009
15/08/2009,STL,SD,7,4,MLB_2009
14/08/2009,STL,SD,9,2,MLB_2009
13/08/2009,MIL,SD,12,9,MLB_2009
12/08/2009,MIL,SD,5,6,MLB_2009
11/08/2009,MIL,SD,6,13,MLB_2009
09/08/2009,SD,NYM,1,5,MLB_2009
08/08/2009,SD,NYM,3,1,MLB_2009
07/08/2009,SD,NYM,6,2,MLB_2009
06/08/2009,SD,NYM,8,3,MLB_2009
05/08/2009,SD,ATL,2,6,MLB_2009
04/08/2009,SD,ATL,2,9,MLB_2009
03/08/2009,SD,ATL,4,2,MLB_2009
02/08/2009,SD,MIL,1,6,MLB_2009
01/08/2009,SD,MIL,4,2,MLB_2009
31/07/2009,SD,MIL,11,7,MLB_2009
30/07/2009,CIN,SD,4,7,MLB_2009
29/07/2009,CIN,SD,1,7,MLB_2009
28/07/2009,CIN,SD,2,3,MLB_2009
27/07/2009,CIN,SD,6,4,MLB_2009
26/07/2009,WSH,SD,3,2,MLB_2009
25/07/2009,WSH,SD,13,1,MLB_2009
24/07/2009,WSH,SD,2,6,MLB_2009
23/07/2009,PHI,SD,9,4,MLB_2009
22/07/2009,SD,MIA,0,5,MLB_2009
21/07/2009,SD,MIA,2,3,MLB_2009
20/07/2009,SD,MIA,2,3,MLB_2009
19/07/2009,SD,COL,1,6,MLB_2009
18/07/2009,SD,COL,3,1,MLB_2009
17/07/2009,SD,COL,3,5,MLB_2009
16/07/2009,SD,COL,1,10,MLB_2009
12/07/2009,SF,SD,4,10,MLB_2009
11/07/2009,SF,SD,2,1,MLB_2009
10/07/2009,SF,SD,8,0,MLB_2009
09/07/2009,SF,SD,9,3,MLB_2009
08/07/2009,ARI,SD,6,2,MLB_2009
07/07/2009,ARI,SD,4,3,MLB_2009
06/07/2009,ARI,SD,6,5,MLB_2009
05/07/2009,SD,LAD,6,7,MLB_2009
04/07/2009,SD,LAD,7,4,MLB_2009
03/07/2009,SD,LAD,3,6,MLB_2009
02/07/2009,SD,HOU,2,7,MLB_2009
01/07/2009,SD,HOU,1,7,MLB_2009
30/06/2009,SD,HOU,4,3,MLB_2009
29/06/2009,SD,HOU,1,3,MLB_2009
28/06/2009,TEX,SD,0,2,MLB_2009
27/06/2009,TEX,SD,3,7,MLB_2009
26/06/2009,TEX,SD,12,2,MLB_2009
25/06/2009,SEA,SD,9,3,MLB_2009
24/06/2009,SEA,SD,4,3,MLB_2009
23/06/2009,SEA,SD,7,9,MLB_2009
21/06/2009,SD,OAK,4,1,MLB_2009
