date,team_1,team_2,score_1,score_2,result,tournament,game_url,avg_moneyline_1,avg_moneyline_2
12-10-2024,SJ,ANA,0,2,0,NHL,usa/nhl/san-jose-sharks-anaheim-ducks-rZ6wGDJG/#home-away;1,2.12,1.74
04-10-2024,SJ,ANA,2,3,0,NHL,usa/nhl/san-jose-sharks-anaheim-ducks-vgnABTo2/#home-away;1,2.08,1.73
30-09-2024,ANA,LAK,0,4,0,NHL,usa/nhl/anaheim-ducks-los-angeles-kings-SG7AmKWF/#home-away;1,2.56,1.49
28-09-2024,LAK,ANA,3,2,1,NHL,usa/nhl/los-angeles-kings-anaheim-ducks-z9k3kt23/#home-away;1,1.45,2.69
26-09-2024,ANA,SJ,2,3,0,NHL,usa/nhl/anaheim-ducks-san-jose-sharks-YuH9DkHk/#home-away;1,1.38,2.97
24-09-2024,SJ,ANA,3,4,0,NHL,usa/nhl/san-jose-sharks-anaheim-ducks-xAVwJBgS/#home-away;1,1.51,2.57
18-04-2024,VGK,ANA,1,4,0,NHL_2023/2024,usa/nhl-2023-2024/vegas-golden-knights-anaheim-ducks-ERC2Osdm/#home-away;1,1.26,3.97
13-04-2024,LAK,ANA,3,1,1,NHL_2023/2024,usa/nhl-2023-2024/los-angeles-kings-anaheim-ducks-Kntg8V5k/#home-away;1,1.26,4.0
12-04-2024,ANA,CGY,3,6,0,NHL_2023/2024,usa/nhl-2023-2024/anaheim-ducks-calgary-flames-Glhg2cvh/#home-away;1,2.17,1.71
09-04-2024,ANA,LAK,3,1,1,NHL_2023/2024,usa/nhl-2023-2024/anaheim-ducks-los-angeles-kings-KCPqsg7j/#home-away;1,3.32,1.34
05-04-2024,ANA,SEA,1,3,0,NHL_2023/2024,usa/nhl-2023-2024/anaheim-ducks-seattle-kraken-4ExgkdrD/#home-away;1,2.41,1.59
02-04-2024,CGY,ANA,3,5,0,NHL_2023/2024,usa/nhl-2023-2024/calgary-flames-anaheim-ducks-bw3zosiR/#home-away;1,1.42,2.97
31-03-2024,VAN,ANA,3,2,1,NHL_2023/2024,usa/nhl-2023-2024/vancouver-canucks-anaheim-ducks-GIXcyFHo/#home-away;1,1.19,4.82
30-03-2024,EDM,ANA,6,1,1,NHL_2023/2024,usa/nhl-2023-2024/edmonton-oilers-anaheim-ducks-MFEzKDnB/#home-away;1,1.16,5.37
