season,brier_score
NFL_2009,0.2085402760891089
NFL_2010,0.20687832072727275
NFL_2011,0.22156887143292683
NFL_2012,0.20338829770392752
NFL_2013,0.2151492851506024
NFL_2014,0.20813450566265057
NFL_2015,0.21295383677710847
NFL_2016,0.22957006575301203
NFL_2017,0.22225943912386706
NFL_2018,0.21278088450151056
NFL_2019,0.2199805221385542
NFL_2020,0.22133877557228915
NFL_2021,0.20230977918215612
NFL_2022,0.21543318921921922
NFL_2023,0.21151546834834833
NFL_2024,0.22128742209580837
