season,brier_score
NBA_2009,0.19116158880370684
NBA_2010,0.2008282994503012
NBA_2011,0.19962291886676875
NBA_2012,0.19846982933397683
NBA_2013,0.19946164884003031
NBA_2014,0.20624147918106686
NBA_2015,0.20468757110175975
NBA_2016,0.2014391253261704
NBA_2017,0.21730116409230768
NBA_2018,0.20733963713836479
NBA_2019,0.20645402284135755
NBA_2020,0.21606715951323655
NBA_2021,0.2181106831408574
NBA_2022,0.20924803545312498
NBA_2023,0.21950732754085606
NBA_2024,0.19933257952859348
