Date,HomeTeam,AwayTeam,FTHG,FTAG,Season,home_rating,away_rating
15/01/2024,BUF,PIT,31,17,NFL_2024,0.03734642572624306,0.052649434545218754
06/01/2024,BAL,PIT,10,17,NFL_2024,0.155571476896532,0.041253149796555255
31/12/2023,SEA,PIT,23,30,NFL_2024,0.03622051559376142,0.03464896505969433
23/12/2023,PIT,CIN,34,11,NFL_2024,0.029929247329287707,0.050916315916374126
16/12/2023,IND,PIT,30,13,NFL_2024,0.025918589636637384,0.03411030528380776
07/12/2023,PIT,NE,18,21,NFL_2024,0.046439090612468245,0.003068140923445222
03/12/2023,PIT,ARI,10,24,NFL_2024,0.057588627175385,0.003609405013985913
26/11/2023,CIN,PIT,10,16,NFL_2024,0.029098842798903773,0.05564660288760208
19/11/2023,CLE,PIT,13,10,NFL_2024,0.07452436093286773,0.0612691640046747
12/11/2023,PIT,GB,23,19,NFL_2024,0.05390461641317836,0.007796385572646602
02/11/2023,PIT,TEN,20,16,NFL_2024,0.043404007106604546,0.018954126476998373
29/10/2023,PIT,JAX,10,20,NFL_2024,0.08188650353012182,0.0775526259495848
22/10/2023,LAR,PIT,17,24,NFL_2024,0.02742808095771491,0.06938872055766625
08/10/2023,PIT,BAL,17,10,NFL_2024,0.018030578718217477,0.0511802493067254
01/10/2023,HOU,PIT,30,6,NFL_2024,0.006344178230645102,0.07757140425178273
24/09/2023,LV,PIT,18,23,NFL_2024,0.00038258660351860946,0.015230153269281857
18/09/2023,PIT,CLE,26,22,NFL_2024,0.0,0.020423388741181346
10/09/2023,PIT,SF,7,30,NFL_2024,,
08/01/2023,PIT,CLE,28,14,NFL_2023,0.024639259658672332,0.017661457169966834
01/01/2023,BAL,PIT,13,16,NFL_2023,0.03723695012764979,0.01776415075198953
24/12/2022,PIT,LV,13,10,NFL_2023,0.014545330317412236,0.006285616691805436
18/12/2022,CAR,PIT,16,24,NFL_2023,0.005697294895400889,0.013347346716177922
11/12/2022,PIT,BAL,14,16,NFL_2023,0.014514320520147606,0.03492319603027839
04/12/2022,ATL,PIT,16,19,NFL_2023,0.005680144587118724,0.012778738915422366
28/11/2022,IND,PIT,17,24,NFL_2023,0.010004202072421536,0.010175747541863627
20/11/2022,PIT,CIN,30,37,NFL_2023,0.01036446259505512,0.019072458546969165
13/11/2022,PIT,NO,20,10,NFL_2023,0.006691605879399839,0.0034272896522853325
30/10/2022,PHI,PIT,35,13,NFL_2023,0.37689543869862385,0.003813283559299098
23/10/2022,MIA,PIT,16,10,NFL_2023,0.03379511074067759,0.006459899111987154
16/10/2022,PIT,TB,20,18,NFL_2023,0.0021606458082314125,0.03518651189674881
09/10/2022,BUF,PIT,38,3,NFL_2023,0.0629051595932342,0.0017461711751237926
02/10/2022,PIT,NYJ,20,24,NFL_2023,0.0037930003245320726,0.005672905996278035
22/09/2022,CLE,PIT,29,17,NFL_2023,0.00022642143965369892,0.00047628971160305
18/09/2022,PIT,NE,14,17,NFL_2023,0.06368694323776074,0.0
11/09/2022,CIN,PIT,20,23,NFL_2023,,
16/01/2022,KC,PIT,42,21,NFL_2022,0.07652780644253773,0.04155212097809517
09/01/2022,BAL,PIT,13,16,NFL_2022,0.028098888421216626,0.034711902732829446
03/01/2022,PIT,CLE,26,14,NFL_2022,0.03141120493822165,0.022804713913899308
26/12/2021,KC,PIT,36,10,NFL_2022,0.08536127496567256,0.0335400671960491
19/12/2021,PIT,TEN,19,13,NFL_2022,0.024996302561119448,0.05204213616569957
09/12/2021,MIN,PIT,36,28,NFL_2022,0.015194135398418537,0.0346082351916216
05/12/2021,PIT,BAL,20,19,NFL_2022,0.028500709563162772,0.06413536578649531
28/11/2021,CIN,PIT,41,10,NFL_2022,0.029162363562296605,0.03472739398250025
21/11/2021,LAC,PIT,41,37,NFL_2022,0.034779023875577526,0.04021355715416221
14/11/2021,PIT,DET,16,16,NFL_2022,0.037928664287481005,0.0
08/11/2021,PIT,CHI,29,27,NFL_2022,0.03258102546241715,0.012024468854484644
31/10/2021,CLE,PIT,10,15,NFL_2022,0.021350581991487115,0.01977437547684085
17/10/2021,PIT,SEA,23,20,NFL_2022,0.010712914956846736,0.0025035291885304703
10/10/2021,PIT,DEN,27,19,NFL_2022,0.004013902234631022,0.012077627753389088
03/10/2021,GB,PIT,27,17,NFL_2022,0.012912512582170493,0.00676922685131665
26/09/2021,PIT,CIN,10,24,NFL_2022,0.05153630220165479,0.0003977774475561834
19/09/2021,PIT,LV,17,26,NFL_2022,0.0496519443575892,0.0496519443575892
12/09/2021,BUF,PIT,16,23,NFL_2022,,
10/01/2021,PIT,CLE,37,48,NFL_2021,0.060885687259005256,0.03777075693577304
03/01/2021,CLE,PIT,24,22,NFL_2021,0.028638149428645704,0.07379440879433184
27/12/2020,PIT,IND,28,24,NFL_2021,0.0700392768937271,0.042933842752862675
21/12/2020,CIN,PIT,27,17,NFL_2021,0.0023275125332881284,0.11286835119055987
13/12/2020,BUF,PIT,26,15,NFL_2021,0.06345781824385403,0.1549665442340992
07/12/2020,PIT,WSH,17,23,NFL_2021,0.31608684239196705,0.004197057687408839
02/12/2020,PIT,BAL,19,14,NFL_2021,0.29935521308685775,0.033436028808418526
22/11/2020,JAX,PIT,3,27,NFL_2021,0.0007132999900779548,0.2811333739711986
15/11/2020,PIT,CIN,36,10,NFL_2021,0.3187169495458305,0.0038579073454616535
08/11/2020,DAL,PIT,19,24,NFL_2021,0.0016307076801710344,0.3455899529928259
01/11/2020,BAL,PIT,24,28,NFL_2021,0.061660928668093716,0.3191048383964193
25/10/2020,TEN,PIT,24,27,NFL_2021,0.1969655223597378,0.1581213092666292
18/10/2020,PIT,CLE,38,7,NFL_2021,0.041934212978561744,0.02165743599529803
11/10/2020,PIT,PHI,38,29,NFL_2021,0.028256294196432313,0.0003361617066934322
27/09/2020,PIT,HOU,28,21,NFL_2021,0.02751658904957681,0.0
20/09/2020,PIT,DEN,26,21,NFL_2021,0.0496519443575892,0.0
14/09/2020,NYG,PIT,16,26,NFL_2021,,
29/12/2019,BAL,PIT,28,10,NFL_2020,0.16835884501443005,0.01911497330948091
22/12/2019,NYJ,PIT,16,10,NFL_2020,0.004393982726183838,0.025659093418029456
15/12/2019,PIT,BUF,10,17,NFL_2020,0.0356432181442813,0.023311560290896476
08/12/2019,ARI,PIT,17,23,NFL_2020,0.0054326203992627,0.03282043757040822
01/12/2019,PIT,CLE,20,13,NFL_2020,0.025092201676482045,0.02146327943266665
24/11/2019,CIN,PIT,10,16,NFL_2020,0.0,0.02547496860328028
14/11/2019,CLE,PIT,21,7,NFL_2020,0.011896300515089971,0.03745299655606822
