Date,HomeTeam,AwayTeam,FTHG,FTAG,Season,home_rating,away_rating
15/01/2024,CLE,CHI,109,91,NBA_2024,0.036852889182319895,0.02075339628826688
13/01/2024,SA,CHI,116,122,NBA_2024,0.0056922993125387115,0.02036319901198374
10/01/2024,CHI,HOU,124,119,NBA_2024,0.01999181083930779,0.030812745269552664
08/01/2024,CHA,CHI,112,119,NBA_2024,0.00702846933031603,0.01927491609941782
05/01/2024,CHI,CHA,104,91,NBA_2024,0.018800766057873414,0.007390793373694328
03/01/2024,NY,CHI,116,100,NBA_2024,0.03397556276001807,0.01940661334145035
02/01/2024,PHI,CHI,110,97,NBA_2024,0.054290136797620694,0.02003195781267344
30/12/2023,CHI,PHI,105,92,NBA_2024,0.017899238587967135,0.06158669734650305
28/12/2023,CHI,IND,104,120,NBA_2024,0.019203280230315478,0.023774571607022253
26/12/2023,CHI,ATL,118,113,NBA_2024,0.01745939886093773,0.01523868214277179
23/12/2023,CHI,CLE,95,109,NBA_2024,0.01859832195034402,0.03393207399447569
21/12/2023,CHI,SA,114,95,NBA_2024,0.018240807902328262,0.005384082454515174
20/12/2023,CHI,LAL,124,108,NBA_2024,0.01606825975779961,0.03161956808089499
18/12/2023,PHI,CHI,104,108,NBA_2024,0.0620608080995333,0.013906212163415463
16/12/2023,MIA,CHI,118,116,NBA_2024,0.02637675224650281,0.015382064502478086
14/12/2023,MIA,CHI,116,124,NBA_2024,0.030684726510945764,0.014032882482763843
12/12/2023,CHI,DEN,106,114,NBA_2024,0.014204257730688202,0.04600773667616922
11/12/2023,MIL,CHI,133,129,NBA_2024,0.0503110580758404,0.015028463492703282
08/12/2023,SA,CHI,112,121,NBA_2024,0.005016718933676092,0.014750632591057135
06/12/2023,CHI,CHA,111,100,NBA_2024,0.01380626726359769,0.010389462074929773
02/12/2023,CHI,NO,124,118,NBA_2024,0.010565282926450592,0.034649727401273825
30/11/2023,CHI,MIL,120,113,NBA_2024,0.008366330021131671,0.06177410913308395
28/11/2023,BOS,CHI,124,97,NBA_2024,0.10692162896318815,0.008672683173307244
26/11/2023,BKN,CHI,118,109,NBA_2024,0.025483925524431118,0.009606513444982109
24/11/2023,TOR,CHI,121,108,NBA_2024,0.02413012423758073,0.01011296636206469
22/11/2023,OKC,CHI,116,102,NBA_2024,0.06236767662519768,0.010351632472571683
20/11/2023,CHI,MIA,100,118,NBA_2024,0.010315595040108639,0.027583215766969052
18/11/2023,CHI,MIA,102,97,NBA_2024,0.007134987090506097,0.03885036307189256
17/11/2023,CHI,ORL,97,103,NBA_2024,0.008128837433726473,0.01949349023042514
15/11/2023,CHI,ORL,94,96,NBA_2024,0.00865942544484351,0.016373166398673384
13/11/2023,MIL,CHI,118,109,NBA_2024,0.03162763793868565,0.00925608098232746
12/11/2023,CHI,DET,119,108,NBA_2024,0.008197175731105524,0.0034383366077633524
08/11/2023,CHI,PHX,115,116,NBA_2024,0.011828776921895146,0.009439910121562877
06/11/2023,CHI,UTAH,130,113,NBA_2024,0.007178930579194366,0.006106739231609643
04/11/2023,DEN,CHI,123,101,NBA_2024,0.1128685244727722,0.005528411954611519
03/11/2023,CHI,BKN,107,109,NBA_2024,0.0070695523791076825,0.005799332647492259
01/11/2023,DAL,CHI,114,105,NBA_2024,0.1242194012153358,0.006490852202117843
30/10/2023,IND,CHI,105,112,NBA_2024,0.09401206070842985,0.0038536997070017683
28/10/2023,DET,CHI,118,102,NBA_2024,0.003983272318631867,0.011814662397532092
27/10/2023,CHI,TOR,104,103,NBA_2024,0.0,0.03550311619096168
25/10/2023,CHI,OKC,104,124,NBA_2024,,
14/04/2023,MIA,CHI,102,91,NBA_2023,0.03432293864408718,0.029478882712361303
12/04/2023,TOR,CHI,105,109,NBA_2023,0.030473245936091423,0.028739081771197234
09/04/2023,CHI,DET,103,81,NBA_2023,0.028335619334355328,0.00787253458503102
07/04/2023,DAL,CHI,112,115,NBA_2023,0.026274001105253658,0.027618612410794215
05/04/2023,MIL,CHI,105,92,NBA_2023,0.07796403755634053,0.02800924681234784
04/04/2023,CHI,ATL,105,123,NBA_2023,0.028779958741794936,0.029381250407219717
02/04/2023,CHI,MEM,128,107,NBA_2023,0.02780435403983954,0.05024152891197911
31/03/2023,CHA,CHI,91,121,NBA_2023,0.015095172758720077,0.02730309111429007
29/03/2023,CHI,LAL,110,121,NBA_2023,0.02802407797528213,0.028846036742155568
27/03/2023,LAC,CHI,124,112,NBA_2023,0.03089608940176456,0.028782815413467385
26/03/2023,LAL,CHI,108,118,NBA_2023,0.029661420416369367,0.02795050783535359
24/03/2023,POR,CHI,96,124,NBA_2023,0.023140891451688926,0.02724010960841268
22/03/2023,CHI,PHI,91,116,NBA_2023,0.02783637355170927,0.06198557954051439
20/03/2023,PHI,CHI,105,109,NBA_2023,0.06491792805926345,0.026680078592636984
18/03/2023,CHI,MIA,113,99,NBA_2023,0.025863104002736063,0.035654809615086706
17/03/2023,CHI,MIN,139,131,NBA_2023,0.025035288335419174,0.02903057803094146
15/03/2023,CHI,SAC,114,117,NBA_2023,0.025551949785363275,0.04253263242913263
11/03/2023,HOU,CHI,111,119,NBA_2023,0.008342548014875379,0.025135303962202975
08/03/2023,DEN,CHI,96,117,NBA_2023,0.06925882310011237,0.023970395696891827
05/03/2023,CHI,IND,122,125,NBA_2023,0.024936191362060423,0.0237068183956532
03/03/2023,CHI,PHX,104,125,NBA_2023,0.025622154780662963,0.03394098719631769
01/03/2023,DET,CHI,115,117,NBA_2023,0.009751052327783135,0.02528477785826759
28/02/2023,TOR,CHI,104,98,NBA_2023,0.027691798577611445,0.026091387652717395
26/02/2023,CHI,WSH,102,82,NBA_2023,0.02514876098489195,0.027458617868760436
24/02/2023,CHI,BKN,131,87,NBA_2023,0.023949077273162353,0.042297141121331934
16/02/2023,CHI,MIL,100,112,NBA_2023,0.024491734008939486,0.0698990016130619
15/02/2023,IND,CHI,117,113,NBA_2023,0.022894961583265833,0.025524252746265057
13/02/2023,CHI,ORL,91,100,NBA_2023,0.026636082755256838,0.02025393075370656
11/02/2023,CLE,CHI,97,89,NBA_2023,0.050581190505255544,0.02741776230767434
09/02/2023,BKN,CHI,116,105,NBA_2023,0.04308028936910693,0.02816265570232917
07/02/2023,MEM,CHI,104,89,NBA_2023,0.04418897365181212,0.029197676720671598
06/02/2023,CHI,SA,128,104,NBA_2023,0.02866429751559878,0.010989151965702335
04/02/2023,CHI,POR,129,121,NBA_2023,0.027381582429667164,0.029573653763441673
02/02/2023,CHI,CHA,114,98,NBA_2023,0.026691026778716865,0.013014492997775169
31/01/2023,CHI,LAC,103,108,NBA_2023,0.027944964596320537,0.030327154917631775
28/01/2023,ORL,CHI,109,128,NBA_2023,0.018850979157710245,0.026970257885051828
26/01/2023,CHA,CHI,111,96,NBA_2023,0.011408947653002946,0.028513325523318794
24/01/2023,IND,CHI,116,110,NBA_2023,0.02810422578201407,0.02951650327477853
23/01/2023,CHI,ATL,111,100,NBA_2023,0.028138021919381938,0.029352452343807744
19/01/2023,DET,CHI,108,126,NBA_2023,0.010887792044963797,0.027328385126980336
13/01/2023,CHI,OKC,110,124,NBA_2023,0.027530458432308242,0.026010907442621505
11/01/2023,WSH,CHI,100,97,NBA_2023,0.023408051942872054,0.02891666930728318
09/01/2023,BOS,CHI,107,99,NBA_2023,0.06944879182961958,0.029881864330025144
07/01/2023,CHI,UTAH,126,118,NBA_2023,0.028280274350287127,0.028538507446584982
06/01/2023,PHI,CHI,112,126,NBA_2023,0.046797935010102584,0.026485532560221722
04/01/2023,CHI,BKN,121,112,NBA_2023,0.02432165913190814,0.0632335354165749
02/01/2023,CLE,CHI,145,134,NBA_2023,0.04821467399246408,0.025259873591762752
31/12/2022,CHI,CLE,102,103,NBA_2023,0.026350286123475935,0.04643707980101682
30/12/2022,CHI,DET,132,118,NBA_2023,0.02551247908397315,0.010297846076892436
28/12/2022,CHI,MIL,119,113,NBA_2023,0.023275053124747307,0.060206446687604546
26/12/2022,CHI,HOU,118,133,NBA_2023,0.025556727740867955,0.012291157275120207
23/12/2022,NY,CHI,117,118,NBA_2023,0.03909982641712718,0.022981588638512643
21/12/2022,ATL,CHI,108,110,NBA_2023,0.030354196592207967,0.021075200749955104
20/12/2022,MIA,CHI,103,113,NBA_2023,0.027687629037448112,0.019181468196169723
18/12/2022,MIN,CHI,150,126,NBA_2023,0.02550631480070001,0.020547422846726213
16/12/2022,CHI,NY,91,114,NBA_2023,0.02186721155757175,0.03453696506732147
14/12/2022,CHI,NY,120,128,NBA_2023,0.023647887457831362,0.03241814593949415
11/12/2022,ATL,CHI,123,122,NBA_2023,0.028016096138193915,0.02590028631943822
10/12/2022,CHI,DAL,144,115,NBA_2023,0.023423443964843197,0.03450879848418149
07/12/2022,CHI,WSH,115,111,NBA_2023,0.02117136746270877,0.023470324818429197
04/12/2022,SAC,CHI,110,101,NBA_2023,0.039693711711156265,0.0237266357658313
30/11/2022,PHX,CHI,132,113,NBA_2023,0.05920203201794909,0.028570274903018212
28/11/2022,UTAH,CHI,107,114,NBA_2023,0.03476146290439038,0.024246727763080376
25/11/2022,OKC,CHI,123,119,NBA_2023,0.020640367122637043,0.027474821041138433
23/11/2022,MIL,CHI,113,118,NBA_2023,0.08399670254069698,0.02171184231325925
21/11/2022,CHI,BOS,121,107,NBA_2023,0.016970317221716155,0.11709088622408638
18/11/2022,CHI,ORL,107,108,NBA_2023,0.02139450337484195,0.00719930743371128
16/11/2022,NO,CHI,124,110,NBA_2023,0.03365884018201005,0.024409845091846526
13/11/2022,CHI,DEN,103,126,NBA_2023,0.02470156584348328,0.05593000744620085
09/11/2022,CHI,NO,111,115,NBA_2023,0.022997239843010105,0.01964995558915268
07/11/2022,CHI,TOR,111,97,NBA_2023,0.012107839732716815,0.024954406532578556
06/11/2022,TOR,CHI,113,104,NBA_2023,0.021289648512003056,0.015166209729789801
04/11/2022,BOS,CHI,123,119,NBA_2023,0.034764239495358604,0.02273585875087274
02/11/2022,CHI,CHA,106,88,NBA_2023,0.01673509166347899,0.006936781399754116
01/11/2022,BKN,CHI,99,108,NBA_2023,0.00684340967980559,0.013164778281877275
29/10/2022,CHI,PHI,109,114,NBA_2023,0.01580407709957744,0.007848988834535447
28/10/2022,SA,CHI,129,124,NBA_2023,0.014583058359515963,0.024573913758768964
26/10/2022,CHI,IND,124,109,NBA_2023,0.01194001993612543,0.0003434979569131979
24/10/2022,CHI,BOS,120,102,NBA_2023,0.0024539109643010233,0.03299514180352881
22/10/2022,CHI,CLE,96,128,NBA_2023,0.0021888749465013737,0.0
21/10/2022,WSH,CHI,102,100,NBA_2023,0.0625,0.0625
19/10/2022,MIA,CHI,108,116,NBA_2023,,
27/04/2022,MIL,CHI,116,100,NBA_2022,0.04855900851444089,0.035017183500829926
24/04/2022,CHI,MIL,95,119,NBA_2022,0.035660593818196015,0.04746352156451055
22/04/2022,CHI,MIL,81,111,NBA_2022,0.036388646850352015,0.0464373797030447
20/04/2022,MIL,CHI,110,114,NBA_2022,0.047874500689566474,0.03544455212018229
17/04/2022,MIL,CHI,93,86,NBA_2022,0.046761448343434577,0.036211182168813756
10/04/2022,MIN,CHI,120,124,NBA_2022,0.037447472045781326,0.034916230690051855
08/04/2022,CHI,CHA,117,133,NBA_2022,0.036109196563397644,0.029654044027337668
06/04/2022,CHI,BOS,94,117,NBA_2022,0.036866065936446486,0.04532596767800025
05/04/2022,CHI,MIL,106,127,NBA_2022,0.03767491377238935,0.04485502152598879
02/04/2022,CHI,MIA,109,127,NBA_2022,0.03844453918375043,0.04976496613043003
31/03/2022,CHI,LAC,135,130,NBA_2022,0.03733726453985007,0.026878304157064555
29/03/2022,WSH,CHI,94,107,NBA_2022,0.020592225015729486,0.03680392209314688
28/03/2022,NY,CHI,109,104,NBA_2022,0.021970076869029465,0.03813440803472732
26/03/2022,CLE,CHI,94,98,NBA_2022,0.036123736137292035,0.03718225171858415
24/03/2022,NO,CHI,126,109,NBA_2022,0.020341750205880946,0.03855779514591173
22/03/2022,MIL,CHI,126,98,NBA_2022,0.04438637354764398,0.03965894149435401
21/03/2022,CHI,TOR,113,99,NBA_2022,0.038449397763784726,0.037050805612894755
18/03/2022,PHX,CHI,129,102,NBA_2022,0.10898828530779636,0.03890884378212332
16/03/2022,UTAH,CHI,125,110,NBA_2022,0.04505823971808201,0.04015584010386275
14/03/2022,SAC,CHI,112,103,NBA_2022,0.014744966770606976,0.04224316697638882
12/03/2022,CHI,CLE,101,91,NBA_2022,0.04115496447062311,0.03824875177803459
09/03/2022,DET,CHI,108,114,NBA_2022,0.010423720039886886,0.04013510080002268
07/03/2022,PHI,CHI,121,106,NBA_2022,0.045429536847451,0.04145291056804811
04/03/2022,CHI,MIL,112,118,NBA_2022,0.042487613708389105,0.03859710792976094
03/03/2022,ATL,CHI,130,124,NBA_2022,0.025696445480595718,0.04425814027447099
28/02/2022,MIA,CHI,112,99,NBA_2022,0.05169054837115961,0.0460274629638144
26/02/2022,CHI,MEM,110,116,NBA_2022,0.04717427937790487,0.060524898729767636
24/02/2022,CHI,ATL,112,108,NBA_2022,0.04546122803180032,0.025660753661751266
16/02/2022,CHI,SAC,125,118,NBA_2022,0.044046810539190816,0.01595498299235233
14/02/2022,CHI,SA,120,109,NBA_2022,0.04326673507267414,0.016896373495478328
12/02/2022,CHI,OKC,106,101,NBA_2022,0.042936170977908424,0.012119430796010421
11/02/2022,CHI,MIN,134,122,NBA_2022,0.04158282342481087,0.030559530324487362
09/02/2022,CHA,CHI,109,121,NBA_2022,0.027868613848107356,0.03995349271242686
07/02/2022,CHI,PHX,124,127,NBA_2022,0.04139636155211585,0.1178892551871785
06/02/2022,CHI,PHI,108,119,NBA_2022,0.04350906111205767,0.03817254336057636
04/02/2022,IND,CHI,115,122,NBA_2022,0.015979454962235615,0.042975237269857525
03/02/2022,TOR,CHI,127,120,NBA_2022,0.032939759636668196,0.044629988356039846
01/02/2022,CHI,ORL,126,115,NBA_2022,0.0445353937739036,0.007275472976869535
30/01/2022,CHI,POR,130,116,NBA_2022,0.04254263191963958,0.023109176730458612
28/01/2022,SA,CHI,131,122,NBA_2022,0.015094749224151964,0.04606414378324139
26/01/2022,CHI,TOR,111,105,NBA_2022,0.04476120018171202,0.03021009754524425
24/01/2022,OKC,CHI,110,111,NBA_2022,0.012258998569497023,0.044413265762639154
23/01/2022,ORL,CHI,114,95,NBA_2022,0.005597672993770082,0.048242021269800914
21/01/2022,MIL,CHI,94,90,NBA_2022,0.03543558517029969,0.05165123303060002
19/01/2022,CHI,CLE,117,104,NBA_2022,0.048173631382570414,0.04709924070284078
17/01/2022,MEM,CHI,119,106,NBA_2022,0.06090678707608067,0.051156801008550155
15/01/2022,BOS,CHI,114,112,NBA_2022,0.02658471510388982,0.05488545254130522
12/01/2022,CHI,BKN,112,138,NBA_2022,0.06124520433582787,0.04596378843140692
11/01/2022,CHI,DET,133,87,NBA_2022,0.06045130384325327,0.007355472321355556
09/01/2022,DAL,CHI,113,99,NBA_2022,0.03204888959055624,0.0661300486862454
07/01/2022,CHI,WSH,130,122,NBA_2022,0.06214750004789563,0.027407109429738268
03/01/2022,CHI,ORL,102,98,NBA_2022,0.06053331336758258,0.006139369978030888
01/01/2022,WSH,CHI,119,120,NBA_2022,0.02935451140240234,0.05859391678570235
31/12/2021,IND,CHI,106,108,NBA_2022,0.017517851497285554,0.055729786548347024
29/12/2021,CHI,ATL,131,117,NBA_2022,0.0540677317612963,0.02186121346548443
27/12/2021,ATL,CHI,118,130,NBA_2022,0.02188785080434736,0.04941191650880799
26/12/2021,CHI,IND,113,105,NBA_2022,0.04721569585268845,0.018396447325601032
20/12/2021,CHI,HOU,133,118,NBA_2022,0.046303260772772144,0.011430629794373294
19/12/2021,CHI,LAL,115,110,NBA_2022,0.043804167190628886,0.02538035857024684
11/12/2021,MIA,CHI,118,92,NBA_2022,0.03568792968799012,0.04624318325244699
08/12/2021,CLE,CHI,115,92,NBA_2022,0.03552960945496673,0.053380226041286755
06/12/2021,CHI,DEN,109,97,NBA_2022,0.049252706712984824,0.02860667736567582
04/12/2021,BKN,CHI,107,111,NBA_2022,0.0690168827384185,0.04184498188630141
02/12/2021,NY,CHI,115,119,NBA_2022,0.02402208952547011,0.03870150906048538
29/11/2021,CHI,CHA,133,119,NBA_2022,0.03514613637959933,0.03992691436342017
27/11/2021,CHI,MIA,104,107,NBA_2022,0.04010406652654094,0.04071115986648457
26/11/2021,ORL,CHI,88,123,NBA_2022,0.005763337975444797,0.040626105113989994
24/11/2021,HOU,CHI,118,113,NBA_2022,0.0012717415922551063,0.05210552754730162
22/11/2021,CHI,IND,77,109,NBA_2022,0.06462903285069244,0.0139666250831849
21/11/2021,CHI,NY,109,103,NBA_2022,0.06198253975754576,0.021732831845803643
19/11/2021,DEN,CHI,108,114,NBA_2022,0.04060445520859848,0.05475017436519035
17/11/2021,POR,CHI,112,107,NBA_2022,0.02640095851411784,0.06951390185678723
15/11/2021,LAL,CHI,103,121,NBA_2022,0.02687741056255095,0.06299326267672074
14/11/2021,LAC,CHI,90,100,NBA_2022,0.05473516932454164,0.050081891265541065
10/11/2021,CHI,DAL,117,107,NBA_2022,0.05256090522381099,0.0380885815156178
08/11/2021,CHI,BKN,118,95,NBA_2022,0.046607565059575265,0.06179223734399963
06/11/2021,CHI,PHI,105,114,NBA_2022,0.07650887101513212,0.0618188653614825
03/11/2021,PHI,CHI,103,98,NBA_2022,0.03622032226487498,0.14176149548123107
01/11/2021,BOS,CHI,114,128,NBA_2022,0.016810231529854662,0.1438602142877137
30/10/2021,CHI,UTAH,107,99,NBA_2022,0.03533912946832648,0.36537198967662876
28/10/2021,CHI,NY,103,104,NBA_2022,0.12028211571980828,0.017174909925810316
25/10/2021,TOR,CHI,108,111,NBA_2022,0.0008956534863867159,0.01934331870048555
23/10/2021,CHI,DET,97,82,NBA_2022,0.019473559877217904,0.0
22/10/2021,CHI,NO,128,112,NBA_2022,0.05512618932789873,0.0
20/10/2021,DET,CHI,88,94,NBA_2022,,
16/05/2021,CHI,MIL,118,112,NBA_2021,0.01988274627457725,0.052487044160091055
15/05/2021,BKN,CHI,105,91,NBA_2021,0.055428684881288694,0.020292961380951793
13/05/2021,CHI,TOR,114,102,NBA_2021,0.01979880421543856,0.017679695217717645
11/05/2021,CHI,BKN,107,115,NBA_2021,0.02011491734868815,0.05337863778278363
09/05/2021,DET,CHI,96,108,NBA_2021,0.01135457267742207,0.01955222175021441
07/05/2021,CHI,BOS,121,99,NBA_2021,0.018931766601334422,0.032413301189727774
06/05/2021,CHA,CHI,99,120,NBA_2021,0.02698846097127405,0.018169077221399602
03/05/2021,CHI,PHI,94,106,NBA_2021,0.01856875373273747,0.06195265970175773
01/05/2021,ATL,CHI,108,97,NBA_2021,0.03272196626903053,0.019040862052349807
30/04/2021,CHI,MIL,98,108,NBA_2021,0.01943292038294583,0.04592347856018546
28/04/2021,NY,CHI,113,94,NBA_2021,0.033511355692725,0.01993391317382202
26/04/2021,MIA,CHI,102,110,NBA_2021,0.03150320232459628,0.0189747797079738
24/04/2021,MIA,CHI,106,101,NBA_2021,0.03045807931775843,0.019385336210557002
22/04/2021,CHI,CHA,108,91,NBA_2021,0.01851836241936558,0.02757279271494912
21/04/2021,CLE,CHI,121,105,NBA_2021,0.01476040533087719,0.019293612869354874
19/04/2021,BOS,CHI,96,102,NBA_2021,0.0343961943269246,0.018416210782249746
17/04/2021,CHI,CLE,106,96,NBA_2021,0.017580674378101617,0.01587730434378679
16/04/2021,CHI,MEM,115,126,NBA_2021,0.018124308846778542,0.03069603268329603
14/04/2021,CHI,ORL,106,115,NBA_2021,0.019039015692862447,0.012790483232307713
12/04/2021,MEM,CHI,101,90,NBA_2021,0.03092726487845877,0.019592591405074914
11/04/2021,MIN,CHI,121,117,NBA_2021,0.008933268939247641,0.0206544357334953
09/04/2021,ATL,CHI,120,108,NBA_2021,0.03063743056563677,0.021306826303764764
08/04/2021,TOR,CHI,113,122,NBA_2021,0.016765824803709327,0.020513751385116574
06/04/2021,IND,CHI,97,113,NBA_2021,0.02441946207789982,0.01960040234442678
04/04/2021,CHI,BKN,115,107,NBA_2021,0.018211789302113212,0.061774896135493286
02/04/2021,UTAH,CHI,113,106,NBA_2021,0.1011277183310868,0.01883660401063198
31/03/2021,PHX,CHI,121,116,NBA_2021,0.06410392066013247,0.01946026670595637
27/03/2021,SA,CHI,120,104,NBA_2021,0.029515865226818244,0.020986740023399036
24/03/2021,CHI,CLE,94,103,NBA_2021,0.022284730079368542,0.01655855388866058
22/03/2021,CHI,UTAH,95,120,NBA_2021,0.022894687744162447,0.0859667444642283
21/03/2021,DET,CHI,86,100,NBA_2021,0.01170636158155022,0.022251356337292874
19/03/2021,DEN,CHI,131,127,NBA_2021,0.04756074902143297,0.02288064432493459
17/03/2021,CHI,SA,99,106,NBA_2021,0.023719940790877025,0.03281614808699163
16/03/2021,CHI,OKC,123,102,NBA_2021,0.022592074731219276,0.02384421654853292
14/03/2021,CHI,TOR,118,95,NBA_2021,0.02131234188724605,0.021784838526458218
12/03/2021,CHI,MIA,90,101,NBA_2021,0.022472953478517875,0.030474501994798404
11/03/2021,CHI,PHI,105,127,NBA_2021,0.023624393179996938,0.057910486236866364
03/03/2021,NO,CHI,124,128,NBA_2021,0.023378120109865643,0.021753300127966124
01/03/2021,CHI,DEN,112,118,NBA_2021,0.022793545685365724,0.03680143029781009
26/02/2021,CHI,PHX,97,106,NBA_2021,0.023843730841123345,0.05117543322857638
24/02/2021,CHI,MIN,133,126,NBA_2021,0.023062988602283806,0.007942010364187142
22/02/2021,HOU,CHI,100,120,NBA_2021,0.017927621256253537,0.02209081260121341
20/02/2021,CHI,SAC,122,114,NBA_2021,0.01996909890695516,0.02318771948550047
19/02/2021,PHI,CHI,112,105,NBA_2021,0.04949437063747157,0.02061176567221258
17/02/2021,CHI,DET,105,102,NBA_2021,0.019139055699961004,0.012649626931245415
15/02/2021,IND,CHI,112,120,NBA_2021,0.028782604173467913,0.016846215739464092
12/02/2021,CHI,LAC,106,125,NBA_2021,0.017749106811583957,0.06554939838316277
10/02/2021,CHI,NO,129,116,NBA_2021,0.016019519559764064,0.028713682435137156
08/02/2021,CHI,WSH,101,105,NBA_2021,0.018353571249416074,0.007631198009788137
06/02/2021,ORL,CHI,92,118,NBA_2021,0.014293331353884277,0.016777550317598835
05/02/2021,ORL,CHI,123,119,NBA_2021,0.012765792371161745,0.01928423532647063
03/02/2021,CHI,NY,103,107,NBA_2021,0.020551814364093906,0.022603311227580827
01/02/2021,CHI,NY,110,102,NBA_2021,0.01791871359905429,0.02437018739601797
30/01/2021,CHI,POR,122,123,NBA_2021,0.018884917096755906,0.03482859273454082
25/01/2021,CHI,BOS,103,119,NBA_2021,0.02237721506256455,0.03531729427144618
23/01/2021,CHI,LAL,90,101,NBA_2021,0.024671993398244024,0.09168190000665799
22/01/2021,CHA,CHI,110,123,NBA_2021,0.020909517313814834,0.020189945173105708
18/01/2021,CHI,HOU,125,120,NBA_2021,0.01796622638521415,0.01988706554115489
17/01/2021,DAL,CHI,101,117,NBA_2021,0.03520334284352101,0.01426441319295886
15/01/2021,OKC,CHI,127,125,NBA_2021,0.024140040829586158,0.01819847522446181
10/01/2021,LAC,CHI,130,127,NBA_2021,0.05178897749739809,0.016316083082826623
08/01/2021,LAL,CHI,117,115,NBA_2021,0.03757794776468742,0.016492871143126312
06/01/2021,SAC,CHI,128,124,NBA_2021,0.012599643057887971,0.0229724433421425
05/01/2021,POR,CHI,108,111,NBA_2021,0.032536986457799386,0.015347461443687751
03/01/2021,CHI,DAL,118,108,NBA_2021,0.0034963703331232178,0.023678177505486918
01/01/2021,MIL,CHI,126,96,NBA_2021,0.011729369503011431,0.0005741459368370368
31/12/2020,WSH,CHI,130,133,NBA_2021,0.0,0.00016700918323129933
29/12/2020,WSH,CHI,107,115,NBA_2021,0.0,0.0
26/12/2020,CHI,IND,106,125,NBA_2021,0.0,0.03043657574982918
23/12/2020,CHI,ATL,104,124,NBA_2021,,
10/03/2020,CHI,CLE,108,103,NBA_2020,0.009934449633573232,0.009765087108419513
