date,team_1,team_2,score_1,score_2,result,tournament,game_url,avg_moneyline_1,avg_moneyline_2,high_moneyline_1,high_moneyline_2
22-09-2024,MIL,ARI,10,9,1,MLB,usa/mlb/milwaukee-brewers-arizona-diamondbacks-8rmFsRlM/,-137,119,-133,123
21-09-2024,MIL,ARI,0,5,0,MLB,usa/mlb/milwaukee-brewers-arizona-diamondbacks-hbTZWUi1/,-110,-105,-105,104
20-09-2024,MIL,ARI,4,7,0,MLB,usa/mlb/milwaukee-brewers-arizona-diamondbacks-zeYSl3Dn/,115,-133,122,-127
19-09-2024,MIL,ARI,1,5,0,MLB,usa/mlb/milwaukee-brewers-arizona-diamondbacks-E5qScbdH/,106,-123,112,-118
18-09-2024,COL,ARI,4,9,0,MLB,usa/mlb/colorado-rockies-arizona-diamondbacks-SjI8AytN/,144,-167,160,-149
17-09-2024,COL,ARI,8,2,1,MLB,usa/mlb/colorado-rockies-arizona-diamondbacks-CzS1uduc/,125,-145,136,-135
16-09-2024,COL,ARI,3,2,1,MLB,usa/mlb/colorado-rockies-arizona-diamondbacks-QJLOX4wl/,150,-175,160,-167
15-09-2024,ARI,MIL,11,10,1,MLB,usa/mlb/arizona-diamondbacks-milwaukee-brewers-QgxYbsxm/,-164,141,-156,149
14-09-2024,ARI,MIL,8,15,0,MLB,usa/mlb/arizona-diamondbacks-milwaukee-brewers-lduQhRWA/,-154,133,-149,140
13-09-2024,ARI,MIL,1,2,0,MLB,usa/mlb/arizona-diamondbacks-milwaukee-brewers-rFrpFEqr/,-124,107,-115,112
11-09-2024,ARI,TEX,14,4,1,MLB,usa/mlb/arizona-diamondbacks-texas-rangers-QFXusOYi/,-162,139,-154,144
10-09-2024,ARI,TEX,6,0,1,MLB,usa/mlb/arizona-diamondbacks-texas-rangers-jcPVkJHM/,-176,152,-147,165
08-09-2024,HOU,ARI,6,12,0,MLB,usa/mlb/houston-astros-arizona-diamondbacks-SrzA3xnM/,-133,115,-128,120
07-09-2024,HOU,ARI,11,5,1,MLB,usa/mlb/houston-astros-arizona-diamondbacks-GQJXeopD/,-153,132,-147,136
06-09-2024,HOU,ARI,8,0,1,MLB,usa/mlb/houston-astros-arizona-diamondbacks-llVNAEAn/,-163,141,-156,145
05-09-2024,SF,ARI,3,2,1,MLB,usa/mlb/san-francisco-giants-arizona-diamondbacks-p4tMJ9gH/,-157,135,-154,142
04-09-2024,SF,ARI,4,6,0,MLB,usa/mlb/san-francisco-giants-arizona-diamondbacks-pILfY88A/,112,-130,116,-127
03-09-2024,SF,ARI,7,8,0,MLB,usa/mlb/san-francisco-giants-arizona-diamondbacks-pxIBQH61/,-101,-115,104,-105
02-09-2024,ARI,LAD,6,11,0,MLB,usa/mlb/arizona-diamondbacks-los-angeles-dodgers-riCNhzjf/,114,-132,119,-128
01-09-2024,ARI,LAD,14,3,1,MLB,usa/mlb/arizona-diamondbacks-los-angeles-dodgers-Cnh24Xl6/,-110,-106,-105,-101
31-08-2024,ARI,LAD,6,8,0,MLB,usa/mlb/arizona-diamondbacks-los-angeles-dodgers-pCz3M5Ai/,113,-131,116,-123
30-08-2024,ARI,LAD,9,10,0,MLB,usa/mlb/arizona-diamondbacks-los-angeles-dodgers-jwTaF9KL/,119,-137,125,-132
29-08-2024,ARI,NYM,2,3,0,MLB,usa/mlb/arizona-diamondbacks-new-york-mets-EkDDK4d1/,-121,105,-118,110
28-08-2024,ARI,NYM,8,5,1,MLB,usa/mlb/arizona-diamondbacks-new-york-mets-r3QcmfW4/,-126,109,-120,114
27-08-2024,ARI,NYM,3,8,0,MLB,usa/mlb/arizona-diamondbacks-new-york-mets-MHTJhk8p/,-109,-106,-104,-102
25-08-2024,BOS,ARI,5,7,0,MLB,usa/mlb/boston-red-sox-arizona-diamondbacks-bHD1DsjR/,-128,110,-123,116
24-08-2024,BOS,ARI,1,4,0,MLB,usa/mlb/boston-red-sox-arizona-diamondbacks-xnqGIxS6/,-126,109,-122,114
23-08-2024,BOS,ARI,2,12,0,MLB,usa/mlb/boston-red-sox-arizona-diamondbacks-QPSDX5ht/,-123,106,-120,112
21-08-2024,MIA,ARI,8,10,0,MLB,usa/mlb/miami-marlins-arizona-diamondbacks-zgFmthsS/,144,-166,150,-159
20-08-2024,MIA,ARI,1,3,0,MLB,usa/mlb/miami-marlins-arizona-diamondbacks-fRD9omJ7/,108,-125,112,-120
19-08-2024,MIA,ARI,6,9,0,MLB,usa/mlb/miami-marlins-arizona-diamondbacks-0xE33Lvg/,174,-204,179,-196
18-08-2024,TB,ARI,8,7,1,MLB,usa/mlb/tampa-bay-rays-arizona-diamondbacks-EuvwIKgn/,-105,-110,-102,-104
17-08-2024,TB,ARI,6,1,1,MLB,usa/mlb/tampa-bay-rays-arizona-diamondbacks-d64zRFxH/,-102,-113,102,-108
16-08-2024,TB,ARI,5,4,1,MLB,usa/mlb/tampa-bay-rays-arizona-diamondbacks-M9PkWAEd/,-105,-110,100,-106
14-08-2024,ARI,COL,11,4,1,MLB,usa/mlb/arizona-diamondbacks-colorado-rockies-86wCrNJP/,-210,178,-200,186
13-08-2024,ARI,COL,4,3,1,MLB,usa/mlb/arizona-diamondbacks-colorado-rockies-KKDQmIe5/,-193,166,-185,175
12-08-2024,ARI,COL,5,4,1,MLB,usa/mlb/arizona-diamondbacks-colorado-rockies-IyNqJ0i7/,-296,245,-286,256
11-08-2024,ARI,PHI,12,5,1,MLB,usa/mlb/arizona-diamondbacks-philadelphia-phillies-nTbgZCs5/,109,-125,116,104
10-08-2024,ARI,PHI,11,1,1,MLB,usa/mlb/arizona-diamondbacks-philadelphia-phillies-WxxtqlBT/,-116,100,-101,106
09-08-2024,ARI,PHI,3,2,1,MLB,usa/mlb/arizona-diamondbacks-philadelphia-phillies-hOzwbHy3/,115,-133,121,-128
08-08-2024,ARI,PHI,4,6,0,MLB,usa/mlb/arizona-diamondbacks-philadelphia-phillies-80pLAfL8/,-128,110,-123,114
07-08-2024,CLE,ARI,3,5,0,MLB,usa/mlb/cleveland-guardians-arizona-diamondbacks-xEyzO4eP/,-112,-103,-105,102
07-08-2024,CLE,ARI,3,7,0,MLB,usa/mlb/cleveland-guardians-arizona-diamondbacks-2L45kpk0/,-112,-104,-101,100
05-08-2024,CLE,ARI,6,7,0,MLB,usa/mlb/cleveland-guardians-arizona-diamondbacks-z9uhUuIb/,101,-118,108,-114
