date,team_1,team_2,score_1,score_2,result,tournament,game_url,avg_moneyline_1,avg_moneyline_2
26-09-2024,NYG,DAL,15,20,0,NFL,usa/nfl/new-york-giants-dallas-cowboys-CIpOBlzq/,201,-248
22-09-2024,CLE,NYG,15,21,0,NFL,usa/nfl/cleveland-browns-new-york-giants-GWStxime/,-293,232
15-09-2024,WSH,NYG,21,18,1,NFL,usa/nfl/washington-commanders-new-york-giants-r1DTUZuS/,-123,102
08-09-2024,NYG,MIN,6,28,0,NFL,usa/nfl/new-york-giants-minnesota-vikings-xrJMNuBm/,-107,-113
24-08-2024,NYJ,NYG,10,6,1,NFL,usa/nfl/new-york-jets-new-york-giants-hWpDojZ9/,137,-169
17-08-2024,HOU,NYG,28,10,1,NFL,usa/nfl/houston-texans-new-york-giants-CW9cBczq/,-136,106
08-08-2024,NYG,DET,14,3,1,NFL,usa/nfl/new-york-giants-detroit-lions-nZV8ZUNO/,-188,147
07-01-2024,NYG,PHI,27,10,1,NFL_2023/2024,usa/nfl-2023-2024/new-york-giants-philadelphia-eagles-bajbFABq/,188,-232
31-12-2023,NYG,LAR,25,26,0,NFL_2023/2024,usa/nfl-2023-2024/new-york-giants-los-angeles-rams-vyNG6tTB/,223,-278
25-12-2023,PHI,NYG,33,25,1,NFL_2023/2024,usa/nfl-2023-2024/philadelphia-eagles-new-york-giants-dzbko58Q/,-833,553
17-12-2023,NO,NYG,24,6,1,NFL_2023/2024,usa/nfl-2023-2024/new-orleans-saints-new-york-giants-pd0ZxB8E/,-270,217
11-12-2023,NYG,GB,24,22,1,NFL_2023/2024,usa/nfl-2023-2024/new-york-giants-green-bay-packers-rXJvHToe/,197,-245
26-11-2023,NYG,NE,10,7,1,NFL_2023/2024,usa/nfl-2023-2024/new-york-giants-new-england-patriots-YaVba4Kh/,177,-216
19-11-2023,WSH,NYG,19,31,0,NFL_2023/2024,usa/nfl-2023-2024/washington-commanders-new-york-giants-nNgrM6A8/,-383,297
