Item,rating,ranking
LAL,312.39795294920395,1
BOS,216.74838111132794,2
ORL,151.04484173963104,3
DEN,134.61751128997489,4
POR,118.3944080795348,5
SA,117.53288512342984,6
HOU,101.97280529187385,7
DAL,95.1588229993896,8
CLE,86.27140833643377,9
NO,77.85228486012689,10
PHX,38.55760008618409,11
OKC,21.64223056553876,12
IND,13.786671052200859,13
CHA,13.214353024599408,14
UTAH,7.197811502383473,15
MEM,5.346753162257102,16
ATL,-6.791079875938493,17
MIL,-24.719424693330218,18
CHI,-29.201523916593175,19
MIA,-35.18551932929998,20
TOR,-40.35662691135515,21
DET,-45.84414498128985,22
MIN,-53.971465615937895,23
BKN,-114.05811743960219,24
NY,-126.36842373101194,25
PHI,-132.49518091291264,26
GS,-172.60763678084936,27
WSH,-213.47686063292855,28
SAC,-237.17814904310143,29
LAC,-279.4825673099394,30
