date,team_1,score_1,score_2,team_2,game_url
20/Jul,Washington Wizards,91,79,Milwaukee Bucks,usa/nba-las-vegas-summer-league/washington-wizards-milwaukee-bucks-EiIyDeHD/
19/Jul,Phoenix Suns,115,90,Milwaukee Bucks,usa/nba-las-vegas-summer-league/phoenix-suns-milwaukee-bucks-GEwxrlal/
16/Jul,Milwaukee Bucks,97,112,Los Angeles Clippers,usa/nba-las-vegas-summer-league/milwaukee-bucks-los-angeles-clippers-Sdw5O22b/
14/Jul,Milwaukee Bucks,81,112,Cleveland Cavaliers,usa/nba-las-vegas-summer-league/milwaukee-bucks-cleveland-cavaliers-EFEA4mfS/
13/Jul,Chicago Bulls,96,89,Milwaukee Bucks,usa/nba-las-vegas-summer-league/chicago-bulls-milwaukee-bucks-AH8BehBc/
02/May,Indiana Pacers,120,98,Milwaukee Bucks,usa/nba-2023-2024/indiana-pacers-milwaukee-bucks-QL0flNVF/
30/Apr,Milwaukee Bucks,115,92,Indiana Pacers,usa/nba-2023-2024/milwaukee-bucks-indiana-pacers-4dTtOD64/
28/Apr,Indiana Pacers,126,113,Milwaukee Bucks,usa/nba-2023-2024/indiana-pacers-milwaukee-bucks-E3jSlZo2/
26/Apr,Indiana Pacers,121,118,Milwaukee Bucks,usa/nba-2023-2024/indiana-pacers-milwaukee-bucks-IycJjeHk/
23/Apr,Milwaukee Bucks,108,125,Indiana Pacers,usa/nba-2023-2024/milwaukee-bucks-indiana-pacers-M5BmdHgS/
21/Apr,Milwaukee Bucks,109,94,Indiana Pacers,usa/nba-2023-2024/milwaukee-bucks-indiana-pacers-MXqko0pe/
14/Apr,Orlando Magic,113,88,Milwaukee Bucks,usa/nba-2023-2024/orlando-magic-milwaukee-bucks-MVCZWUC2/
12/Apr,Oklahoma City Thunder,125,107,Milwaukee Bucks,usa/nba-2023-2024/oklahoma-city-thunder-milwaukee-bucks-CnjAe8jd/
10/Apr,Milwaukee Bucks,117,99,Orlando Magic,usa/nba-2023-2024/milwaukee-bucks-orlando-magic-vFeo5LNh/
09/Apr,Milwaukee Bucks,104,91,Boston Celtics,usa/nba-2023-2024/milwaukee-bucks-boston-celtics-ShsUbp1J/
07/Apr,Milwaukee Bucks,109,122,New York Knicks,usa/nba-2023-2024/milwaukee-bucks-new-york-knicks-IJJp86OQ/
05/Apr,Milwaukee Bucks,111,117,Toronto Raptors,usa/nba-2023-2024/milwaukee-bucks-toronto-raptors-hCEchxut/
03/Apr,Milwaukee Bucks,101,111,Memphis Grizzlies,usa/nba-2023-2024/milwaukee-bucks-memphis-grizzlies-bHDmrJ44/
02/Apr,Washington Wizards,117,113,Milwaukee Bucks,usa/nba-2023-2024/washington-wizards-milwaukee-bucks-6mK5X1jn/
30/Mar,Atlanta Hawks,113,122,Milwaukee Bucks,usa/nba-2023-2024/atlanta-hawks-milwaukee-bucks-bJbiIVpr/
28/Mar,New Orleans Pelicans,107,100,Milwaukee Bucks,usa/nba-2023-2024/new-orleans-pelicans-milwaukee-bucks-Io2mliW1/
26/Mar,Milwaukee Bucks,124,128,Los Angeles Lakers,usa/nba-2023-2024/milwaukee-bucks-los-angeles-lakers-2gYUqxuG/
24/Mar,Milwaukee Bucks,118,93,Oklahoma City Thunder,usa/nba-2023-2024/milwaukee-bucks-oklahoma-city-thunder-dC197KFP/
21/Mar,Milwaukee Bucks,115,108,Brooklyn Nets,usa/nba-2023-2024/milwaukee-bucks-brooklyn-nets-xxfAJK9D/
20/Mar,Boston Celtics,122,119,Milwaukee Bucks,usa/nba-2023-2024/boston-celtics-milwaukee-bucks-2eNEUpIE/
17/Mar,Milwaukee Bucks,140,129,Phoenix Suns,usa/nba-2023-2024/milwaukee-bucks-phoenix-suns-nRomkIb5/
14/Mar,Milwaukee Bucks,114,105,Philadelphia 76ers,usa/nba-2023-2024/milwaukee-bucks-philadelphia-76ers-hnBZZog1/
12/Mar,Sacramento Kings,129,94,Milwaukee Bucks,usa/nba-2023-2024/sacramento-kings-milwaukee-bucks-bcozb3l6/
10/Mar,Los Angeles Clippers,117,124,Milwaukee Bucks,usa/nba-2023-2024/los-angeles-clippers-milwaukee-bucks-AgbBYnLf/
08/Mar,Los Angeles Lakers,123,122,Milwaukee Bucks,usa/nba-2023-2024/los-angeles-lakers-milwaukee-bucks-dWZsXZqj/
06/Mar,Golden State Warriors,125,90,Milwaukee Bucks,usa/nba-2023-2024/golden-state-warriors-milwaukee-bucks-zuSHSKh4/
04/Mar,Milwaukee Bucks,113,106,Los Angeles Clippers,usa/nba-2023-2024/milwaukee-bucks-los-angeles-clippers-z5B81rf5/
01/Mar,Chicago Bulls,97,113,Milwaukee Bucks,usa/nba-2023-2024/chicago-bulls-milwaukee-bucks-UuYtAFt8/
29/Feb,Charlotte Hornets,99,111,Milwaukee Bucks,usa/nba-2023-2024/charlotte-hornets-milwaukee-bucks-rBW6in9q/
27/Feb,Milwaukee Bucks,123,85,Charlotte Hornets,usa/nba-2023-2024/milwaukee-bucks-charlotte-hornets-vHluwmfj/
25/Feb,Philadelphia 76ers,98,119,Milwaukee Bucks,usa/nba-2023-2024/philadelphia-76ers-milwaukee-bucks-CUUrWvs6/
23/Feb,Minnesota Timberwolves,107,112,Milwaukee Bucks,usa/nba-2023-2024/minnesota-timberwolves-milwaukee-bucks-jahCILC6/
15/Feb,Memphis Grizzlies,113,110,Milwaukee Bucks,usa/nba-2023-2024/memphis-grizzlies-milwaukee-bucks-U7trFn6E/
13/Feb,Milwaukee Bucks,97,123,Miami Heat,usa/nba-2023-2024/milwaukee-bucks-miami-heat-MwPXbzGG/
12/Feb,Milwaukee Bucks,112,95,Denver Nuggets,usa/nba-2023-2024/milwaukee-bucks-denver-nuggets-G63wuFOp/
09/Feb,Milwaukee Bucks,120,84,Charlotte Hornets,usa/nba-2023-2024/milwaukee-bucks-charlotte-hornets-OjqcvtTk/
08/Feb,Milwaukee Bucks,105,129,Minnesota Timberwolves,usa/nba-2023-2024/milwaukee-bucks-minnesota-timberwolves-zRA9mp63/
06/Feb,Phoenix Suns,114,106,Milwaukee Bucks,usa/nba-2023-2024/phoenix-suns-milwaukee-bucks-80ftD3Uj/
04/Feb,Utah Jazz,123,108,Milwaukee Bucks,usa/nba-2023-2024/utah-jazz-milwaukee-bucks-OlhUJEo6/
03/Feb,Dallas Mavericks,117,129,Milwaukee Bucks,usa/nba-2023-2024/dallas-mavericks-milwaukee-bucks-OzDe5FWC/
31/Jan,Portland Trail Blazers,119,116,Milwaukee Bucks,usa/nba-2023-2024/portland-trail-blazers-milwaukee-bucks-2wII32e8/
29/Jan,Denver Nuggets,113,107,Milwaukee Bucks,usa/nba-2023-2024/denver-nuggets-milwaukee-bucks-25IKnAKG/
27/Jan,Milwaukee Bucks,141,117,New Orleans Pelicans,usa/nba-2023-2024/milwaukee-bucks-new-orleans-pelicans-nFT3LXLH/
26/Jan,Milwaukee Bucks,100,112,Cleveland Cavaliers,usa/nba-2023-2024/milwaukee-bucks-cleveland-cavaliers-SlezO5QI/
24/Jan,Milwaukee Bucks,126,116,Cleveland Cavaliers,usa/nba-2023-2024/milwaukee-bucks-cleveland-cavaliers-xtzxFAsl/
22/Jan,Detroit Pistons,113,122,Milwaukee Bucks,usa/nba-2023-2024/detroit-pistons-milwaukee-bucks-0xENavxp/
20/Jan,Detroit Pistons,135,141,Milwaukee Bucks,usa/nba-2023-2024/detroit-pistons-milwaukee-bucks-WnTDg3FA/
17/Jan,Cleveland Cavaliers,135,95,Milwaukee Bucks,usa/nba-2023-2024/cleveland-cavaliers-milwaukee-bucks-Gh8euDf0/
14/Jan,Milwaukee Bucks,143,142,Sacramento Kings,usa/nba-2023-2024/milwaukee-bucks-sacramento-kings-MehrFGte/
13/Jan,Milwaukee Bucks,129,118,Golden State Warriors,usa/nba-2023-2024/milwaukee-bucks-golden-state-warriors-fuLjP042/
11/Jan,Milwaukee Bucks,135,102,Boston Celtics,usa/nba-2023-2024/milwaukee-bucks-boston-celtics-OKdqPum5/
08/Jan,Milwaukee Bucks,116,132,Utah Jazz,usa/nba-2023-2024/milwaukee-bucks-utah-jazz-nktYwEMg/
06/Jan,Houston Rockets,112,108,Milwaukee Bucks,usa/nba-2023-2024/houston-rockets-milwaukee-bucks-b5mLpPw9/
04/Jan,San Antonio Spurs,121,125,Milwaukee Bucks,usa/nba-2023-2024/san-antonio-spurs-milwaukee-bucks-WGl5JnuA/
03/Jan,Indiana Pacers,142,130,Milwaukee Bucks,usa/nba-2023-2024/indiana-pacers-milwaukee-bucks-dbzN69e4/
01/Jan,Milwaukee Bucks,113,122,Indiana Pacers,usa/nba-2023-2024/milwaukee-bucks-indiana-pacers-jwXECvSP/
29/Dec,Cleveland Cavaliers,111,119,Milwaukee Bucks,usa/nba-2023-2024/cleveland-cavaliers-milwaukee-bucks-CEUfnrEK/
27/Dec,Brooklyn Nets,122,144,Milwaukee Bucks,usa/nba-2023-2024/brooklyn-nets-milwaukee-bucks-6J6OUfRk/
25/Dec,New York Knicks,129,122,Milwaukee Bucks,usa/nba-2023-2024/new-york-knicks-milwaukee-bucks-ChwdwSDh/
23/Dec,New York Knicks,111,130,Milwaukee Bucks,usa/nba-2023-2024/new-york-knicks-milwaukee-bucks-KtJrWA6P/
21/Dec,Milwaukee Bucks,118,114,Orlando Magic,usa/nba-2023-2024/milwaukee-bucks-orlando-magic-nDWCIixQ/
19/Dec,Milwaukee Bucks,132,119,San Antonio Spurs,usa/nba-2023-2024/milwaukee-bucks-san-antonio-spurs-hYa32unS/
17/Dec,Milwaukee Bucks,128,119,Houston Rockets,usa/nba-2023-2024/milwaukee-bucks-houston-rockets-bguQVtBj/
16/Dec,Milwaukee Bucks,146,114,Detroit Pistons,usa/nba-2023-2024/milwaukee-bucks-detroit-pistons-6sLCOP3N/
13/Dec,Milwaukee Bucks,140,126,Indiana Pacers,usa/nba-2023-2024/milwaukee-bucks-indiana-pacers-0INeQQHD/
11/Dec,Milwaukee Bucks,133,129,Chicago Bulls,usa/nba-2023-2024/milwaukee-bucks-chicago-bulls-0OQ5HVYr/
07/Dec,Milwaukee Bucks,119,128,Indiana Pacers,usa/nba-2023-2024/milwaukee-bucks-indiana-pacers-8ruZkWKu/
05/Dec,Milwaukee Bucks,146,122,New York Knicks,usa/nba-2023-2024/milwaukee-bucks-new-york-knicks-CvSokk57/
02/Dec,Milwaukee Bucks,132,121,Atlanta Hawks,usa/nba-2023-2024/milwaukee-bucks-atlanta-hawks-vDYtdO65/
30/Nov,Chicago Bulls,120,113,Milwaukee Bucks,usa/nba-2023-2024/chicago-bulls-milwaukee-bucks-KlwZSPxJ/
28/Nov,Miami Heat,124,131,Milwaukee Bucks,usa/nba-2023-2024/miami-heat-milwaukee-bucks-h6JerhZa/
26/Nov,Milwaukee Bucks,108,102,Portland Trail Blazers,usa/nba-2023-2024/milwaukee-bucks-portland-trail-blazers-GIg7IHIq/
24/Nov,Milwaukee Bucks,131,128,Washington Wizards,usa/nba-2023-2024/milwaukee-bucks-washington-wizards-EFKiqYJg/
22/Nov,Boston Celtics,119,116,Milwaukee Bucks,usa/nba-2023-2024/boston-celtics-milwaukee-bucks-GzmwFrCi/
20/Nov,Washington Wizards,129,142,Milwaukee Bucks,usa/nba-2023-2024/washington-wizards-milwaukee-bucks-MDy2HGGh/
18/Nov,Milwaukee Bucks,132,125,Dallas Mavericks,usa/nba-2023-2024/milwaukee-bucks-dallas-mavericks-UsJfNomE/
17/Nov,Charlotte Hornets,99,130,Milwaukee Bucks,usa/nba-2023-2024/charlotte-hornets-milwaukee-bucks-08vHkzsQ/
15/Nov,Toronto Raptors,112,128,Milwaukee Bucks,usa/nba-2023-2024/toronto-raptors-milwaukee-bucks-tQjwweV8/
13/Nov,Milwaukee Bucks,118,109,Chicago Bulls,usa/nba-2023-2024/milwaukee-bucks-chicago-bulls-h0OHlRtk/
11/Nov,Orlando Magic,112,97,Milwaukee Bucks,usa/nba-2023-2024/orlando-magic-milwaukee-bucks-nPlapCk3/
09/Nov,Indiana Pacers,126,124,Milwaukee Bucks,usa/nba-2023-2024/indiana-pacers-milwaukee-bucks-fV1DM8cd/
08/Nov,Milwaukee Bucks,120,118,Detroit Pistons,usa/nba-2023-2024/milwaukee-bucks-detroit-pistons-lUIUUWkG/
06/Nov,Brooklyn Nets,125,129,Milwaukee Bucks,usa/nba-2023-2024/brooklyn-nets-milwaukee-bucks-fknLEKaI/
03/Nov,Milwaukee Bucks,110,105,New York Knicks,usa/nba-2023-2024/milwaukee-bucks-new-york-knicks-Ye3MThK6/
01/Nov,Toronto Raptors,130,111,Milwaukee Bucks,usa/nba-2023-2024/toronto-raptors-milwaukee-bucks-YJTBMZpS/
30/Oct,Milwaukee Bucks,122,114,Miami Heat,usa/nba-2023-2024/milwaukee-bucks-miami-heat-h0KWaFYj/
29/Oct,Milwaukee Bucks,110,127,Atlanta Hawks,usa/nba-2023-2024/milwaukee-bucks-atlanta-hawks-KnpXBLRo/
26/Oct,Milwaukee Bucks,118,117,Philadelphia 76ers,usa/nba-2023-2024/milwaukee-bucks-philadelphia-76ers-Awrhj55P/
20/Oct,Milwaukee Bucks,124,116,Memphis Grizzlies,usa/nba-2023-2024/milwaukee-bucks-memphis-grizzlies-fiwsPKyr/
17/Oct,Oklahoma City Thunder,124,101,Milwaukee Bucks,usa/nba-2023-2024/oklahoma-city-thunder-milwaukee-bucks-fVT9meKa/
15/Oct,Los Angeles Lakers,97,108,Milwaukee Bucks,usa/nba-2023-2024/los-angeles-lakers-milwaukee-bucks-lE4lahJB/
10/Oct,Memphis Grizzlies,108,102,Milwaukee Bucks,usa/nba-2023-2024/memphis-grizzlies-milwaukee-bucks-pMDk5Ko2/
08/Oct,Milwaukee Bucks,105,102,Chicago Bulls,usa/nba-2023-2024/milwaukee-bucks-chicago-bulls-8QZJ9uxe/
15/Jul,Sacramento Kings,92,84,Milwaukee Bucks,usa/nba-las-vegas-summer-league-2023/sacramento-kings-milwaukee-bucks-4rdlWZHk/
13/Jul,Milwaukee Bucks,72,91,Miami Heat,usa/nba-las-vegas-summer-league-2023/milwaukee-bucks-miami-heat-4Guvv4dT/
11/Jul,Milwaukee Bucks,71,92,Brooklyn Nets,usa/nba-las-vegas-summer-league-2023/milwaukee-bucks-brooklyn-nets-UFpFmHTP/
08/Jul,Phoenix Suns,75,84,Milwaukee Bucks,usa/nba-las-vegas-summer-league-2023/phoenix-suns-milwaukee-bucks-bcXUGIhl/
07/Jul,Milwaukee Bucks,92,85,Denver Nuggets,usa/nba-las-vegas-summer-league-2023/milwaukee-bucks-denver-nuggets-jV6KAsWE/
26/Apr,Milwaukee Bucks,126,128,Miami Heat,usa/nba-2022-2023/milwaukee-bucks-miami-heat-6ubA8nIU/
24/Apr,Miami Heat,119,114,Milwaukee Bucks,usa/nba-2022-2023/miami-heat-milwaukee-bucks-I3ZT4dbN/
22/Apr,Miami Heat,121,99,Milwaukee Bucks,usa/nba-2022-2023/miami-heat-milwaukee-bucks-0SvP5xqH/
19/Apr,Milwaukee Bucks,138,122,Miami Heat,usa/nba-2022-2023/milwaukee-bucks-miami-heat-MytL6ITA/
16/Apr,Milwaukee Bucks,117,130,Miami Heat,usa/nba-2022-2023/milwaukee-bucks-miami-heat-SEtH7bE4/
09/Apr,Toronto Raptors,121,105,Milwaukee Bucks,usa/nba-2022-2023/toronto-raptors-milwaukee-bucks-dYvxBwQA/
07/Apr,Milwaukee Bucks,114,137,Memphis Grizzlies,usa/nba-2022-2023/milwaukee-bucks-memphis-grizzlies-GKvCIOSC/
05/Apr,Milwaukee Bucks,105,92,Chicago Bulls,usa/nba-2022-2023/milwaukee-bucks-chicago-bulls-EZflQFUL/
04/Apr,Washington Wizards,128,140,Milwaukee Bucks,usa/nba-2022-2023/washington-wizards-milwaukee-bucks-xUwfGv1c/
02/Apr,Milwaukee Bucks,117,104,Philadelphia 76ers,usa/nba-2022-2023/milwaukee-bucks-philadelphia-76ers-G4YqbcoT/
30/Mar,Milwaukee Bucks,99,140,Boston Celtics,usa/nba-2022-2023/milwaukee-bucks-boston-celtics-U7pYAO7K/
29/Mar,Indiana Pacers,136,149,Milwaukee Bucks,usa/nba-2022-2023/indiana-pacers-milwaukee-bucks-ImabboOE/
27/Mar,Detroit Pistons,117,126,Milwaukee Bucks,usa/nba-2022-2023/detroit-pistons-milwaukee-bucks-2LlQOpXe/
25/Mar,Denver Nuggets,129,106,Milwaukee Bucks,usa/nba-2022-2023/denver-nuggets-milwaukee-bucks-d2bBUF3H/
24/Mar,Utah Jazz,116,144,Milwaukee Bucks,usa/nba-2022-2023/utah-jazz-milwaukee-bucks-fZytFz4U/
22/Mar,Milwaukee Bucks,130,94,San Antonio Spurs,usa/nba-2022-2023/milwaukee-bucks-san-antonio-spurs-25rb4JkC/
19/Mar,Milwaukee Bucks,118,111,Toronto Raptors,usa/nba-2022-2023/milwaukee-bucks-toronto-raptors-MFQgb0t5/
16/Mar,Milwaukee Bucks,123,139,Indiana Pacers,usa/nba-2022-2023/milwaukee-bucks-indiana-pacers-v7yjm6cN/
14/Mar,Phoenix Suns,104,116,Milwaukee Bucks,usa/nba-2022-2023/phoenix-suns-milwaukee-bucks-U7S3y9bB/
13/Mar,Sacramento Kings,124,133,Milwaukee Bucks,usa/nba-2022-2023/sacramento-kings-milwaukee-bucks-0MeCzEeR/
11/Mar,Golden State Warriors,125,116,Milwaukee Bucks,usa/nba-2022-2023/golden-state-warriors-milwaukee-bucks-nePXEuTj/
09/Mar,Milwaukee Bucks,118,113,Brooklyn Nets,usa/nba-2022-2023/milwaukee-bucks-brooklyn-nets-2TjBB6Mb/
07/Mar,Orlando Magic,123,134,Milwaukee Bucks,usa/nba-2022-2023/orlando-magic-milwaukee-bucks-r5e3r8hC/
05/Mar,Washington Wizards,111,117,Milwaukee Bucks,usa/nba-2022-2023/washington-wizards-milwaukee-bucks-vDbnnjgm/
04/Mar,Milwaukee Bucks,130,133,Philadelphia 76ers,usa/nba-2022-2023/milwaukee-bucks-philadelphia-76ers-dUdzg1A2/
01/Mar,Milwaukee Bucks,139,117,Orlando Magic,usa/nba-2022-2023/milwaukee-bucks-orlando-magic-nH8FS4dc/
28/Feb,Brooklyn Nets,104,118,Milwaukee Bucks,usa/nba-2022-2023/brooklyn-nets-milwaukee-bucks-xQmGQN9C/
26/Feb,Milwaukee Bucks,104,101,Phoenix Suns,usa/nba-2022-2023/milwaukee-bucks-phoenix-suns-65eUGntl/
24/Feb,Milwaukee Bucks,128,99,Miami Heat,usa/nba-2022-2023/milwaukee-bucks-miami-heat-KpeG9VYK/
16/Feb,Chicago Bulls,100,112,Milwaukee Bucks,usa/nba-2022-2023/chicago-bulls-milwaukee-bucks-jaIkzVs2/
14/Feb,Milwaukee Bucks,131,125,Boston Celtics,usa/nba-2022-2023/milwaukee-bucks-boston-celtics-xUwSsMqB/
10/Feb,Los Angeles Clippers,106,119,Milwaukee Bucks,usa/nba-2022-2023/los-angeles-clippers-milwaukee-bucks-fBV1KRom/
09/Feb,Los Angeles Lakers,106,115,Milwaukee Bucks,usa/nba-2022-2023/los-angeles-lakers-milwaukee-bucks-MqhL7l2s/
06/Feb,Portland Trail Blazers,108,127,Milwaukee Bucks,usa/nba-2022-2023/portland-trail-blazers-milwaukee-bucks-AqX3tino/
04/Feb,Milwaukee Bucks,123,115,Miami Heat,usa/nba-2022-2023/milwaukee-bucks-miami-heat-pzD5fpBQ/
02/Feb,Milwaukee Bucks,106,105,Los Angeles Clippers,usa/nba-2022-2023/milwaukee-bucks-los-angeles-clippers-h6JNqTd8/
31/Jan,Milwaukee Bucks,124,115,Charlotte Hornets,usa/nba-2022-2023/milwaukee-bucks-charlotte-hornets-bqYEGUSL/
29/Jan,Milwaukee Bucks,135,110,New Orleans Pelicans,usa/nba-2022-2023/milwaukee-bucks-new-orleans-pelicans-fZTRHJ7b/
27/Jan,Indiana Pacers,131,141,Milwaukee Bucks,usa/nba-2022-2023/indiana-pacers-milwaukee-bucks-xO2Nk1O5/
25/Jan,Milwaukee Bucks,107,99,Denver Nuggets,usa/nba-2022-2023/milwaukee-bucks-denver-nuggets-Ch3Zfyql/
23/Jan,Detroit Pistons,130,150,Milwaukee Bucks,usa/nba-2022-2023/detroit-pistons-milwaukee-bucks-v75Tu5wp/
21/Jan,Cleveland Cavaliers,114,102,Milwaukee Bucks,usa/nba-2022-2023/cleveland-cavaliers-milwaukee-bucks-6JbNWR0T/
17/Jan,Milwaukee Bucks,130,122,Toronto Raptors,usa/nba-2022-2023/milwaukee-bucks-toronto-raptors-EB8xEV7G/
16/Jan,Milwaukee Bucks,132,119,Indiana Pacers,usa/nba-2022-2023/milwaukee-bucks-indiana-pacers-6c5rF2ZQ/
14/Jan,Miami Heat,111,95,Milwaukee Bucks,usa/nba-2022-2023/miami-heat-milwaukee-bucks-2od2sODe/
12/Jan,Miami Heat,108,102,Milwaukee Bucks,usa/nba-2022-2023/miami-heat-milwaukee-bucks-Y9Uez76S/
11/Jan,Atlanta Hawks,105,114,Milwaukee Bucks,usa/nba-2022-2023/atlanta-hawks-milwaukee-bucks-Uc5Cx0Fa/
09/Jan,New York Knicks,107,111,Milwaukee Bucks,usa/nba-2022-2023/new-york-knicks-milwaukee-bucks-ltPdrVoL/
06/Jan,Milwaukee Bucks,109,138,Charlotte Hornets,usa/nba-2022-2023/milwaukee-bucks-charlotte-hornets-E5LVy87i/
04/Jan,Toronto Raptors,101,104,Milwaukee Bucks,usa/nba-2022-2023/toronto-raptors-milwaukee-bucks-AV1G6vUu/
03/Jan,Milwaukee Bucks,123,113,Washington Wizards,usa/nba-2022-2023/milwaukee-bucks-washington-wizards-8WxkTwPJ/
01/Jan,Milwaukee Bucks,95,118,Washington Wizards,usa/nba-2022-2023/milwaukee-bucks-washington-wizards-67WKhcm7/
30/Dec,Milwaukee Bucks,123,114,Minnesota Timberwolves,usa/nba-2022-2023/milwaukee-bucks-minnesota-timberwolves-pGOflrdL/
28/Dec,Chicago Bulls,119,113,Milwaukee Bucks,usa/nba-2022-2023/chicago-bulls-milwaukee-bucks-2D8AjDLi/
25/Dec,Boston Celtics,139,118,Milwaukee Bucks,usa/nba-2022-2023/boston-celtics-milwaukee-bucks-dh5ZNQQI/
23/Dec,Brooklyn Nets,118,100,Milwaukee Bucks,usa/nba-2022-2023/brooklyn-nets-milwaukee-bucks-SdPfCTR6/
21/Dec,Cleveland Cavaliers,114,106,Milwaukee Bucks,usa/nba-2022-2023/cleveland-cavaliers-milwaukee-bucks-hbsPLta3/
19/Dec,New Orleans Pelicans,119,128,Milwaukee Bucks,usa/nba-2022-2023/new-orleans-pelicans-milwaukee-bucks-04Io8NU3/
17/Dec,Milwaukee Bucks,123,97,Utah Jazz,usa/nba-2022-2023/milwaukee-bucks-utah-jazz-IiVLYMwo/
15/Dec,Memphis Grizzlies,142,101,Milwaukee Bucks,usa/nba-2022-2023/memphis-grizzlies-milwaukee-bucks-xhrxyJ3E/
13/Dec,Milwaukee Bucks,128,111,Golden State Warriors,usa/nba-2022-2023/milwaukee-bucks-golden-state-warriors-GQL62bck/
11/Dec,Houston Rockets,97,92,Milwaukee Bucks,usa/nba-2022-2023/houston-rockets-milwaukee-bucks-fZaW4W1j/
09/Dec,Dallas Mavericks,105,106,Milwaukee Bucks,usa/nba-2022-2023/dallas-mavericks-milwaukee-bucks-t4L8CN3a/
07/Dec,Milwaukee Bucks,126,113,Sacramento Kings,usa/nba-2022-2023/milwaukee-bucks-sacramento-kings-2qg8qPZC/
05/Dec,Orlando Magic,102,109,Milwaukee Bucks,usa/nba-2022-2023/orlando-magic-milwaukee-bucks-Kfh9zUjr/
03/Dec,Charlotte Hornets,96,105,Milwaukee Bucks,usa/nba-2022-2023/charlotte-hornets-milwaukee-bucks-bkVcsu8c/
02/Dec,Milwaukee Bucks,129,133,Los Angeles Lakers,usa/nba-2022-2023/milwaukee-bucks-los-angeles-lakers-KbAOSug4/
30/Nov,New York Knicks,103,109,Milwaukee Bucks,usa/nba-2022-2023/new-york-knicks-milwaukee-bucks-bBvVI4Pu/
27/Nov,Milwaukee Bucks,124,115,Dallas Mavericks,usa/nba-2022-2023/milwaukee-bucks-dallas-mavericks-bmIa7YQQ/
25/Nov,Milwaukee Bucks,117,102,Cleveland Cavaliers,usa/nba-2022-2023/milwaukee-bucks-cleveland-cavaliers-nBJDi79q/
23/Nov,Milwaukee Bucks,113,118,Chicago Bulls,usa/nba-2022-2023/milwaukee-bucks-chicago-bulls-OCh3oWnA/
21/Nov,Milwaukee Bucks,119,111,Portland Trail Blazers,usa/nba-2022-2023/milwaukee-bucks-portland-trail-blazers-2oGcUwCI/
18/Nov,Philadelphia 76ers,110,102,Milwaukee Bucks,usa/nba-2022-2023/philadelphia-76ers-milwaukee-bucks-jR6vaeGG/
16/Nov,Milwaukee Bucks,113,98,Cleveland Cavaliers,usa/nba-2022-2023/milwaukee-bucks-cleveland-cavaliers-IaTcnIWA/
14/Nov,Milwaukee Bucks,106,121,Atlanta Hawks,usa/nba-2022-2023/milwaukee-bucks-atlanta-hawks-4z2LjC6a/
11/Nov,San Antonio Spurs,111,93,Milwaukee Bucks,usa/nba-2022-2023/san-antonio-spurs-milwaukee-bucks-AXnPq4gF/
09/Nov,Oklahoma City Thunder,132,136,Milwaukee Bucks,usa/nba-2022-2023/oklahoma-city-thunder-milwaukee-bucks-tx7pY6f3/
07/Nov,Atlanta Hawks,117,98,Milwaukee Bucks,usa/nba-2022-2023/atlanta-hawks-milwaukee-bucks-rNCY5lBA/
05/Nov,Milwaukee Bucks,108,94,Oklahoma City Thunder,usa/nba-2022-2023/milwaukee-bucks-oklahoma-city-thunder-QNJt8Jzs/
04/Nov,Minnesota Timberwolves,102,115,Milwaukee Bucks,usa/nba-2022-2023/minnesota-timberwolves-milwaukee-bucks-vcGJhvyf/
02/Nov,Milwaukee Bucks,116,91,Detroit Pistons,usa/nba-2022-2023/milwaukee-bucks-detroit-pistons-YkSdmqaE/
31/Oct,Milwaukee Bucks,110,108,Detroit Pistons,usa/nba-2022-2023/milwaukee-bucks-detroit-pistons-UqGRTZtd/
29/Oct,Milwaukee Bucks,123,115,Atlanta Hawks,usa/nba-2022-2023/milwaukee-bucks-atlanta-hawks-hvFByRr5/
28/Oct,Milwaukee Bucks,119,108,New York Knicks,usa/nba-2022-2023/milwaukee-bucks-new-york-knicks-GvoUOmaa/
26/Oct,Milwaukee Bucks,110,99,Brooklyn Nets,usa/nba-2022-2023/milwaukee-bucks-brooklyn-nets-xQs8JhNJ/
22/Oct,Milwaukee Bucks,125,105,Houston Rockets,usa/nba-2022-2023/milwaukee-bucks-houston-rockets-bXT5FG0c/
20/Oct,Philadelphia 76ers,88,90,Milwaukee Bucks,usa/nba-2022-2023/philadelphia-76ers-milwaukee-bucks-447NN4JT/
12/Oct,Milwaukee Bucks,97,107,Brooklyn Nets,usa/nba-2022-2023/milwaukee-bucks-brooklyn-nets-YB3rDQu1/
11/Oct,Chicago Bulls,127,104,Milwaukee Bucks,usa/nba-2022-2023/chicago-bulls-milwaukee-bucks-AV1c3ESB/
08/Oct,Milwaukee Bucks,109,118,Atlanta Hawks,usa/nba-2022-2023/milwaukee-bucks-atlanta-hawks-40ogVbDm/
06/Oct,Atlanta Hawks,123,113,Milwaukee Bucks,usa/nba-2022-2023/atlanta-hawks-milwaukee-bucks-pG4MzLkQ/
01/Oct,Milwaukee Bucks,102,107,Memphis Grizzlies,usa/nba-2022-2023/milwaukee-bucks-memphis-grizzlies-GI98QUSB/
17/Jul,Toronto Raptors,80,69,Milwaukee Bucks,usa/nba-las-vegas-summer-league-2022/toronto-raptors-milwaukee-bucks-250KWHcp/
