date,team_1,score_1,score_2,team_2,game_url
05/Oct,Boston Celtics,119,125,Toronto Raptors,usa/nba-2022-2023/boston-celtics-toronto-raptors-noWwR16e/
02/Oct,Boston Celtics,134,93,Charlotte Hornets,usa/nba-2022-2023/boston-celtics-charlotte-hornets-OC0JXY61/
16/Jul,Boston Celtics,95,102,Brooklyn Nets,usa/nba-las-vegas-summer-league-2022/boston-celtics-brooklyn-nets-lt3jE5C2/
14/Jul,Boston Celtics,108,91,Memphis Grizzlies,usa/nba-las-vegas-summer-league-2022/boston-celtics-memphis-grizzlies-Ae1MulU6/
12/Jul,Golden State Warriors,92,103,Boston Celtics,usa/nba-las-vegas-summer-league-2022/golden-state-warriors-boston-celtics-zPTzUjVf/
09/Jul,Miami Heat,88,78,Boston Celtics,usa/nba-las-vegas-summer-league-2022/miami-heat-boston-celtics-SWTwNrIA/
16/Jun,Boston Celtics,90,103,Golden State Warriors,usa/nba-2021-2022/boston-celtics-golden-state-warriors-j3bM4Y8o/
13/Jun,Golden State Warriors,104,94,Boston Celtics,usa/nba-2021-2022/golden-state-warriors-boston-celtics-WE3WXoh3/
10/Jun,Boston Celtics,97,107,Golden State Warriors,usa/nba-2021-2022/boston-celtics-golden-state-warriors-CSmR5yFR/
08/Jun,Boston Celtics,116,100,Golden State Warriors,usa/nba-2021-2022/boston-celtics-golden-state-warriors-U3bM6HaL/
05/Jun,Golden State Warriors,107,88,Boston Celtics,usa/nba-2021-2022/golden-state-warriors-boston-celtics-jDaI7cpF/
02/Jun,Golden State Warriors,108,120,Boston Celtics,usa/nba-2021-2022/golden-state-warriors-boston-celtics-MweE8wV8/
29/May,Miami Heat,96,100,Boston Celtics,usa/nba-2021-2022/miami-heat-boston-celtics-rT3Y12F8/
27/May,Boston Celtics,103,111,Miami Heat,usa/nba-2021-2022/boston-celtics-miami-heat-jgD1CVDR/
25/May,Miami Heat,80,93,Boston Celtics,usa/nba-2021-2022/miami-heat-boston-celtics-A9SMdqF0/
23/May,Boston Celtics,102,82,Miami Heat,usa/nba-2021-2022/boston-celtics-miami-heat-zq65fkdd/
21/May,Boston Celtics,103,109,Miami Heat,usa/nba-2021-2022/boston-celtics-miami-heat-O821eVtj/
19/May,Miami Heat,102,127,Boston Celtics,usa/nba-2021-2022/miami-heat-boston-celtics-Uo3cdBRq/
17/May,Miami Heat,118,107,Boston Celtics,usa/nba-2021-2022/miami-heat-boston-celtics-SxHV0iJS/
25/Apr,Brooklyn Nets,112,116,Boston Celtics,usa/nba-2021-2022/brooklyn-nets-boston-celtics-rHZMXbm8/
23/Apr,Brooklyn Nets,103,109,Boston Celtics,usa/nba-2021-2022/brooklyn-nets-boston-celtics-rPTo9FA7/
20/Apr,Boston Celtics,114,107,Brooklyn Nets,usa/nba-2021-2022/boston-celtics-brooklyn-nets-IHrn8K7N/
17/Apr,Boston Celtics,115,114,Brooklyn Nets,usa/nba-2021-2022/boston-celtics-brooklyn-nets-6q2Fp5h2/
10/Apr,Memphis Grizzlies,110,139,Boston Celtics,usa/nba-2021-2022/memphis-grizzlies-boston-celtics-O6sBTZcQ/
03/Apr,Boston Celtics,144,102,Washington Wizards,usa/nba-2021-2022/boston-celtics-washington-wizards-pxQn0C5h/
01/Apr,Boston Celtics,128,123,Indiana Pacers,usa/nba-2021-2022/boston-celtics-indiana-pacers-xCrdsbaD/
30/Mar,Boston Celtics,98,106,Miami Heat,usa/nba-2021-2022/boston-celtics-miami-heat-URG6Wtoe/
28/Mar,Toronto Raptors,115,112,Boston Celtics,usa/nba-2021-2022/toronto-raptors-boston-celtics-dK5hLhgg/
27/Mar,Boston Celtics,134,112,Minnesota Timberwolves,usa/nba-2021-2022/boston-celtics-minnesota-timberwolves-jq6JCnfM/
23/Mar,Boston Celtics,125,97,Utah Jazz,usa/nba-2021-2022/boston-celtics-utah-jazz-6FUP0UwD/
21/Mar,Oklahoma City Thunder,123,132,Boston Celtics,usa/nba-2021-2022/oklahoma-city-thunder-boston-celtics-YorfmB9D/
20/Mar,Denver Nuggets,104,124,Boston Celtics,usa/nba-2021-2022/denver-nuggets-boston-celtics-EyCbbyIE/
18/Mar,Sacramento Kings,97,126,Boston Celtics,usa/nba-2021-2022/sacramento-kings-boston-celtics-OU7BaQdi/
16/Mar,Golden State Warriors,88,110,Boston Celtics,usa/nba-2021-2022/golden-state-warriors-boston-celtics-tjhNTPCN/
13/Mar,Boston Celtics,92,95,Dallas Mavericks,usa/nba-2021-2022/boston-celtics-dallas-mavericks-IVi5Ruo8/
11/Mar,Boston Celtics,114,103,Detroit Pistons,usa/nba-2021-2022/boston-celtics-detroit-pistons-lItBDh5S/
09/Mar,Charlotte Hornets,101,115,Boston Celtics,usa/nba-2021-2022/charlotte-hornets-boston-celtics-tSR85w7i/
06/Mar,Boston Celtics,126,120,Brooklyn Nets,usa/nba-2021-2022/boston-celtics-brooklyn-nets-IwznPU2l/
03/Mar,Boston Celtics,120,107,Memphis Grizzlies,usa/nba-2021-2022/boston-celtics-memphis-grizzlies-QNZXbYlq/
01/Mar,Boston Celtics,107,98,Atlanta Hawks,usa/nba-2021-2022/boston-celtics-atlanta-hawks-bevJ43L4/
27/Feb,Indiana Pacers,128,107,Boston Celtics,usa/nba-2021-2022/indiana-pacers-boston-celtics-8nNOfSit/
26/Feb,Detroit Pistons,104,113,Boston Celtics,usa/nba-2021-2022/detroit-pistons-boston-celtics-GEw0dKBm/
24/Feb,Brooklyn Nets,106,129,Boston Celtics,usa/nba-2021-2022/brooklyn-nets-boston-celtics-KlFcvnj2/
16/Feb,Boston Celtics,111,112,Detroit Pistons,usa/nba-2021-2022/boston-celtics-detroit-pistons-tMdxZjEM/
15/Feb,Philadelphia 76ers,87,135,Boston Celtics,usa/nba-2021-2022/philadelphia-76ers-boston-celtics-Yc0tFVMj/
13/Feb,Boston Celtics,105,95,Atlanta Hawks,usa/nba-2021-2022/boston-celtics-atlanta-hawks-SdeS7EFN/
11/Feb,Boston Celtics,108,102,Denver Nuggets,usa/nba-2021-2022/boston-celtics-denver-nuggets-4xgXAPPm/
08/Feb,Brooklyn Nets,91,126,Boston Celtics,usa/nba-2021-2022/brooklyn-nets-boston-celtics-pbguhBJ8/
06/Feb,Orlando Magic,83,116,Boston Celtics,usa/nba-2021-2022/orlando-magic-boston-celtics-INZcuYZ2/
04/Feb,Detroit Pistons,93,102,Boston Celtics,usa/nba-2021-2022/detroit-pistons-boston-celtics-OSpftg3a/
02/Feb,Boston Celtics,113,107,Charlotte Hornets,usa/nba-2021-2022/boston-celtics-charlotte-hornets-tpT3Vyks/
31/Jan,Boston Celtics,122,92,Miami Heat,usa/nba-2021-2022/boston-celtics-miami-heat-AsEjOKsE/
29/Jan,New Orleans Pelicans,97,107,Boston Celtics,usa/nba-2021-2022/new-orleans-pelicans-boston-celtics-G0Um88iG/
28/Jan,Atlanta Hawks,108,92,Boston Celtics,usa/nba-2021-2022/atlanta-hawks-boston-celtics-YclGpEgh/
25/Jan,Boston Celtics,128,75,Sacramento Kings,usa/nba-2021-2022/boston-celtics-sacramento-kings-6F4wy4QQ/
23/Jan,Washington Wizards,87,116,Boston Celtics,usa/nba-2021-2022/washington-wizards-boston-celtics-fiPfKdOk/
21/Jan,Boston Celtics,105,109,Portland Trail Blazers,usa/nba-2021-2022/boston-celtics-portland-trail-blazers-dMOL7Jvp/
19/Jan,Boston Celtics,102,111,Charlotte Hornets,usa/nba-2021-2022/boston-celtics-charlotte-hornets-YLjkHWBt/
17/Jan,Boston Celtics,104,92,New Orleans Pelicans,usa/nba-2021-2022/boston-celtics-new-orleans-pelicans-hljslYsf/
14/Jan,Philadelphia 76ers,111,99,Boston Celtics,usa/nba-2021-2022/philadelphia-76ers-boston-celtics-vPlXMeqe/
12/Jan,Indiana Pacers,100,119,Boston Celtics,usa/nba-2021-2022/indiana-pacers-boston-celtics-4Q61W8Gi/
10/Jan,Boston Celtics,101,98,Indiana Pacers,usa/nba-2021-2022/boston-celtics-indiana-pacers-QJJZH91b/
08/Jan,Boston Celtics,99,75,New York Knicks,usa/nba-2021-2022/boston-celtics-new-york-knicks-hlEKRPDP/
06/Jan,New York Knicks,108,105,Boston Celtics,usa/nba-2021-2022/new-york-knicks-boston-celtics-Gph6Cg8L/
05/Jan,Boston Celtics,97,99,San Antonio Spurs,usa/nba-2021-2022/boston-celtics-san-antonio-spurs-rLs7gE1q/
02/Jan,Boston Celtics,116,111,Orlando Magic,usa/nba-2021-2022/boston-celtics-orlando-magic-8Q97z0e4/
31/Dec,Boston Celtics,123,108,Phoenix Suns,usa/nba-2021-2022/boston-celtics-phoenix-suns-hYkg4yF8/
29/Dec,Boston Celtics,82,91,Los Angeles Clippers,usa/nba-2021-2022/boston-celtics-los-angeles-clippers-IsYFLHSo/
27/Dec,Minnesota Timberwolves,108,103,Boston Celtics,usa/nba-2021-2022/minnesota-timberwolves-boston-celtics-MijBiwE5/
20/Dec,Boston Celtics,103,108,Philadelphia 76ers,usa/nba-2021-2022/boston-celtics-philadelphia-76ers-C6AAICHS/
18/Dec,Boston Celtics,114,107,New York Knicks,usa/nba-2021-2022/boston-celtics-new-york-knicks-MetN8yl4/
17/Dec,Boston Celtics,107,111,Golden State Warriors,usa/nba-2021-2022/boston-celtics-golden-state-warriors-U1HqeIJ4/
10/Dec,Phoenix Suns,111,90,Boston Celtics,usa/nba-2021-2022/phoenix-suns-boston-celtics-nu1YvoC9/
08/Dec,Los Angeles Clippers,114,111,Boston Celtics,usa/nba-2021-2022/los-angeles-clippers-boston-celtics-8W6ptzin/
07/Dec,Los Angeles Lakers,117,102,Boston Celtics,usa/nba-2021-2022/los-angeles-lakers-boston-celtics-Wzy19gMO/
04/Dec,Portland Trail Blazers,117,145,Boston Celtics,usa/nba-2021-2022/portland-trail-blazers-boston-celtics-vDpS600Q/
03/Dec,Utah Jazz,137,130,Boston Celtics,usa/nba-2021-2022/utah-jazz-boston-celtics-2HhHl1vr/
01/Dec,Boston Celtics,88,87,Philadelphia 76ers,usa/nba-2021-2022/boston-celtics-philadelphia-76ers-A39EYllp/
28/Nov,Toronto Raptors,97,109,Boston Celtics,usa/nba-2021-2022/toronto-raptors-boston-celtics-MkmWz9km/
26/Nov,San Antonio Spurs,96,88,Boston Celtics,usa/nba-2021-2022/san-antonio-spurs-boston-celtics-dzxuWzBl/
24/Nov,Boston Celtics,104,123,Brooklyn Nets,usa/nba-2021-2022/boston-celtics-brooklyn-nets-vHKFRLJ2/
22/Nov,Boston Celtics,108,90,Houston Rockets,usa/nba-2021-2022/boston-celtics-houston-rockets-8MeNd1KS/
20/Nov,Boston Celtics,111,105,Oklahoma City Thunder,usa/nba-2021-2022/boston-celtics-oklahoma-city-thunder-jN2VbWqa/
19/Nov,Boston Celtics,130,108,Los Angeles Lakers,usa/nba-2021-2022/boston-celtics-los-angeles-lakers-Onqlng0g/
17/Nov,Atlanta Hawks,110,99,Boston Celtics,usa/nba-2021-2022/atlanta-hawks-boston-celtics-pSGmJfW6/
10/Nov,Boston Celtics,104,88,Toronto Raptors,usa/nba-2021-2022/boston-celtics-toronto-raptors-UeOhNkLm/
06/Nov,Dallas Mavericks,107,104,Boston Celtics,usa/nba-2021-2022/dallas-mavericks-boston-celtics-6e4hi6VL/
04/Nov,Miami Heat,78,95,Boston Celtics,usa/nba-2021-2022/miami-heat-boston-celtics-nVNSUfcs/
03/Nov,Orlando Magic,79,92,Boston Celtics,usa/nba-2021-2022/orlando-magic-boston-celtics-SW1NLHKQ/
30/Oct,Washington Wizards,115,112,Boston Celtics,usa/nba-2021-2022/washington-wizards-boston-celtics-K8mNdAob/
27/Oct,Boston Celtics,107,116,Washington Wizards,usa/nba-2021-2022/boston-celtics-washington-wizards-nLY5XgIn/
25/Oct,Charlotte Hornets,129,140,Boston Celtics,usa/nba-2021-2022/charlotte-hornets-boston-celtics-phj52ZIC/
24/Oct,Houston Rockets,97,107,Boston Celtics,usa/nba-2021-2022/houston-rockets-boston-celtics-Iual6HJm/
22/Oct,Boston Celtics,83,115,Toronto Raptors,usa/nba-2021-2022/boston-celtics-toronto-raptors-2BLmsgSP/
20/Oct,New York Knicks,138,134,Boston Celtics,usa/nba-2021-2022/new-york-knicks-boston-celtics-MXgtYc0e/
15/Oct,Miami Heat,121,100,Boston Celtics,usa/nba-2021-2022/miami-heat-boston-celtics-A56qUEuR/
13/Oct,Orlando Magic,103,102,Boston Celtics,usa/nba-2021-2022/orlando-magic-boston-celtics-tYOlgd9l/
09/Oct,Boston Celtics,113,111,Toronto Raptors,usa/nba-2021-2022/boston-celtics-toronto-raptors-d62KdtsJ/
04/Oct,Boston Celtics,98,97,Orlando Magic,usa/nba-2021-2022/boston-celtics-orlando-magic-MaMBO7Ug/
17/Aug,Boston Celtics,67,100,Sacramento Kings,usa/nba-las-vegas-summer-league-2021/boston-celtics-sacramento-kings-rRzblrjA/
14/Aug,Boston Celtics,100,80,Philadelphia 76ers,usa/nba-las-vegas-summer-league-2021/boston-celtics-philadelphia-76ers-n315Lvn7/
12/Aug,Boston Celtics,108,71,Orlando Magic,usa/nba-las-vegas-summer-league-2021/boston-celtics-orlando-magic-QTlFANXl/
10/Aug,Denver Nuggets,82,107,Boston Celtics,usa/nba-las-vegas-summer-league-2021/denver-nuggets-boston-celtics-r9weJfKi/
08/Aug,Atlanta Hawks,83,85,Boston Celtics,usa/nba-las-vegas-summer-league-2021/atlanta-hawks-boston-celtics-Aecnjdj5/
01/Jun,Brooklyn Nets,123,109,Boston Celtics,usa/nba-2020-2021/brooklyn-nets-boston-celtics-4Mb5ZS73/
30/May,Boston Celtics,126,141,Brooklyn Nets,usa/nba-2020-2021/boston-celtics-brooklyn-nets-SpuP9pD9/
28/May,Boston Celtics,125,119,Brooklyn Nets,usa/nba-2020-2021/boston-celtics-brooklyn-nets-pMkKAQc3/
25/May,Brooklyn Nets,130,108,Boston Celtics,usa/nba-2020-2021/brooklyn-nets-boston-celtics-WIoGB6rc/
22/May,Brooklyn Nets,104,93,Boston Celtics,usa/nba-2020-2021/brooklyn-nets-boston-celtics-C8FeN6bQ/
18/May,Boston Celtics,118,100,Washington Wizards,usa/nba-2020-2021/boston-celtics-washington-wizards-2agFeEMj/
16/May,New York Knicks,96,92,Boston Celtics,usa/nba-2020-2021/new-york-knicks-boston-celtics-ATnr1bNm/
15/May,Minnesota Timberwolves,108,124,Boston Celtics,usa/nba-2020-2021/minnesota-timberwolves-boston-celtics-KvYalLwr/
11/May,Boston Celtics,121,129,Miami Heat,usa/nba-2020-2021/boston-celtics-miami-heat-OYFdWR0a/
09/May,Boston Celtics,124,130,Miami Heat,usa/nba-2020-2021/boston-celtics-miami-heat-foInRdX1/
05/May,Orlando Magic,96,132,Boston Celtics,usa/nba-2020-2021/orlando-magic-boston-celtics-Es3Z1Pki/
02/May,Boston Celtics,119,129,Portland Trail Blazers,usa/nba-2020-2021/boston-celtics-portland-trail-blazers-MkLeL7i5/
30/Apr,Boston Celtics,143,140,San Antonio Spurs,usa/nba-2020-2021/boston-celtics-san-antonio-spurs-SfWiMSK1/
28/Apr,Boston Celtics,120,111,Charlotte Hornets,usa/nba-2020-2021/boston-celtics-charlotte-hornets-pCE1BB6q/
27/Apr,Boston Celtics,115,119,Oklahoma City Thunder,usa/nba-2020-2021/boston-celtics-oklahoma-city-thunder-pU7X7x0i/
25/Apr,Charlotte Hornets,125,104,Boston Celtics,usa/nba-2020-2021/charlotte-hornets-boston-celtics-jZn0xoA6/
23/Apr,Brooklyn Nets,109,104,Boston Celtics,usa/nba-2020-2021/brooklyn-nets-boston-celtics-8jV9RTel/
22/Apr,Boston Celtics,99,86,Phoenix Suns,usa/nba-2020-2021/boston-celtics-phoenix-suns-C8XnCld1/
17/Apr,Boston Celtics,119,114,Golden State Warriors,usa/nba-2020-2021/boston-celtics-golden-state-warriors-CpD69zJ5/
15/Apr,Los Angeles Lakers,113,121,Boston Celtics,usa/nba-2020-2021/los-angeles-lakers-boston-celtics-Cl3IQYh4/
13/Apr,Portland Trail Blazers,115,116,Boston Celtics,usa/nba-2020-2021/portland-trail-blazers-boston-celtics-vwObXqAJ/
11/Apr,Denver Nuggets,87,105,Boston Celtics,usa/nba-2020-2021/denver-nuggets-boston-celtics-6k9s8Tt8/
09/Apr,Boston Celtics,145,136,Minnesota Timberwolves,usa/nba-2020-2021/boston-celtics-minnesota-timberwolves-42QAlKOk/
07/Apr,Boston Celtics,101,99,New York Knicks,usa/nba-2020-2021/boston-celtics-new-york-knicks-tnAedBQb/
06/Apr,Boston Celtics,96,106,Philadelphia 76ers,usa/nba-2020-2021/boston-celtics-philadelphia-76ers-nB9mTCdC/
04/Apr,Boston Celtics,116,86,Charlotte Hornets,usa/nba-2020-2021/boston-celtics-charlotte-hornets-rD3lKHDs/
02/Apr,Boston Celtics,118,102,Houston Rockets,usa/nba-2020-2021/boston-celtics-houston-rockets-Y5EG9RaM/
31/Mar,Boston Celtics,108,113,Dallas Mavericks,usa/nba-2020-2021/boston-celtics-dallas-mavericks-bTcMajWc/
29/Mar,Boston Celtics,109,115,New Orleans Pelicans,usa/nba-2020-2021/boston-celtics-new-orleans-pelicans-faBQbkU6/
27/Mar,Oklahoma City Thunder,94,111,Boston Celtics,usa/nba-2020-2021/oklahoma-city-thunder-boston-celtics-G8jipjFD/
22/Mar,Memphis Grizzlies,132,126,Boston Celtics,usa/nba-2020-2021/memphis-grizzlies-boston-celtics-0dUQGTla/
21/Mar,Boston Celtics,112,96,Orlando Magic,usa/nba-2020-2021/boston-celtics-orlando-magic-2k85wRMO/
19/Mar,Boston Celtics,96,107,Sacramento Kings,usa/nba-2020-2021/boston-celtics-sacramento-kings-Q9nnzCjD/
16/Mar,Boston Celtics,109,117,Utah Jazz,usa/nba-2020-2021/boston-celtics-utah-jazz-QmwqM98l/
14/Mar,Houston Rockets,107,134,Boston Celtics,usa/nba-2020-2021/houston-rockets-boston-celtics-QR189WOr/
11/Mar,Brooklyn Nets,121,109,Boston Celtics,usa/nba-2020-2021/brooklyn-nets-boston-celtics-6qvFUzdp/
04/Mar,Boston Celtics,132,125,Toronto Raptors,usa/nba-2020-2021/boston-celtics-toronto-raptors-AZgOFRvn/
02/Mar,Boston Celtics,117,112,Los Angeles Clippers,usa/nba-2020-2021/boston-celtics-los-angeles-clippers-hdft3Twq/
28/Feb,Boston Celtics,111,110,Washington Wizards,usa/nba-2020-2021/boston-celtics-washington-wizards-8jyPdhH9/
26/Feb,Boston Celtics,118,112,Indiana Pacers,usa/nba-2020-2021/boston-celtics-indiana-pacers-MFhIsMB5/
24/Feb,Atlanta Hawks,127,112,Boston Celtics,usa/nba-2020-2021/atlanta-hawks-boston-celtics-YyudxRZP/
23/Feb,Dallas Mavericks,110,107,Boston Celtics,usa/nba-2020-2021/dallas-mavericks-boston-celtics-hMacHPc0/
21/Feb,New Orleans Pelicans,120,115,Boston Celtics,usa/nba-2020-2021/new-orleans-pelicans-boston-celtics-6Xcm3Zxj/
19/Feb,Boston Celtics,121,109,Atlanta Hawks,usa/nba-2020-2021/boston-celtics-atlanta-hawks-vH4Qcv1A/
17/Feb,Boston Celtics,114,122,Atlanta Hawks,usa/nba-2020-2021/boston-celtics-atlanta-hawks-WWxymNnh/
16/Feb,Boston Celtics,112,99,Denver Nuggets,usa/nba-2020-2021/boston-celtics-denver-nuggets-rXa3jyxm/
14/Feb,Washington Wizards,104,91,Boston Celtics,usa/nba-2020-2021/washington-wizards-boston-celtics-4KoclEge/
12/Feb,Boston Celtics,102,108,Detroit Pistons,usa/nba-2020-2021/boston-celtics-detroit-pistons-MJt1Y2G1/
11/Feb,Boston Celtics,120,106,Toronto Raptors,usa/nba-2020-2021/boston-celtics-toronto-raptors-dliSVwVq/
09/Feb,Utah Jazz,122,108,Boston Celtics,usa/nba-2020-2021/utah-jazz-boston-celtics-niVYDyZH/
07/Feb,Phoenix Suns,100,91,Boston Celtics,usa/nba-2020-2021/phoenix-suns-boston-celtics-pbJv405g/
05/Feb,Los Angeles Clippers,115,119,Boston Celtics,usa/nba-2020-2021/los-angeles-clippers-boston-celtics-MoZQb5TD/
03/Feb,Sacramento Kings,116,111,Boston Celtics,usa/nba-2020-2021/sacramento-kings-boston-celtics-xbwhP4xe/
02/Feb,Golden State Warriors,107,111,Boston Celtics,usa/nba-2020-2021/golden-state-warriors-boston-celtics-AL8mq5CT/
30/Jan,Boston Celtics,95,96,Los Angeles Lakers,usa/nba-2020-2021/boston-celtics-los-angeles-lakers-8MeNLAE5/
27/Jan,San Antonio Spurs,110,106,Boston Celtics,usa/nba-2020-2021/san-antonio-spurs-boston-celtics-8ttVDMGR/
22/Jan,Philadelphia 76ers,122,110,Boston Celtics,usa/nba-2020-2021/philadelphia-76ers-boston-celtics-0veKrvLP/
20/Jan,Philadelphia 76ers,117,109,Boston Celtics,usa/nba-2020-2021/philadelphia-76ers-boston-celtics-AV3pQAm1/
17/Jan,Boston Celtics,75,105,New York Knicks,usa/nba-2020-2021/boston-celtics-new-york-knicks-OvoP1z5q/
15/Jan,Boston Celtics,124,97,Orlando Magic,usa/nba-2020-2021/boston-celtics-orlando-magic-SW1cA7in/
08/Jan,Boston Celtics,116,107,Washington Wizards,usa/nba-2020-2021/boston-celtics-washington-wizards-IuuN1t4j/
06/Jan,Miami Heat,105,107,Boston Celtics,usa/nba-2020-2021/miami-heat-boston-celtics-0QBJAGVN/
04/Jan,Toronto Raptors,114,126,Boston Celtics,usa/nba-2020-2021/toronto-raptors-boston-celtics-QVqmAN8N/
03/Jan,Detroit Pistons,120,122,Boston Celtics,usa/nba-2020-2021/detroit-pistons-boston-celtics-W44A6AYK/
01/Jan,Detroit Pistons,96,93,Boston Celtics,usa/nba-2020-2021/detroit-pistons-boston-celtics-AwruYkSe/
30/Dec,Boston Celtics,126,107,Memphis Grizzlies,usa/nba-2020-2021/boston-celtics-memphis-grizzlies-8UiMv1qB/
29/Dec,Indiana Pacers,111,116,Boston Celtics,usa/nba-2020-2021/indiana-pacers-boston-celtics-llRjPLqO/
27/Dec,Indiana Pacers,108,107,Boston Celtics,usa/nba-2020-2021/indiana-pacers-boston-celtics-f5jCDOpC/
25/Dec,Boston Celtics,95,123,Brooklyn Nets,usa/nba-2020-2021/boston-celtics-brooklyn-nets-OYP6qEqo/
18/Dec,Boston Celtics,89,113,Brooklyn Nets,usa/nba-2020-2021/boston-celtics-brooklyn-nets-hOYSZkL7/
15/Dec,Philadelphia 76ers,108,99,Boston Celtics,usa/nba-2020-2021/philadelphia-76ers-boston-celtics-Wpt2VzUL/
27/Sep,Miami Heat,125,113,Boston Celtics,usa/nba-2019-2020/miami-heat-boston-celtics-CjnGo3xS/
25/Sep,Boston Celtics,121,108,Miami Heat,usa/nba-2019-2020/boston-celtics-miami-heat-vyJEve9G/
23/Sep,Miami Heat,112,109,Boston Celtics,usa/nba-2019-2020/miami-heat-boston-celtics-beSlWuKg/
19/Sep,Miami Heat,106,117,Boston Celtics,usa/nba-2019-2020/miami-heat-boston-celtics-6TTIB7DO/
17/Sep,Boston Celtics,101,106,Miami Heat,usa/nba-2019-2020/boston-celtics-miami-heat-SxVECmbI/
15/Sep,Boston Celtics,114,117,Miami Heat,usa/nba-2019-2020/boston-celtics-miami-heat-YFVADTrC/
11/Sep,Toronto Raptors,87,92,Boston Celtics,usa/nba-2019-2020/toronto-raptors-boston-celtics-Op23BUwK/
09/Sep,Boston Celtics,122,125,Toronto Raptors,usa/nba-2019-2020/boston-celtics-toronto-raptors-zomvc7Gp/
07/Sep,Toronto Raptors,89,111,Boston Celtics,usa/nba-2019-2020/toronto-raptors-boston-celtics-j3pxujp1/
05/Sep,Boston Celtics,93,100,Toronto Raptors,usa/nba-2019-2020/boston-celtics-toronto-raptors-bebhjsTI/
03/Sep,Boston Celtics,103,104,Toronto Raptors,usa/nba-2019-2020/boston-celtics-toronto-raptors-phfliNDC/
01/Sep,Toronto Raptors,99,102,Boston Celtics,usa/nba-2019-2020/toronto-raptors-boston-celtics-2T4qh3b6/
30/Aug,Toronto Raptors,94,112,Boston Celtics,usa/nba-2019-2020/toronto-raptors-boston-celtics-Ox6ugqq0/
23/Aug,Philadelphia 76ers,106,110,Boston Celtics,usa/nba-2019-2020/philadelphia-76ers-boston-celtics-CtqzBvu8/
21/Aug,Philadelphia 76ers,94,102,Boston Celtics,usa/nba-2019-2020/philadelphia-76ers-boston-celtics-88Ig2ny8/
19/Aug,Boston Celtics,128,101,Philadelphia 76ers,usa/nba-2019-2020/boston-celtics-philadelphia-76ers-f5Ek3SL1/
17/Aug,Boston Celtics,109,101,Philadelphia 76ers,usa/nba-2019-2020/boston-celtics-philadelphia-76ers-0rFo486e/
13/Aug,Boston Celtics,90,96,Washington Wizards,usa/nba-2019-2020/boston-celtics-washington-wizards-tpqMpE1c/
11/Aug,Memphis Grizzlies,107,122,Boston Celtics,usa/nba-2019-2020/memphis-grizzlies-boston-celtics-S09nX9kl/
09/Aug,Boston Celtics,122,119,Orlando Magic,usa/nba-2019-2020/boston-celtics-orlando-magic-vicrZjMR/
07/Aug,Toronto Raptors,100,122,Boston Celtics,usa/nba-2019-2020/toronto-raptors-boston-celtics-hrPFkiIq/
05/Aug,Boston Celtics,149,115,Brooklyn Nets,usa/nba-2019-2020/boston-celtics-brooklyn-nets-pGMjAq0Q/
04/Aug,Miami Heat,112,106,Boston Celtics,usa/nba-2019-2020/miami-heat-boston-celtics-xhM91C0d/
02/Aug,Boston Celtics,128,124,Portland Trail Blazers,usa/nba-2019-2020/boston-celtics-portland-trail-blazers-StmZtoJC/
28/Jul,Houston Rockets,137,112,Boston Celtics,usa/nba-2019-2020/houston-rockets-boston-celtics-YJgF9vJ6/
26/Jul,Boston Celtics,117,103,Phoenix Suns,usa/nba-2019-2020/boston-celtics-phoenix-suns-f9WTcsKf/
24/Jul,Boston Celtics,84,98,Oklahoma City Thunder,usa/nba-2019-2020/boston-celtics-oklahoma-city-thunder-feieqr51/
10/Mar,Indiana Pacers,111,114,Boston Celtics,usa/nba-2019-2020/indiana-pacers-boston-celtics-dK1ywQ3J/
08/Mar,Boston Celtics,104,105,Oklahoma City Thunder,usa/nba-2019-2020/boston-celtics-oklahoma-city-thunder-2JiF8aXr/
06/Mar,Boston Celtics,94,99,Utah Jazz,usa/nba-2019-2020/boston-celtics-utah-jazz-QaXeHWJo/
03/Mar,Boston Celtics,120,129,Brooklyn Nets,usa/nba-2019-2020/boston-celtics-brooklyn-nets-G6PHYhjC/
29/Feb,Boston Celtics,110,111,Houston Rockets,usa/nba-2019-2020/boston-celtics-houston-rockets-dOFgr6N8/
26/Feb,Utah Jazz,103,114,Boston Celtics,usa/nba-2019-2020/utah-jazz-boston-celtics-Y7NUIkfc/
25/Feb,Portland Trail Blazers,106,118,Boston Celtics,usa/nba-2019-2020/portland-trail-blazers-boston-celtics-KrdhNqUo/
23/Feb,Los Angeles Lakers,114,112,Boston Celtics,usa/nba-2019-2020/los-angeles-lakers-boston-celtics-UDPv8DOs/
21/Feb,Minnesota Timberwolves,117,127,Boston Celtics,usa/nba-2019-2020/minnesota-timberwolves-boston-celtics-facx0GWK/
13/Feb,Boston Celtics,141,133,Los Angeles Clippers,usa/nba-2019-2020/boston-celtics-los-angeles-clippers-4dPjlJX8/
11/Feb,Houston Rockets,116,105,Boston Celtics,usa/nba-2019-2020/houston-rockets-boston-celtics-MDNMDxdd/
09/Feb,Oklahoma City Thunder,111,112,Boston Celtics,usa/nba-2019-2020/oklahoma-city-thunder-boston-celtics-hdOOTijP/
07/Feb,Boston Celtics,112,107,Atlanta Hawks,usa/nba-2019-2020/boston-celtics-atlanta-hawks-UHXkfia6/
