date,team_1,team_2,score_1,score_2,result,tournament,game_url,avg_moneyline_1,avg_moneyline_2,high_moneyline_1,high_moneyline_2
27-09-2024,DAL,COL,4,2,1,NHL,usa/nhl/dallas-stars-colorado-avalanche-EiMO6Psp/,-231,399,-204,433
23-09-2024,COL,DAL,2,3,0,NHL,usa/nhl/colorado-avalanche-dallas-stars-G4IQ8CDU/,122,323,129,332
17-05-2024,COL,DAL,1,2,0,NHL_2023/2024,usa/nhl-2023-2024/colorado-avalanche-dallas-stars-nBFAwaiC/,133,318,142,330
15-05-2024,DAL,COL,3,5,0,NHL_2023/2024,usa/nhl-2023-2024/dallas-stars-colorado-avalanche-zo7Df9yP/,106,323,114,340
13-05-2024,COL,DAL,1,5,0,NHL_2023/2024,usa/nhl-2023-2024/colorado-avalanche-dallas-stars-rupYRkMa/,135,321,150,336
11-05-2024,COL,DAL,1,4,0,NHL_2023/2024,usa/nhl-2023-2024/colorado-avalanche-dallas-stars-ARoQTBim/,116,331,127,355
09-05-2024,DAL,COL,5,3,1,NHL_2023/2024,usa/nhl-2023-2024/dallas-stars-colorado-avalanche-js5gZXTP/,118,322,125,340
07-05-2024,DAL,COL,3,4,0,NHL_2023/2024,usa/nhl-2023-2024/dallas-stars-colorado-avalanche-OzD7BUyJ/,130,321,137,344
30-04-2024,WPG,COL,3,6,0,NHL_2023/2024,usa/nhl-2023-2024/winnipeg-jets-colorado-avalanche-djYXeAu2/,153,327,162,340
28-04-2024,COL,WPG,5,1,1,NHL_2023/2024,usa/nhl-2023-2024/colorado-avalanche-winnipeg-jets-Qq3IWPY9/,-101,334,104,350
26-04-2024,COL,WPG,6,2,1,NHL_2023/2024,usa/nhl-2023-2024/colorado-avalanche-winnipeg-jets-4UE9Yo4c/,-100,335,104,350
23-04-2024,WPG,COL,2,5,0,NHL_2023/2024,usa/nhl-2023-2024/winnipeg-jets-colorado-avalanche-viNNArCj/,160,326,177,340
21-04-2024,WPG,COL,7,6,1,NHL_2023/2024,usa/nhl-2023-2024/winnipeg-jets-colorado-avalanche-MNvEK7X0/,146,318,154,334
18-04-2024,COL,EDM,5,1,1,NHL_2023/2024,usa/nhl-2023-2024/colorado-avalanche-edmonton-oilers-dnjQjOy8/,-147,369,-114,394
14-04-2024,VGK,COL,4,3,1,NHL_2023/2024,usa/nhl-2023-2024/vegas-golden-knights-colorado-avalanche-UHNqVhD2/,145,327,154,368
13-04-2024,COL,WPG,0,7,0,NHL_2023/2024,usa/nhl-2023-2024/colorado-avalanche-winnipeg-jets-ABic1Hgb/,107,333,114,373
